Kommune,År,Parameter,Forsyningskvalitet,Måltall,Andel,SortKommune
Drangedal,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,4
Drangedal,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,4
Nome,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.988,11
Nome,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.988,11
Nome,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.609,11
Nome,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.609,11
Nome,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.609,11
Nome,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.609,11
Nome,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.414,11
Nome,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.414,11
Nome,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.414,11
Nome,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,11
Nome,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.414,11
Midt-Telemark,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.597,9
Midt-Telemark,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.597,9
Midt-Telemark,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.639,9
Midt-Telemark,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.639,9
Midt-Telemark,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.657,9
Midt-Telemark,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.657,9
Midt-Telemark,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.008,9
Midt-Telemark,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,9
Midt-Telemark,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.008,9
Seljord,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.0,14
Seljord,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.0,14
Seljord,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.0,14
Seljord,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.0,14
Seljord,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.0,14
Seljord,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.0,14
Seljord,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.965,14
Seljord,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.965,14
Seljord,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,14
Seljord,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,14
Hjartdal,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.934,6
Hjartdal,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.934,6
Hjartdal,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.934,6
Hjartdal,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.934,6
Hjartdal,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.934,6
Hjartdal,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.934,6
Hjartdal,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.934,6
Hjartdal,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,6
Hjartdal,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.934,6
Tinn,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,17
Tinn,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.855,17
Tinn,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.855,17
Tinn,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.9840000000000001,17
Tinn,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.9840000000000001,17
Tinn,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.9840000000000001,17
Tinn,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.833,17
Tinn,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.833,17
Tinn,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.9840000000000001,17
Tinn,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.986,17
Tinn,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.986,17
Kviteseid,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.503,8
Kviteseid,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.503,8
Kviteseid,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,8
Kviteseid,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,8
Nissedal,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.907,10
Nissedal,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.907,10
Nissedal,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.7859999999999999,10
Nissedal,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.7859999999999999,10
Nissedal,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.7859999999999999,10
Nissedal,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,10
Nissedal,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,10
Fyresdal,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,5
Fyresdal,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2023-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2023-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2024-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2024-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,0.948,5
Fyresdal,2024-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.948,5
Tokke,2015-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2015-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2015-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2016-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2016-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2016-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2017-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2017-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2017-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2018-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2018-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2018-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2019-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.301,18
Tokke,2019-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2019-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.301,18
Tokke,2020-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.301,18
Tokke,2020-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2020-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,0.301,18
Tokke,2021-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2021-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2021-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2022-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2022-01-01,hygienisk kvalitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2022-01-01,leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
Tokke,2023-01-01,hygienisk kvalitet og leveringsstabilitet,tilfredsstillende analyseresultater,prosent,1.0,18
