Geografi,År,Kjønn,Alder,Krefttyper,Måltall,value
Siljan,2013-2022,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3500.68326439505
Siljan,2013-2022,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",808.328671323672
Siljan,2013-2022,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",277.19690034979
Siljan,2013-2022,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",543.812380964935
Siljan,2013-2022,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2013-2022,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2013-2022,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",4732.26854520776
Siljan,2013-2022,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",669.1067650932
Siljan,2013-2022,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",174.838338655708
Siljan,2013-2022,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",487.813340057247
Siljan,2013-2022,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2013-2022,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2583.07325274693
Siljan,2013-2022,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2013-2022,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2013-2022,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",742.295305872595
Siljan,2014-2023,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",66.710104865302
Siljan,2014-2023,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",48.1955764914303
Siljan,2014-2023,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",524.481808151918
Siljan,2014-2023,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1196.66255285937
Siljan,2014-2023,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3443.237901098
Siljan,2014-2023,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",807.943091898724
Siljan,2014-2023,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",247.676952521023
Siljan,2014-2023,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",569.607492574426
Siljan,2014-2023,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2014-2023,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2014-2023,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",4391.84475453361
Siljan,2014-2023,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",674.557047003422
Siljan,2014-2023,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",157.591944116812
Siljan,2014-2023,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",476.74329493826
Siljan,2014-2023,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",:
Siljan,2014-2023,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2746.60825324686
Siljan,2014-2023,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Siljan,2014-2023,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Siljan,2014-2023,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",635.173022560358
Bamble,2009-2018,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",67.3701964979491
Bamble,2009-2018,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",59.5693990307932
Bamble,2009-2018,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",99.0784454730923
Bamble,2009-2018,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",44.7103363299431
Bamble,2009-2018,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",463.393769550482
Bamble,2009-2018,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",42.0913521490219
Bamble,2009-2018,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",43.0217764392719
Bamble,2009-2018,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",57.4617808175998
Bamble,2009-2018,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",37.3800321372281
Bamble,2009-2018,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",77.9011199244219
Bamble,2009-2018,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1076.03242952602
Bamble,2009-2018,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2727.40889361216
Bamble,2009-2018,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",383.502604681932
Bamble,2009-2018,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",254.640155844994
Bamble,2009-2018,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",611.804739599155
Bamble,2009-2018,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2009-2018,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Bamble,2009-2018,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",725.245855393643
Bamble,2009-2018,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",87.9590068653859
Bamble,2009-2018,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",64.4493620955586
Bamble,2009-2018,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",110.838742359125
Bamble,2009-2018,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",44.7331105827922
Bamble,2009-2018,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",:
Bamble,2009-2018,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Bamble,2009-2018,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",192.556862859039
Bamble,2009-2018,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",504.68073944087
