Geografi,År,Kjønn,Alder,Dødsårsaker,Måltall,Verdi
Skien,2023,kvinner,alle aldre,Tykktarmskreft,"per 100.000, standardisert",:
Skien,2023,kvinner,alle aldre,Hjerte- og karsykdommer,"per 100.000, standardisert",237.970463101183
Skien,2023,kvinner,alle aldre,Lungesykdommer,"per 100.000, standardisert",110.077235434413
Skien,2023,kvinner,alle aldre,Fordøyelsessykdommer,"per 100.000, standardisert",19.4675334221666
Skien,2023,kvinner,alle aldre,Voldsomme dødsfall,"per 100.000, standardisert",53.3632864056058
Skien,2023,kvinner,alle aldre,Ulykker,"per 100.000, standardisert",42.9090997326623
Skien,2023,kvinner,alle aldre,Trafikkulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,alle aldre,Selvmord,"per 100.000, standardisert",:
Skien,2023,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",89.7756449687348
Skien,2023,kvinner,0-74 år,Alle dødsårsaker,"per 100.000, standardisert",227.44272697422
Skien,2023,kvinner,0-74 år,Diabetes,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Kreft,"per 100.000, standardisert",64.6873057793412
Skien,2023,kvinner,0-74 år,Brystkreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Føflekkreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Magekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Prostatakreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Tykktarmskreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",35.5584655763
Skien,2023,kvinner,0-74 år,Lungesykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Ulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Trafikkulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,Selvmord,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",38.8923067809035
Skien,2023,kvinner,0-44 år,Alle dødsårsaker,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Diabetes,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Kreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Brystkreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Føflekkreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Magekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Prostatakreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Tykktarmskreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Lungesykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Ulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Trafikkulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,Selvmord,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Alle dødsårsaker,"per 100.000, standardisert",514.922406995515
Skien,2023,kvinner,45-74 år,Diabetes,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Kreft,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Brystkreft,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Føflekkreft,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Magekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Prostatakreft,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Tykktarmskreft,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Lungesykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Ulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Trafikkulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Selvmord,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Alle dødsårsaker,"per 100.000, standardisert",6730.65422147648
Skien,2023,kvinner,75+ år,Diabetes,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Kreft,"per 100.000, standardisert",812.605728087335
Skien,2023,kvinner,75+ år,Brystkreft,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Føflekkreft,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Magekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Prostatakreft,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Tykktarmskreft,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Hjerte- og karsykdommer,"per 100.000, standardisert",2075.57770401067
Skien,2023,kvinner,75+ år,Lungesykdommer,"per 100.000, standardisert",819.373559556232
Skien,2023,kvinner,75+ år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Voldsomme dødsfall,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Ulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Trafikkulykker,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Selvmord,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Alle dødsårsaker,"per 100.000, standardisert",759.512572076303
Notodden,2017,menn,alle aldre,Diabetes,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Kreft,"per 100.000, standardisert",185.318789532317
Notodden,2017,menn,alle aldre,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Magekreft,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Hjerte- og karsykdommer,"per 100.000, standardisert",216.312819271813
Notodden,2017,menn,alle aldre,Lungesykdommer,"per 100.000, standardisert",148.843466919455
Notodden,2017,menn,alle aldre,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Ulykker,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Selvmord,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",114.203899797021
Notodden,2017,menn,0-74 år,Alle dødsårsaker,"per 100.000, standardisert",301.030374237823
Notodden,2017,menn,0-74 år,Diabetes,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Kreft,"per 100.000, standardisert",74.0596439054007
Notodden,2017,menn,0-74 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Magekreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Ulykker,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,Selvmord,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Alle dødsårsaker,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Diabetes,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Kreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Magekreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Ulykker,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Selvmord,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Alle dødsårsaker,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Diabetes,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Kreft,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Magekreft,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Ulykker,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Selvmord,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Alle dødsårsaker,"per 100.000, standardisert",6133.96685515829
Notodden,2017,menn,75+ år,Diabetes,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Kreft,"per 100.000, standardisert",1496.07518874777
Notodden,2017,menn,75+ år,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Magekreft,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Ulykker,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Selvmord,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Alle dødsårsaker,"per 100.000, standardisert",938.067410133515
Notodden,2017,kvinner,alle aldre,Diabetes,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Kreft,"per 100.000, standardisert",183.528570100975
Notodden,2017,kvinner,alle aldre,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Magekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Hjerte- og karsykdommer,"per 100.000, standardisert",298.741094296417
Notodden,2017,kvinner,alle aldre,Lungesykdommer,"per 100.000, standardisert",119.546129066432
Notodden,2017,kvinner,alle aldre,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Ulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Selvmord,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Alle dødsårsaker,"per 100.000, standardisert",263.200681256724
Notodden,2017,kvinner,0-74 år,Diabetes,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Kreft,"per 100.000, standardisert",92.6282854761894
Notodden,2017,kvinner,0-74 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Magekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Ulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Selvmord,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Alle dødsårsaker,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Diabetes,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Kreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Magekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Ulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Selvmord,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Alle dødsårsaker,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Diabetes,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Kreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Magekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Ulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Selvmord,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Alle dødsårsaker,"per 100.000, standardisert",7115.69700669296
Notodden,2017,kvinner,75+ år,Diabetes,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Kreft,"per 100.000, standardisert",1014.33613105331
Notodden,2017,kvinner,75+ år,Brystkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Magekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Ulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Selvmord,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Alle dødsårsaker,"per 100.000, standardisert",718.978564788027
Notodden,2018,menn,alle aldre,Diabetes,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Kreft,"per 100.000, standardisert",278.688149623474
Notodden,2018,menn,alle aldre,Brystkreft,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Føflekkreft,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Magekreft,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Prostatakreft,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Hjerte- og karsykdommer,"per 100.000, standardisert",225.933298432024
Notodden,2018,menn,alle aldre,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Ulykker,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Selvmord,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Alle dødsårsaker,"per 100.000, standardisert",279.207255148191
Notodden,2018,menn,0-74 år,Diabetes,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Kreft,"per 100.000, standardisert",172.698690097728
Notodden,2018,menn,0-74 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Magekreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Ulykker,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Selvmord,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Alle dødsårsaker,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Diabetes,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Kreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Magekreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Ulykker,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Selvmord,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Alle dødsårsaker,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Diabetes,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Kreft,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Brystkreft,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Magekreft,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Ulykker,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Selvmord,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Alle dødsårsaker,"per 100.000, standardisert",5872.21496680633
Notodden,2018,menn,75+ år,Diabetes,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Kreft,"per 100.000, standardisert",1468.9376105831
Notodden,2018,menn,75+ år,Brystkreft,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Føflekkreft,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Magekreft,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Prostatakreft,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Tykktarmskreft,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Hjerte- og karsykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Lungesykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Fordøyelsessykdommer,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Voldsomme dødsfall,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Ulykker,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Trafikkulykker,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Selvmord,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,kvinner,alle aldre,Alle dødsårsaker,"per 100.000, standardisert",903.601430102044
Notodden,2018,kvinner,alle aldre,Diabetes,"per 100.000, standardisert",:
