objectid,stfstatusfirmaid,orfkode,firorgnr,konsernopporgnr,konsernoppnavn,firorgnrknytning,firfirmanavn1,fylfylkenavn,fylkesnavn,kommune_id,firkommnr,kommunenavn,knrkommnavn,firantansatt,ansatt_kd,firoms,firdriftres,etablertdato,sektorkode,status_po,nakkategori1,naktittel1,nakgruppetekst1,nakkategori2,nakkategori3,nakkategori4,nakkategori5,koordinat_y,koordinat_x,load_date,geometry_x,geometry_y,longitude,latitude
31198,9,Underenhet til næringsdrivende og offentlig forvaltning,916431112,,,992232641.0,Hesteeventyr Inger Valen,Telemark,Telemark,4032.0,4032,Fyresdal,FYRESDAL,,0-1,0.0,0.0,2014-01-01,,,1,Dyrking av ettårige vekster ellers,"Jordbruk, skogbruk og fiske",11,119,1190,1190,105891.0,6580910.0,2025-11-05 03:14:43,105890.50999999978,6580909.9,8.095551198246902,59.18344173331138
31220,9,Underenhet til næringsdrivende og offentlig forvaltning,916431732,,,992474343.0,Logistikk-Konsulent John H Hansen,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2014-01-01,,,7,Annen teknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7112,71129,198051.0,6552528.0,2025-11-05 03:14:43,198050.76999999955,6552528.33,9.740078091982747,59.00523198890416
31220,9,Underenhet til næringsdrivende og offentlig forvaltning,916431732,,,992474343.0,Logistikk-Konsulent John H Hansen,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2014-01-01,,,7,Annen teknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7112,71129,198051.0,6552528.0,2025-11-05 03:14:43,198050.76999999955,6552528.33,9.740078091982747,59.00523198890416
31345,9,Underenhet til næringsdrivende og offentlig forvaltning,916435886,,,994298372.0,M. Bergmanes Car's Care,Telemark,Telemark,4018.0,4018,Nome,NOME,,0-1,0.0,0.0,2014-01-01,,,5,Andre post- og budtjenester,Transport og lagring,53,532,5320,53200,162199.0,6587384.0,2025-11-05 03:14:43,162198.9500000002,6587383.91,9.06533405261508,59.28980035832513
31345,9,Underenhet til næringsdrivende og offentlig forvaltning,916435886,,,994298372.0,M. Bergmanes Car's Care,Telemark,Telemark,4018.0,4018,Nome,NOME,,0-1,0.0,0.0,2014-01-01,,,5,Andre post- og budtjenester,Transport og lagring,53,532,5320,53200,162199.0,6587384.0,2025-11-05 03:14:43,162198.9500000002,6587383.91,9.06533405261508,59.28980035832513
31347,9,Underenhet til næringsdrivende og offentlig forvaltning,916435932,,,994319582.0,Anders Hefre,Telemark,Telemark,4020.0,4020,Midt-Telemark,MIDT-TELEMARK,,0-1,0.0,0.0,2014-01-01,,,9,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,902,9020,90201,169459.0,6597887.0,2025-11-05 03:14:43,169458.8200000003,6597886.99,9.1760158150698,59.3893680783456
31347,9,Underenhet til næringsdrivende og offentlig forvaltning,916435932,,,994319582.0,Anders Hefre,Telemark,Telemark,4020.0,4020,Midt-Telemark,MIDT-TELEMARK,,0-1,0.0,0.0,2014-01-01,,,9,Utøvende kunstnerisk virksomhet og underholdningsvirksomhet innenfor musikk,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,902,9020,90201,169459.0,6597887.0,2025-11-05 03:14:43,169458.8200000003,6597886.99,9.1760158150698,59.3893680783456
31457,9,Underenhet til næringsdrivende og offentlig forvaltning,916439490,,,995659727.0,Sarah Nordal Musikk,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2014-01-01,,,8,Annen undervisning innenfor kultur,Undervisning,85,855,8552,85529,195145.0,6568539.0,2025-11-05 03:14:43,195145.3899999997,6568539.210000001,9.667497204280115,59.14633816714551
31457,9,Underenhet til næringsdrivende og offentlig forvaltning,916439490,,,995659727.0,Sarah Nordal Musikk,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2014-01-01,,,8,Annen undervisning innenfor kultur,Undervisning,85,855,8552,85529,195145.0,6568539.0,2025-11-05 03:14:43,195145.3899999997,6568539.210000001,9.667497204280115,59.14633816714551
31489,9,Underenhet til næringsdrivende og offentlig forvaltning,916440618,,,995984989.0,Iversen Illustrasjon,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2014-01-01,,,9,Skapende kunstnerisk virksomhet innenfor visuell kunst,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,901,9012,90120,198110.0,6553035.0,2025-11-05 03:14:43,198110.25,6553034.630000001,9.74041657574479,59.00980170699814
31489,9,Underenhet til næringsdrivende og offentlig forvaltning,916440618,,,995984989.0,Iversen Illustrasjon,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2014-01-01,,,9,Skapende kunstnerisk virksomhet innenfor visuell kunst,"Kulturell virksomhet, idrett og fritidsaktiviteter",90,901,9012,90120,198110.0,6553035.0,2025-11-05 03:14:43,198110.25,6553034.630000001,9.74041657574479,59.00980170699814
31645,9,Underenhet til næringsdrivende og offentlig forvaltning,916445261,,,997232933.0,Terje Melaas,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2014-01-01,,,8,Andre tjenester tilknyttet undervisning ikke nevnt annet sted,Undervisning,85,856,8569,85699,193898.0,6572004.0,2025-11-05 03:14:43,193897.9299999997,6572004.08,9.64092996580092,59.17642260707636
31645,9,Underenhet til næringsdrivende og offentlig forvaltning,916445261,,,997232933.0,Terje Melaas,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2014-01-01,,,8,Andre tjenester tilknyttet undervisning ikke nevnt annet sted,Undervisning,85,856,8569,85699,193898.0,6572004.0,2025-11-05 03:14:43,193897.9299999997,6572004.08,9.64092996580092,59.17642260707636
111078,1,Forening/lag/innretning,916451075,,,,Industri Energi Avdeling 273,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2016-10-27,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i arbeidstakerorganisasjoner,Annen tjenesteyting,94,942,9420,94200,190438.0,6562723.0,2025-11-05 03:14:43,190437.79000000004,6562723.26,9.593793779654812,59.09094220010433
111078,1,Forening/lag/innretning,916451075,,,,Industri Energi Avdeling 273,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2016-10-27,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i arbeidstakerorganisasjoner,Annen tjenesteyting,94,942,9420,94200,190438.0,6562723.0,2025-11-05 03:14:43,190437.79000000004,6562723.26,9.593793779654812,59.09094220010433
29738,9,Underenhet til næringsdrivende og offentlig forvaltning,916460759,,,916449879.0,HIS 4 AS,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2015-12-15,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,196072.0,6561319.0,2025-11-05 03:14:43,196072.26999999955,6561319.210000001,9.69364599670806,59.08244068685399
29738,9,Underenhet til næringsdrivende og offentlig forvaltning,916460759,,,916449879.0,HIS 4 AS,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2015-12-15,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,196072.0,6561319.0,2025-11-05 03:14:43,196072.26999999955,6561319.210000001,9.69364599670806,59.08244068685399
31780,3,Enkeltpersonforetak,916461070,,,,Turpadlerne Aaltvedt Kajakk,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2015-12-17,Personlig næringsdrivende,Privat sektor,8,Annen undervisning ellers,Undervisning,85,855,8559,85597,191588.0,6578596.0,2025-11-05 03:14:43,191587.83000000007,6578595.69,9.591356114557083,59.23368431397935
31780,3,Enkeltpersonforetak,916461070,,,,Turpadlerne Aaltvedt Kajakk,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2015-12-17,Personlig næringsdrivende,Privat sektor,8,Annen undervisning ellers,Undervisning,85,855,8559,85597,191588.0,6578596.0,2025-11-05 03:14:43,191587.83000000007,6578595.69,9.591356114557083,59.23368431397935
31780,3,Enkeltpersonforetak,916461070,,,,Turpadlerne Aaltvedt Kajakk,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2015-12-17,Personlig næringsdrivende,Privat sektor,8,Annen undervisning ellers,Undervisning,85,855,8559,85597,191588.0,6578596.0,2025-11-05 03:14:43,191587.83000000007,6578595.69,9.591356114557083,59.23368431397935
31808,1,Forening/lag/innretning,916462573,,,,Øvre Vinje Pensjonistlag,Telemark,Telemark,4036.0,4036,Vinje,VINJE,,0-1,0.0,0.0,1975-04-17,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,83261.0,6645907.0,2025-11-05 03:14:43,83261.4299999997,6645907.23,7.576249306107269,59.740735499971
31808,1,Forening/lag/innretning,916462573,,,,Øvre Vinje Pensjonistlag,Telemark,Telemark,4036.0,4036,Vinje,VINJE,,0-1,0.0,0.0,1975-04-17,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,83261.0,6645907.0,2025-11-05 03:14:43,83261.4299999997,6645907.23,7.576249306107269,59.740735499971
31837,9,Underenhet til næringsdrivende og offentlig forvaltning,916463995,,,916375956.0,Stabbenuten AS,Telemark,Telemark,4022.0,4022,Seljord,SELJORD,,0-1,0.0,0.0,2015-12-03,,,4,Grunnarbeid,Bygge- og anleggsvirksomhet,43,431,4312,43120,126168.0,6623832.0,2025-11-05 03:14:43,126168.3099999996,6623831.5,8.373401926495186,59.58465943193358
31837,9,Underenhet til næringsdrivende og offentlig forvaltning,916463995,,,916375956.0,Stabbenuten AS,Telemark,Telemark,4022.0,4022,Seljord,SELJORD,,0-1,0.0,0.0,2015-12-03,,,4,Grunnarbeid,Bygge- og anleggsvirksomhet,43,431,4312,43120,126168.0,6623832.0,2025-11-05 03:14:43,126168.3099999996,6623831.5,8.373401926495186,59.58465943193358
34978,1,Aksjeselskap,916476450,994284479.0,Gurholt Eiendom AS,,Fjellbryggeriet AS,Telemark,Telemark,4024.0,4024,Hjartdal,HJARTDAL,,0-1,158.0,-176.0,2015-12-11,Private aksjeselskaper mv.,Privat sektor,1,Produksjon av øl,Industri,11,110,1105,11050,149434.0,6645019.0,2025-11-05 03:14:43,149433.8099999996,6645019.029999999,8.747599231766454,59.793944439692645
34978,1,Aksjeselskap,916476450,994284479.0,Gurholt Eiendom AS,,Fjellbryggeriet AS,Telemark,Telemark,4024.0,4024,Hjartdal,HJARTDAL,,0-1,158.0,-176.0,2015-12-11,Private aksjeselskaper mv.,Privat sektor,1,Produksjon av øl,Industri,11,110,1105,11050,149434.0,6645019.0,2025-11-05 03:14:43,149433.8099999996,6645019.029999999,8.747599231766454,59.793944439692645
34978,1,Aksjeselskap,916476450,994284479.0,Gurholt Eiendom AS,,Fjellbryggeriet AS,Telemark,Telemark,4024.0,4024,Hjartdal,HJARTDAL,,0-1,158.0,-176.0,2015-12-11,Private aksjeselskaper mv.,Privat sektor,1,Produksjon av øl,Industri,11,110,1105,11050,149434.0,6645019.0,2025-11-05 03:14:43,149433.8099999996,6645019.029999999,8.747599231766454,59.793944439692645
32239,1,Aksjeselskap,916478534,937891245.0,Skagerrak Sparebank,,Ruber Eiendom AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,241.0,108.0,2015-11-25,Private aksjeselskaper mv.,Privat sektor,6,Eiendomsforvaltning på oppdrag,Eiendomsvirksomhet,68,683,6832,68320,195785.0,6557154.0,2025-11-05 03:14:43,195785.3099999996,6557153.58,9.694425188742343,59.044986973233726
32239,1,Aksjeselskap,916478534,937891245.0,Skagerrak Sparebank,,Ruber Eiendom AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,241.0,108.0,2015-11-25,Private aksjeselskaper mv.,Privat sektor,6,Eiendomsforvaltning på oppdrag,Eiendomsvirksomhet,68,683,6832,68320,195785.0,6557154.0,2025-11-05 03:14:43,195785.3099999996,6557153.58,9.694425188742343,59.044986973233726
32281,9,Underenhet til næringsdrivende og offentlig forvaltning,916478976,,,916478534.0,Ruber Eiendom AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2015-11-25,,,6,Eiendomsforvaltning på oppdrag,Eiendomsvirksomhet,68,683,6832,68320,195785.0,6557154.0,2025-11-05 03:14:43,195785.3099999996,6557153.58,9.694425188742343,59.044986973233726
32281,9,Underenhet til næringsdrivende og offentlig forvaltning,916478976,,,916478534.0,Ruber Eiendom AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2015-11-25,,,6,Eiendomsforvaltning på oppdrag,Eiendomsvirksomhet,68,683,6832,68320,195785.0,6557154.0,2025-11-05 03:14:43,195785.3099999996,6557153.58,9.694425188742343,59.044986973233726
32281,9,Underenhet til næringsdrivende og offentlig forvaltning,916478976,,,916478534.0,Ruber Eiendom AS,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2015-11-25,,,6,Eiendomsforvaltning på oppdrag,Eiendomsvirksomhet,68,683,6832,68320,195785.0,6557154.0,2025-11-05 03:14:43,195785.3099999996,6557153.58,9.694425188742343,59.044986973233726
127717,1,Forening/lag/innretning,916480407,,,,Skien Musikkråd,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,1994-02-10,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,191833.0,6576439.0,2025-11-05 03:14:43,191833.4500000002,6576439.42,9.598697484019226,59.21458493797433
127717,1,Forening/lag/innretning,916480407,,,,Skien Musikkråd,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,1994-02-10,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,191833.0,6576439.0,2025-11-05 03:14:43,191833.4500000002,6576439.42,9.598697484019226,59.21458493797433
32406,1,Aksjeselskap,916481586,989024752.0,Jaheka Holding AS,,Rådyrveien AS,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,561.0,181.0,2015-10-09,Private aksjeselskaper mv.,Privat sektor,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,176685.0,6538891.0,2025-11-05 03:14:43,176685.29000000004,6538891.460000001,9.389771468404213,58.86774544712364
32406,1,Aksjeselskap,916481586,989024752.0,Jaheka Holding AS,,Rådyrveien AS,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,561.0,181.0,2015-10-09,Private aksjeselskaper mv.,Privat sektor,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,176685.0,6538891.0,2025-11-05 03:14:43,176685.29000000004,6538891.460000001,9.389771468404213,58.86774544712364
32495,9,Underenhet til næringsdrivende og offentlig forvaltning,916483651,,,916481586.0,Rådyrveien AS,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,0.0,0.0,2015-10-09,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,176685.0,6538891.0,2025-11-05 03:14:43,176685.29000000004,6538891.460000001,9.389771468404213,58.86774544712364
32495,9,Underenhet til næringsdrivende og offentlig forvaltning,916483651,,,916481586.0,Rådyrveien AS,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,0.0,0.0,2015-10-09,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,176685.0,6538891.0,2025-11-05 03:14:43,176685.29000000004,6538891.460000001,9.389771468404213,58.86774544712364
32495,9,Underenhet til næringsdrivende og offentlig forvaltning,916483651,,,916481586.0,Rådyrveien AS,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,0.0,0.0,2015-10-09,,,6,Utleie av egen eller leid fast eiendom,Eiendomsvirksomhet,68,682,6820,68200,176685.0,6538891.0,2025-11-05 03:14:43,176685.29000000004,6538891.460000001,9.389771468404213,58.86774544712364
35827,1,Eierseksjonssameie,916484453,,,,Sameiet Kirkebakken 55 og 55 A-D,Telemark,Telemark,4018.0,4018,Nome,NOME,,0-1,0.0,0.0,2013-02-04,,,0,,,0,0,0,0,173776.0,6585202.0,2025-11-05 03:14:43,173776.3700000001,6585201.720000001,9.270820456806002,59.27938749372956
35827,1,Eierseksjonssameie,916484453,,,,Sameiet Kirkebakken 55 og 55 A-D,Telemark,Telemark,4018.0,4018,Nome,NOME,,0-1,0.0,0.0,2013-02-04,,,0,,,0,0,0,0,173776.0,6585202.0,2025-11-05 03:14:43,173776.3700000001,6585201.720000001,9.270820456806002,59.27938749372956
32530,1,Enkeltpersonforetak,916485808,,,,Anja Kristin Salte Hjelseth,Telemark,Telemark,4018.0,4018,Nome,NOME,,0-1,0.0,0.0,2015-12-23,Personlig næringsdrivende,Privat sektor,1,"Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster","Jordbruk, skogbruk og fiske",11,111,1110,1110,180288.0,6580662.0,2025-11-05 03:14:43,180288.33999999985,6580661.789999999,9.391235248701362,59.24378221286882
32530,1,Enkeltpersonforetak,916485808,,,,Anja Kristin Salte Hjelseth,Telemark,Telemark,4018.0,4018,Nome,NOME,,0-1,0.0,0.0,2015-12-23,Personlig næringsdrivende,Privat sektor,1,"Dyrking av korn, unntatt ris, belgvekster og oljeholdige vekster","Jordbruk, skogbruk og fiske",11,111,1110,1110,180288.0,6580662.0,2025-11-05 03:14:43,180288.33999999985,6580661.789999999,9.391235248701362,59.24378221286882
39676,1,Eierseksjonssameie,916490976,,,,Sameiet Storgata 97,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,1994-05-10,,,0,,,0,0,0,0,193875.0,6567783.0,2025-11-05 03:14:43,193875.0,6567783.3100000005,9.646445931481267,59.13866737884211
39676,1,Eierseksjonssameie,916490976,,,,Sameiet Storgata 97,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,1994-05-10,,,0,,,0,0,0,0,193875.0,6567783.0,2025-11-05 03:14:43,193875.0,6567783.3100000005,9.646445931481267,59.13866737884211
32735,1,Aksjeselskap,916491190,,,,Auestadmeland Holding AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2015-12-15,Private aksjeselskaper mv.,Privat sektor,8,Tannlegetjenester,Helse- og sosialtjenester,86,862,8623,86230,193416.0,6574369.0,2025-11-05 03:14:43,193415.71,6574368.609999999,9.629204877771498,59.197216189288845
32735,1,Aksjeselskap,916491190,,,,Auestadmeland Holding AS,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2015-12-15,Private aksjeselskaper mv.,Privat sektor,8,Tannlegetjenester,Helse- og sosialtjenester,86,862,8623,86230,193416.0,6574369.0,2025-11-05 03:14:43,193415.71,6574368.609999999,9.629204877771498,59.197216189288845
32740,1,Enkeltpersonforetak,916491468,,,,Enger's Hundeklipp,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2015-12-29,Personlig næringsdrivende,Privat sektor,9,Andre personlige tjenester ikke nevnt annet sted,Annen tjenesteyting,96,969,9699,96990,196838.0,6554342.0,2025-11-05 03:14:43,196837.91999999995,6554342.359999999,9.716561067487351,59.02059624542856
32740,1,Enkeltpersonforetak,916491468,,,,Enger's Hundeklipp,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2015-12-29,Personlig næringsdrivende,Privat sektor,9,Andre personlige tjenester ikke nevnt annet sted,Annen tjenesteyting,96,969,9699,96990,196838.0,6554342.0,2025-11-05 03:14:43,196837.91999999995,6554342.359999999,9.716561067487351,59.02059624542856
32740,1,Enkeltpersonforetak,916491468,,,,Enger's Hundeklipp,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2015-12-29,Personlig næringsdrivende,Privat sektor,9,Andre personlige tjenester ikke nevnt annet sted,Annen tjenesteyting,96,969,9699,96990,196838.0,6554342.0,2025-11-05 03:14:43,196837.91999999995,6554342.359999999,9.716561067487351,59.02059624542856
32841,3,Enkeltpersonforetak,916493630,,,,Mathias Olaf Thorvaldsen,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2015-12-30,Personlig næringsdrivende,Privat sektor,8,Allmennlegetjenester,Helse- og sosialtjenester,86,862,8621,86210,194781.0,6568227.0,2025-11-05 03:14:43,194780.51999999955,6568227.34,9.66158236841778,59.14328801030366
32841,3,Enkeltpersonforetak,916493630,,,,Mathias Olaf Thorvaldsen,Telemark,Telemark,4001.0,4001,Porsgrunn,PORSGRUNN,,0-1,0.0,0.0,2015-12-30,Personlig næringsdrivende,Privat sektor,8,Allmennlegetjenester,Helse- og sosialtjenester,86,862,8621,86210,194781.0,6568227.0,2025-11-05 03:14:43,194780.51999999955,6568227.34,9.66158236841778,59.14328801030366
32858,1,Forening/lag/innretning,916494173,,,,"Grunneierlaget, E134 Meheia Heddalsåsen",Telemark,Telemark,4005.0,4005,Notodden,NOTODDEN,,0-1,0.0,0.0,2015-09-24,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,170376.0,6621746.0,2025-11-05 03:14:43,170376.49000000022,6621746.34,9.1552330725052,59.60323538208113
32858,1,Forening/lag/innretning,916494173,,,,"Grunneierlaget, E134 Meheia Heddalsåsen",Telemark,Telemark,4005.0,4005,Notodden,NOTODDEN,,0-1,0.0,0.0,2015-09-24,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,170376.0,6621746.0,2025-11-05 03:14:43,170376.49000000022,6621746.34,9.1552330725052,59.60323538208113
32858,1,Forening/lag/innretning,916494173,,,,"Grunneierlaget, E134 Meheia Heddalsåsen",Telemark,Telemark,4005.0,4005,Notodden,NOTODDEN,,0-1,0.0,0.0,2015-09-24,Ideelle organisasjoner,Privat sektor,9,Aktiviteter i andre medlemsorganisasjoner ellers,Annen tjenesteyting,94,949,9499,94992,170376.0,6621746.0,2025-11-05 03:14:43,170376.49000000022,6621746.34,9.1552330725052,59.60323538208113
32875,1,Enkeltpersonforetak,916494769,,,,Tannlege Ommer Ahmed,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2015-12-30,Personlig næringsdrivende,Privat sektor,8,Tannlegetjenester,Helse- og sosialtjenester,86,862,8623,86230,191553.0,6574277.0,2025-11-05 03:14:43,191553.46,6574276.94,9.596878900711552,59.19504803832877
32875,1,Enkeltpersonforetak,916494769,,,,Tannlege Ommer Ahmed,Telemark,Telemark,4003.0,4003,Skien,SKIEN,,0-1,0.0,0.0,2015-12-30,Personlig næringsdrivende,Privat sektor,8,Tannlegetjenester,Helse- og sosialtjenester,86,862,8623,86230,191553.0,6574277.0,2025-11-05 03:14:43,191553.46,6574276.94,9.596878900711552,59.19504803832877
32887,3,Enkeltpersonforetak,916495471,,,,Kløcker Feltanalyse,Telemark,Telemark,4020.0,4020,Midt-Telemark,MIDT-TELEMARK,,0-1,0.0,0.0,2015-12-30,Personlig næringsdrivende,Privat sektor,7,Teknisk prøving og analyse,"Faglig, vitenskapelig og teknisk tjenesteyting",71,712,7120,71200,161746.0,6600864.0,2025-11-05 03:14:43,161745.71999999974,6600864.42,9.036270414341857,59.4098422790614
32887,3,Enkeltpersonforetak,916495471,,,,Kløcker Feltanalyse,Telemark,Telemark,4020.0,4020,Midt-Telemark,MIDT-TELEMARK,,0-1,0.0,0.0,2015-12-30,Personlig næringsdrivende,Privat sektor,7,Teknisk prøving og analyse,"Faglig, vitenskapelig og teknisk tjenesteyting",71,712,7120,71200,161746.0,6600864.0,2025-11-05 03:14:43,161745.71999999974,6600864.42,9.036270414341857,59.4098422790614
32887,3,Enkeltpersonforetak,916495471,,,,Kløcker Feltanalyse,Telemark,Telemark,4020.0,4020,Midt-Telemark,MIDT-TELEMARK,,0-1,0.0,0.0,2015-12-30,Personlig næringsdrivende,Privat sektor,7,Teknisk prøving og analyse,"Faglig, vitenskapelig og teknisk tjenesteyting",71,712,7120,71200,161746.0,6600864.0,2025-11-05 03:14:43,161745.71999999974,6600864.42,9.036270414341857,59.4098422790614
35832,1,Aksjeselskap,916502869,,,,Christoffersen AS,Telemark,Telemark,4026.0,4026,Tinn,TINN,,0-1,153.0,35.0,2015-11-21,Private aksjeselskaper mv.,Privat sektor,7,Byggeteknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7112,71121,156558.0,6666193.0,2025-11-05 03:14:43,156558.26999999955,6666193.08,8.838775888251524,59.9889434095741
35832,1,Aksjeselskap,916502869,,,,Christoffersen AS,Telemark,Telemark,4026.0,4026,Tinn,TINN,,0-1,153.0,35.0,2015-11-21,Private aksjeselskaper mv.,Privat sektor,7,Byggeteknisk konsulentvirksomhet,"Faglig, vitenskapelig og teknisk tjenesteyting",71,711,7112,71121,156558.0,6666193.0,2025-11-05 03:14:43,156558.26999999955,6666193.08,8.838775888251524,59.9889434095741
33361,9,Underenhet til næringsdrivende og offentlig forvaltning,916506155,,,916491468.0,Angelita's Hundeklipp,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2015-12-01,,,9,Andre personlige tjenester ikke nevnt annet sted,Annen tjenesteyting,96,969,9699,96990,196838.0,6554342.0,2025-11-05 03:14:43,196837.91999999995,6554342.359999999,9.716561067487351,59.02059624542856
33361,9,Underenhet til næringsdrivende og offentlig forvaltning,916506155,,,916491468.0,Angelita's Hundeklipp,Telemark,Telemark,4012.0,4012,Bamble,BAMBLE,,0-1,0.0,0.0,2015-12-01,,,9,Andre personlige tjenester ikke nevnt annet sted,Annen tjenesteyting,96,969,9699,96990,196838.0,6554342.0,2025-11-05 03:14:43,196837.91999999995,6554342.359999999,9.716561067487351,59.02059624542856
33366,1,Enkeltpersonforetak,916506317,,,,Lutro Maskin,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,0.0,0.0,2016-01-05,Personlig næringsdrivende,Privat sektor,3,Reparasjon og vedlikehold av maskiner,Industri,33,331,3312,33120,178233.0,6539561.0,2025-11-05 03:14:43,178232.99000000022,6539561.109999999,9.415512675515124,58.87489128489718
33366,1,Enkeltpersonforetak,916506317,,,,Lutro Maskin,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,0.0,0.0,2016-01-05,Personlig næringsdrivende,Privat sektor,3,Reparasjon og vedlikehold av maskiner,Industri,33,331,3312,33120,178233.0,6539561.0,2025-11-05 03:14:43,178232.99000000022,6539561.109999999,9.415512675515124,58.87489128489718
33366,1,Enkeltpersonforetak,916506317,,,,Lutro Maskin,Telemark,Telemark,4014.0,4014,Kragerø,KRAGERØ,,0-1,0.0,0.0,2016-01-05,Personlig næringsdrivende,Privat sektor,3,Reparasjon og vedlikehold av maskiner,Industri,33,331,3312,33120,178233.0,6539561.0,2025-11-05 03:14:43,178232.99000000022,6539561.109999999,9.415512675515124,58.87489128489718
