firfirmaid;stfstatusfirmaid;orfkode;firorgnr;firorgnrknytning;firfirmanavn1;firfirmanavn2;firpopnavn1;firpopnavn2;firgatenavn;firjuridisknavn;firgatenr;firgateoppgang;firgatepnr;gatepoststed;firpostboksadr;firpostboksnr;firpostboksnavn;firpostbokspnr;postbokspoststed;dmadresse;dmpostnr;dmpoststed;firtlfnr;firmobilnr;firfaxnr;firkommnr;firemail;firemailtype;firurl;firantansatt;firoms;firdriftres;koordinat_y;koordinat_x;koordinat_kvalitet;fyllandsdel;fylfylkenavn;knrkommnavn;bydbydelnr;bydbydelnavn;grunnkretsnr;grunnkretsnavn;konsernopporgnr;konsernoppnavn;konserntopporgnr;konserntoppnavn;etablertdato;selskapetsalder;tlklandkode;tlklandnavn;tlkverdensdelnr;tlkverdensdelnavn;nakkode1;naktittel1;nakkode2;naktittel2;nakkode3;naktittel3;nakkode4;naktittel4;nakkode5;naktittel5;nakkode6;naktittel6;nakkode7;naktittel7;nakkode8;naktittel8;nakkode9;naktittel9;nakkode10;naktittel10;kjedekode1;kjedetittel1;kjedekode2;kjedetittel2;kjedekode3;kjedetittel3;kjedekode4;kjedetittel4;kjedekode5;kjedetittel5;kjedekode6;kjedetittel6;kjedekode7;kjedetittel7;kjedekode8;kjedetittel8;kjedekode9;kjedetittel9;kjedekode10;kjedetittel10;firregtype;ansatt_kd;sektorkode;status_po;oms_kd;revi_orgnr;revi_navn;revi_rolle;revi_adresse;revi_postnr;revi_poststed;revi_land;crc;load_date;nakkategori2;nakkategori1;nakkategori3;nakkategori4;nakkategori5;firgateadresse;dl_navn;id_matrikkelen;regnskapsaar;adresseid;geo_x;geo_y;nakgruppekode1;nakgruppetekst1;nakgruppekode2;nakgruppetekst2;nakgruppekode3;nakgruppetekst3;nakgruppekode4;nakgruppetekst4;nakgruppekode5;nakgruppetekst5;nakgruppekode6;nakgruppetekst6;nakgruppekode7;nakgruppetekst7;nakgruppekode8;nakgruppetekst8;nakgruppekode9;nakgruppetekst9;nakgruppekode10;nakgruppetekst10;hovedgruppe;hovedgruppe_navn;grunnkrets_id;kommune_id;kommunenavn;fylke_id;fylkesnavn
16163151;1;ENK;921471955;;Storåslid;;;;DALSVEGEN;STORÅSLID;1135.0;;3890.0;Vinje;;;;;;Dalsvegen 1135;3890;Vinje;;90249991.0;;4036;toranders123@gmail.com;B;;;0.0;0.0;102309.0;6616577.0;10.0;Østlandet;Telemark;VINJE;;;40360101.0;Nesland nedre;;;;;28.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;43120.0;Grunnarbeid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;43304D9426112BF0;05.11.2025 03:14:43;43;4;431;4312;43120;Dalsvegen 1135, 3890 Vinje;Tor Anders Seltveit Storåslid;373779060,000000000000000;;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40360101.0;4036.0;Vinje;40.0;Telemark
16163358;1;AS;921474830;;Vestviken Holding AS;;;;TYRIBAKKEN;VESTVIKEN HOLDING AS;5.0;;3941.0;Porsgrunn;;;;;;Tyribakken 5;3941;Porsgrunn;;;;4001;;;;;0.0;0.0;195799.0;6561701.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010314.0;Lundeåsen;;;;;19.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;42210.0;Bygging av vann- og kloakkanlegg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;CDEFCD53655E4424;05.11.2025 03:14:43;42;4;422;4221;42210;Tyribakken 5, 3941 Porsgrunn;Inge Lauritsen;41213303,000000000000000;2018.0;;0,000000000000000;0,000000000000000;F;Bygge- og anleggsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40010314.0;4001.0;Porsgrunn;40.0;Telemark
16163503;9;BEDR;921476663;921389655.0;TS Motor AS;;;;Vinbekkvegen;TS MOTOR AS;52.0;;3804.0;Bø i telemark;;;;;;Vinbekkvegen 52;3804;Bø i telemark;;;;4020;tommy@tsmotor.no;B;;;0.0;0.0;164645.0;6602898.0;10.0;Østlandet;Telemark;MIDT-TELEMARK;;;40200109.0;Valen;;;;;02.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;47810.0;Detaljhandel med motorvogner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;ED7D61CBE65FBBA7;05.11.2025 03:14:43;47;4;478;4781;47810;Vinbekkvegen 52, 3804 Bø i telemark;;68614604,000000000000000;;;0,000000000000000;0,000000000000000;G;Varehandel;;;;;;;;;;;;;;;;;;;7;Annen detaljhandel;40200109.0;4020.0;Midt-Telemark;40.0;Telemark
16163813;1;ENK;921476671;;Igor Vidic;;;;GAUTES VEG;IGOR VIDIC;46.0;;3731.0;Skien;;;;;;Gautes Veg 46;3731;Skien;;;;4003;;;;;0.0;0.0;188223.0;6574838.0;10.0;Østlandet;Telemark;SKIEN;;;40031102.0;Åfoss;;;;;01.10.2018 00:00:00;7.0;NO;Norway;1.0;Europa;62100.0;Dataprogrammeringstjenester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;F8EA02CC58D26991;05.11.2025 03:14:43;62;6;621;6210;62100;Gautes Veg 46, 3731 Skien;Igor Vidic;41755734,000000000000000;;;0,000000000000000;0,000000000000000;K;Telekommunikasjon, dataprogrammering, konsulentvirksomhet, datainfrastruktur og andre tjenester tilk;;;;;;;;;;;;;;;;;;;0;;40031102.0;4003.0;Skien;40.0;Telemark
16163539;3;ENK;921477163;;Schages Vedlikehold;;;;Måneliveien;SCHAGES VEDLIKEHOLD;69.0;;3790.0;Helle;;;;;;Måneliveien 69;3790;Helle;;97988864.0;;4014;;B;;;0.0;0.0;175393.0;6541724.0;10.0;Østlandet;Telemark;KRAGERØ;;;40140204.0;Aarø;;;;;28.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;81100.0;Kombinerte tjenester tilknyttet eiendomsdrift;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;2F4C92C42235998F;05.11.2025 03:14:43;81;8;811;8110;81100;Måneliveien 69, 3790 Helle;Lars Arild Schage;81900407,000000000000000;;;0,000000000000000;0,000000000000000;O;Forretningsmessig tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40140204.0;4014.0;Kragerø;40.0;Telemark
16163540;1;AS;921477171;;Kristoffer Holding AS;;;;BØLEVEGEN;KRISTOFFER HOLDING AS;131.0;;3713.0;Skien;;;;;;Bølevegen 131;3713;Skien;;;;4003;;;;;10.0;6.0;193368.0;6572727.0;10.0;Østlandet;Telemark;SKIEN;;;40031808.0;Bøle;;;;;18.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;64323.0;Andre egeninvesteringsselskaper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Øvrige finansielle foretak unntatt forsikring;Privat sektor;0-0,9;;;;;;;;53D99F58FB70C42C;05.11.2025 03:14:43;64;6;643;6432;64323;Bølevegen 131, 3713 Skien;Kristoffer Skavlid;41751195,000000000000000;2021.0;;0,000000000000000;0,000000000000000;L;Finansiell tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40031808.0;4003.0;Skien;40.0;Telemark
16163555;3;ENK;921477368;;Liv Lofthus;;;;Furuskogen;LIV LOFTHUS;15.0;;3718.0;Skien;;;;;;Furuskogen 15;3718;Skien;;91883951.0;;4003;;B;;;0.0;0.0;190614.0;6575420.0;10.0;Østlandet;Telemark;SKIEN;;;40031404.0;Strømdalåsen;;;;;28.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;85510.0;Undervisning innenfor idrett og rekreasjon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;D73706442E810D3E;05.11.2025 03:14:43;85;8;855;8551;85510;Furuskogen 15, 3718 Skien;Liv Gardsjord Lofthus;41755224,000000000000000;;;0,000000000000000;0,000000000000000;Q;Undervisning;;;;;;;;;;;;;;;;;;;0;;40031404.0;4003.0;Skien;40.0;Telemark
16163599;1;ENK;921477937;;Galleri Grette;;;;OSCAR NISSENS GATE;GALLERI GRETTE;6.0;;3674.0;Notodden;;;;;;Hydros Gate 13;3674;Notodden;;91321066.0;;4005;;B;;;0.0;0.0;175758.0;6616268.0;10.0;Østlandet;Telemark;NOTODDEN;;;40050501.0;Sentrum sør;;;;;28.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;47690.0;Detaljhandel med kulturvarer ikke nevnt annet sted;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;32D40765D5B888A8;05.11.2025 03:14:43;47;4;476;4769;47690;Oscar Nissens Gate 6, 3674 Notodden;Martine Grette;81088112,000000000000000;;;0,000000000000000;0,000000000000000;G;Varehandel;;;;;;;;;;;;;;;;;;;0;;40050501.0;4005.0;Notodden;40.0;Telemark
16163938;1;ENK;921480342;;Elin Skålid;;;;Skålivegen;ELIN SKÅLID;131.0;;3870.0;Fyresdal;;;;;;Skålivegen 131;3870;Fyresdal;;90586354.0;;4032;;B;;;0.0;0.0;97123.0;6594991.0;10.0;Østlandet;Telemark;FYRESDAL;;;40320109.0;Veum-Fjellgardane;;;;;01.10.2018 00:00:00;5.0;NO;Norway;1.0;Europa;1420.0;Oppdrett av annet storfe til kjøttproduksjon og sædproduksjon;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;52B5B77238E891B3;05.11.2025 03:14:43;14;1;142;1420;1420;Skålivegen 131, 3870 Fyresdal;Elin Skålid;135603695,000000000000000;;;0,000000000000000;0,000000000000000;A;Jordbruk, skogbruk og fiske;;;;;;;;;;;;;;;;;;;0;;40320109.0;4032.0;Fyresdal;40.0;Telemark
16177704;1;FLI;921483074;;Inkluderingsdagen;;;;KJELLESTADBAKKEN;INKLUDERINGSDAGEN;51.0;;3960.0;Stathelle;;;;;;Kjellestadbakken 51;3960;Stathelle;;;;4012;;B;;;0.0;0.0;196247.0;6556179.0;10.0;Østlandet;Telemark;BAMBLE;;;40120304.0;Eikstrand;;;;;07.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;94992.0;Aktiviteter i andre medlemsorganisasjoner ellers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0-1;Ideelle organisasjoner;Privat sektor;0-0,9;;;;;;;;4EF8139517C77F11;05.11.2025 03:14:43;94;9;949;9499;94992;Kjellestadbakken 51, 3960 Stathelle;;44217777,000000000000000;;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40120304.0;4012.0;Bamble;40.0;Telemark
16164168;1;AS;921483597;;Gulsetveien 80 AS;;;;CAMILLA COLLETTS VEG;GULSETVEIEN 80 AS;10.0;;3715.0;Skien;;;;;;Camilla Colletts Veg 10;3715;Skien;;;;4003;;;;;1333.0;921.0;192940.0;6575575.0;10.0;Østlandet;Telemark;SKIEN;;;40030305.0;Brekkejordet;930006963.0;GRI Capital AS;930006963.0;GRI Capital AS;12.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;1000-4999;;;;;;;;B0AEFC8235DBD3B6;05.11.2025 03:14:43;68;6;682;6820;68200;Camilla Colletts Veg 10, 3715 Skien;;41751339,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40030305.0;4003.0;Skien;40.0;Telemark
16164179;1;AS;921483732;;Prestegårdsgata AS;;;;HESSELBERGS GATE;PRESTEGÅRDSGATA AS;4.0;;3717.0;Skien;Postboks;156.0;;3701.0;Skien;Postboks 156;3701;Skien;;;;4003;firmapost@skien.bbl.no;A;;;62.0;2.0;192242.0;6575808.0;10.0;Østlandet;Telemark;SKIEN;;;40030107.0;Kverndalen;930943134.0;Skien Sbbl Eiendom AS;947173219.0;Grenland Boligbyggelag;12.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;21DDBCA6DD3B7D68;05.11.2025 03:14:43;68;6;682;6820;68200;Hesselbergs Gate 4, 3717 Skien;;41758394,000000000000000;2021.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40030107.0;4003.0;Skien;40.0;Telemark
16164211;9;BEDR;921484119;821393272.0;Kiropraktor Kittilsen;;;;Rørvikveien;KIROPRAKTOR KITTILSEN;18.0;;3770.0;Kragerø;;;;;;Rørvikveien 18;3770;Kragerø;;;;4014;;B;;;0.0;0.0;176841.0;6538538.0;10.0;Østlandet;Telemark;KRAGERØ;;;40140402.0;Rørvik;;;;;10.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;86960.0;Aktiviteter innenfor tradisjonell, komplementær og alternativ medisin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;D00EC69D62F95717;05.11.2025 03:14:43;86;8;869;8696;86960;Rørvikveien 18, 3770 Kragerø;;403324640,000000000000000;;;0,000000000000000;0,000000000000000;R;Helse- og sosialtjenester;;;;;;;;;;;;;;;;;;;0;;40140402.0;4014.0;Kragerø;40.0;Telemark
16164440;3;ENK;921484429;;Lene Nevisdal;;;;Nordagutuvegen;LENE NEVISDAL;423.0;;3820.0;Nordagutu;;;;;;Nordagutuvegen 423;3820;Nordagutu;;46803430.0;;4020;;B;;;0.0;0.0;177015.0;6598723.0;10.0;Østlandet;Telemark;MIDT-TELEMARK;;;40200306.0;Moen;;;;;02.10.2018 00:00:00;5.0;NO;Norway;1.0;Europa;59200.0;Produksjon og utgivelse av musikk- og lydopptak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;0-1;Personlig næringsdrivende;Privat sektor;0-0,9;;;;;;;;F2B804C206A8B450;05.11.2025 03:14:43;59;5;592;5920;59200;Nordagutuvegen 423, 3820 Nordagutu;Lene Nevisdal;205640984,000000000000000;;;0,000000000000000;0,000000000000000;J;Utgivelse, kringkasting, innholdsproduksjon og distribusjonsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40200306.0;4020.0;Midt-Telemark;40.0;Telemark
16164539;1;AS;921486472;;Vestbøstad Eiendom AS;;;;ØVREGATE;VESTBØSTAD EIENDOM AS;94.0;;3714.0;Skien;;;;;;Øvregate 94;3714;Skien;;;;4003;;;;;0.0;0.0;192962.0;6574678.0;10.0;Østlandet;Telemark;SKIEN;;;40030306.0;Follestad;;;;;31.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;BF0FFB957E354B79;05.11.2025 03:14:43;68;6;682;6820;68200;Øvregate 94, 3714 Skien;Sigfred Vestbøstad;41778202,000000000000000;2018.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40030306.0;4003.0;Skien;40.0;Telemark
16164663;1;AS;921488149;;Storgata 101 AS;;;;STORGATA;STORGATA 101 AS;112.0;;3921.0;Porsgrunn;;;;;;Storgata 112;3921;Porsgrunn;;;;4001;;;;;2128.0;1386.0;194043.0;6567807.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;915381715.0;Schanke Eiendom AS;140465332.0;;29.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;1000-4999;;;;;;;;3F234BE59E530418;05.11.2025 03:14:43;68;6;682;6820;68200;Storgata 112, 3921 Porsgrunn;;41211444,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16164667;1;AS;921488203;;Storgt 148 AS;;;;STORGATA;STORGT 148 AS;112.0;;3921.0;Porsgrunn;;;;;;Storgata 112;3921;Porsgrunn;;;;4001;;;;;1023.0;-164.0;194043.0;6567807.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;915381715.0;Schanke Eiendom AS;140465332.0;;29.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;1000-4999;;;;;;;;3F234BE59D341A3E;05.11.2025 03:14:43;68;6;682;6820;68200;Storgata 112, 3921 Porsgrunn;;41211444,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16164671;1;AS;921488262;;Beha-Kvartalet Eiendom AS;;;;STORGATA;BEHA-KVARTALET EIENDOM AS;112.0;;3921.0;Porsgrunn;;;;;;Storgata 112;3921;Porsgrunn;;;;4001;;;;;13602.0;10506.0;194043.0;6567807.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;915381715.0;Schanke Eiendom AS;140465332.0;;29.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;10000-24999;915638384.0;EVJEN REVISJON AS                                                        ;REVI  ;Stangsgate 13                                                            ;3916.0;PORSGRUNN                            ;NO   ;3F234BE5E75E73F7;05.11.2025 03:14:43;68;6;682;6820;68200;Storgata 112, 3921 Porsgrunn;;41211444,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16164672;1;AS;921488270;;Lundedalen Næringspark AS;;;;NENSETVEGEN;LUNDEDALEN NÆRINGSPARK AS;39.0;;3736.0;Skien;;;;;;Nensetvegen 39;3736;Skien;;;;4003;;;;;11640.0;7445.0;193358.0;6570614.0;10.0;Østlandet;Telemark;SKIEN;;;40030705.0;Sandaker;823000022.0;Heistad Utvikling AS;925094226.0;Cace AS;29.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;10000-24999;917835810.0;INSIGNIS AS                                                              ;REVI  ;Sandakerveien 138                                                        ;484.0;OSLO                                 ;NO   ;5206FECFEA6AFBFC;05.11.2025 03:14:43;68;6;682;6820;68200;Nensetvegen 39, 3736 Skien;;41784544,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40030705.0;4003.0;Skien;40.0;Telemark
16164676;1;AS;921488319;;Storgata 112 AS;;;;STORGATA;STORGATA 112 AS;112.0;;3921.0;Porsgrunn;;;;;;Storgata 112;3921;Porsgrunn;;;;4001;;;;;1874.0;1101.0;194043.0;6567807.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010811.0;Porsgrunn sentrum øst;915381715.0;Schanke Eiendom AS;140465332.0;;29.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;1000-4999;;;;;;;;3F234BE5E6DC8698;05.11.2025 03:14:43;68;6;682;6820;68200;Storgata 112, 3921 Porsgrunn;;41211444,000000000000000;2024.0;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40010811.0;4001.0;Porsgrunn;40.0;Telemark
16164909;9;BEDR;921491158;921402457.0;Tannlege Jon Torstein Høye Svendsen;;;;Drangedalsvegen;TANNLEGE JON TORSTEIN HØYE SVENDSEN;2.0;;3920.0;Porsgrunn;;;;;;Drangedalsvegen 2;3920;Porsgrunn;48054458.0;;;4001;;B;;;0.0;0.0;193515.0;6568117.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40011106.0;Sentrum sør;;;;;15.08.2018 00:00:00;5.0;NO;Norway;1.0;Europa;86230.0;Tannlegetjenester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;0698AA62D44D725A;05.11.2025 03:14:43;86;8;862;8623;86230;Drangedalsvegen 2, 3920 Porsgrunn;;41198904,000000000000000;;;0,000000000000000;0,000000000000000;R;Helse- og sosialtjenester;;;;;;;;;;;;;;;;;;;8;Annen virksomhet;40011106.0;4001.0;Porsgrunn;40.0;Telemark
16169386;1;AS;921493746;;Jaka International AS;;;;KROKENVEIEN;JAKA INTERNATIONAL AS;197.0;;3766.0;Sannidal;;;;;;Krokenveien 197;3766;Sannidal;;;;4014;;;;;0.0;0.0;168667.0;6543332.0;10.0;Østlandet;Telemark;KRAGERØ;;;40140102.0;Mo;;;;;03.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;46330.0;Engroshandel med meierivarer, egg, matolje og -fett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;981497023.0;AGDER-TEAM REVISJON AS                                                   ;REVI  ;Teknologiveien 9                                                         ;4846.0;ARENDAL                              ;NO   ;87ECE41084A65898;05.11.2025 03:14:43;46;4;463;4633;46330;Krokenveien 197, 3766 Sannidal;Jan Berend Kamps;81913163,000000000000000;;;0,000000000000000;0,000000000000000;G;Varehandel;;;;;;;;;;;;;;;;;;;0;;40140102.0;4014.0;Kragerø;40.0;Telemark
16176691;1;AS;921495986;;Seven Stones Nordic;;;;OSCARS GATE;SEVEN STONES NORDIC;2.0;B;3725.0;Skien;;;;;;Oscars Gate 2 B;3725;Skien;;90176794.0;;4003;;;;;73.0;-10.0;192053.0;6575303.0;10.0;Østlandet;Telemark;SKIEN;;;40030102.0;Hjellen;;;;;03.09.2018 00:00:00;6.0;NO;Norway;1.0;Europa;70200.0;Bedriftsrådgivning og annen administrativ rådgivning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;B274CA39BFF74B1D;05.11.2025 03:14:43;70;7;702;7020;70200;Oscars Gate 2B, 3725 Skien;Petter Hennum;41779877,000000000000000;2021.0;;0,000000000000000;0,000000000000000;N;Faglig, vitenskapelig og teknisk tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40030102.0;4003.0;Skien;40.0;Telemark
16167525;1;AS;921496419;;Lindvall Turbo & Tuning AS;;;;BRØNNLØKKAVEGEN;LINDVALL TURBO & TUNING AS;19.0;;3941.0;Porsgrunn;;;;;;Brønnløkkavegen 19;3941;Porsgrunn;;;;4001;;;;;323.0;99.0;195747.0;6560343.0;10.0;Østlandet;Telemark;PORSGRUNN;;;40010320.0;Heistad;;;;;15.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;95310.0;Reparasjon og vedlikehold av motorvogner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;Private aksjeselskaper mv.;Privat sektor;0-0,9;;;;;;;;9BC1426FF83C4153;05.11.2025 03:14:43;95;9;953;9531;95310;Brønnløkkavegen 19, 3941 Porsgrunn;;41198356,000000000000000;2024.0;;0,000000000000000;0,000000000000000;T;Annen tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40010320.0;4001.0;Porsgrunn;40.0;Telemark
16169172;9;BEDR;921501188;921417608.0;Tannlege Emil Kalve Aarstad;;;;Nedre Hjellegate;TANNLEGE EMIL KALVE AARSTAD;2.0;;3724.0;Skien;;;;;;Rødbergbakken 12;3267;Larvik;;;;4003;;B;;;0.0;0.0;192227.0;6575540.0;10.0;Østlandet;Telemark;SKIEN;;;40030104.0;Mølla;;;;;10.09.2018 00:00:00;5.0;NO;Norway;1.0;Europa;86230.0;Tannlegetjenester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;3C1E23E384455AEA;05.11.2025 03:14:43;86;8;862;8623;86230;Nedre Hjellegate 2, 3724 Skien;;41758687,000000000000000;;;0,000000000000000;0,000000000000000;R;Helse- og sosialtjenester;;;;;;;;;;;;;;;;;;;8;Annen virksomhet;40030104.0;4003.0;Skien;40.0;Telemark
16176255;9;BEDR;921501692;921418825.0;Hennum Custom AS;;;;OSCARS GATE;HENNUM CUSTOM AS;2.0;B;3725.0;Skien;;;;;;Oscars Gate 2 B;3725;Skien;;;;4003;;;;;0.0;0.0;192053.0;6575303.0;10.0;Østlandet;Telemark;SKIEN;;;40030102.0;Hjellen;;;;;30.08.2018 00:00:00;6.0;NO;Norway;1.0;Europa;74110.0;Industri-, produkt- og motedesignvirksomhet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;B274CA3986E5E61A;05.11.2025 03:14:43;74;7;741;7411;74110;Oscars Gate 2B, 3725 Skien;;41779877,000000000000000;;;0,000000000000000;0,000000000000000;N;Faglig, vitenskapelig og teknisk tjenesteyting;;;;;;;;;;;;;;;;;;;0;;40030102.0;4003.0;Skien;40.0;Telemark
16171250;9;BEDR;921503245;821421322.0;Laila Heimdal Elseth;;;;Skjelbredvegen;LAILA HEIMDAL ELSETH;354.0;;3739.0;Skien;;;;;;Skjelbredvegen 354;3739;Skien;47408951.0;;;4003;;B;;;0.0;0.0;186534.0;6570353.0;10.0;Østlandet;Telemark;SKIEN;;;40030903.0;Findal;;;;;01.05.2018 00:00:00;5.0;NO;Norway;1.0;Europa;68200.0;Utleie av egen eller leid fast eiendom;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0-1;;;0-0,9;;;;;;;;8EE382931A5A6EE8;05.11.2025 03:14:43;68;6;682;6820;68200;Skjelbredvegen 354, 3739 Skien;;41771215,000000000000000;;;0,000000000000000;0,000000000000000;M;Eiendomsvirksomhet;;;;;;;;;;;;;;;;;;;0;;40030903.0;4003.0;Skien;40.0;Telemark
