Geografi,År,Kjønn,Alder,Dødsårsaker,Måltall,value
Skien,2018,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2018,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2018,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2018,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2018,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2018,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2018,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2018,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2018,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2019,menn,alle aldre,Lungekreft,"per 100.000, standardisert",37.0556158250607
Skien,2019,menn,alle aldre,KOLS,"per 100.000, standardisert",60.5272910848192
Skien,2019,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",97.2739893996573
Skien,2019,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2019,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2019,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",39.3681678331042
Skien,2019,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2019,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2019,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2019,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2019,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2019,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2019,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2019,menn,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2019,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",779.097626988007
Skien,2019,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",38.4202104179809
Skien,2019,kvinner,alle aldre,KOLS,"per 100.000, standardisert",42.0530702086245
Skien,2019,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",80.4744866200881
Skien,2019,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2019,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2019,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",24.6730172764417
Skien,2019,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2019,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2019,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2019,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2019,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2019,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2019,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2019,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2019,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2020,menn,alle aldre,Lungekreft,"per 100.000, standardisert",57.7091463812233
Skien,2020,menn,alle aldre,KOLS,"per 100.000, standardisert",40.6573549041506
Skien,2020,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",98.4955394838886
Skien,2020,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2020,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2020,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",35.4659734443824
Skien,2020,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2020,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2020,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2020,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2020,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2020,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2020,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2020,menn,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2020,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",850.418274951485
Skien,2020,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",37.5651731099077
Skien,2020,kvinner,alle aldre,KOLS,"per 100.000, standardisert",27.3704353497836
Skien,2020,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",64.9482201678799
Skien,2020,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2020,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2020,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",17.6535518664707
Skien,2020,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2020,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2020,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2020,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2020,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2020,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2020,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2020,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2020,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2021,menn,alle aldre,Lungekreft,"per 100.000, standardisert",42.0358062030844
Skien,2021,menn,alle aldre,KOLS,"per 100.000, standardisert",:
Skien,2021,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2021,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2021,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2021,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",35.6488208227068
Skien,2021,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2021,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2021,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2021,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2021,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2021,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2021,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2021,menn,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2021,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2021,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",53.3348720535286
Skien,2021,kvinner,alle aldre,KOLS,"per 100.000, standardisert",:
Skien,2021,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2021,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2021,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2021,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",53.4641897638984
Skien,2021,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2021,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2021,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2021,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2021,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2021,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2021,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2021,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2021,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2022,menn,alle aldre,Lungekreft,"per 100.000, standardisert",40.8300119292694
Skien,2022,menn,alle aldre,KOLS,"per 100.000, standardisert",:
Skien,2022,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2022,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2022,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2022,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",32.1840743339472
Skien,2022,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2022,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2022,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2022,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2022,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2022,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2022,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2022,menn,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2022,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2022,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",48.9351490023002
Skien,2022,kvinner,alle aldre,KOLS,"per 100.000, standardisert",:
Skien,2022,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2022,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2022,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2022,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",32.206539317069
Skien,2022,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2022,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2022,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2022,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2022,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2022,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2022,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2022,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2022,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2023,menn,alle aldre,Lungekreft,"per 100.000, standardisert",49.641992554857
Skien,2023,menn,alle aldre,KOLS,"per 100.000, standardisert",50.3469692961385
Skien,2023,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",99.9374973411853
Skien,2023,menn,0-74 år,Lungekreft,"per 100.000, standardisert",21.3635235377264
Skien,2023,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2023,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",39.0711272580357
Skien,2023,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2023,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2023,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2023,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2023,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,menn,75+ år,KOLS,"per 100.000, standardisert",432.293844408453
Skien,2023,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",814.112642865475
Skien,2023,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",31.9654483822297
Skien,2023,kvinner,alle aldre,KOLS,"per 100.000, standardisert",57.8709502111052
Skien,2023,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",89.7756449687348
Skien,2023,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Skien,2023,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",38.8923067809035
Skien,2023,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Skien,2023,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Skien,2023,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Skien,2023,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,menn,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,menn,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2015,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",132.187612568163
Notodden,2015,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2015,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2015,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2015,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,menn,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2015,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,kvinner,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2015,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2015,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2015,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2015,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2015,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2015,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2015,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,menn,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,menn,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2016,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",246.534712242589
Notodden,2016,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2016,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2016,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2016,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,menn,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2016,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,kvinner,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2016,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2016,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2016,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2016,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2016,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2016,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2016,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2017,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",114.203899797021
Notodden,2017,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2017,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2017,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2017,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2017,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2017,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2017,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2017,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2017,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2018,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2018,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2018,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2018,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2018,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,kvinner,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2018,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2018,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2018,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2018,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2018,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2018,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2018,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,menn,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,menn,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2019,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",108.102981555334
Notodden,2019,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2019,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,menn,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2019,menn,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,menn,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,menn,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2019,menn,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,menn,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,menn,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2019,menn,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,kvinner,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,kvinner,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2019,kvinner,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,kvinner,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,kvinner,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2019,kvinner,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,kvinner,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,kvinner,0-44 år,KOLS,"per 100.000, standardisert",:
Notodden,2019,kvinner,0-44 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,kvinner,45-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,kvinner,45-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2019,kvinner,45-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2019,kvinner,75+ år,Lungekreft,"per 100.000, standardisert",:
Notodden,2019,kvinner,75+ år,KOLS,"per 100.000, standardisert",:
Notodden,2019,kvinner,75+ år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2020,menn,alle aldre,Lungekreft,"per 100.000, standardisert",:
Notodden,2020,menn,alle aldre,KOLS,"per 100.000, standardisert",:
Notodden,2020,menn,alle aldre,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2020,menn,0-74 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2020,menn,0-74 år,KOLS,"per 100.000, standardisert",:
Notodden,2020,menn,0-74 år,KOLS og lungekreft (røykerelaterte dødsfall),"per 100.000, standardisert",:
Notodden,2020,menn,0-44 år,Lungekreft,"per 100.000, standardisert",:
Notodden,2020,menn,0-44 år,KOLS,"per 100.000, standardisert",:
