Geografi,År,Kjønn,Alder,Krefttyper,Måltall,value
Hele landet,2013-2022,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",455.896001399668
Hele landet,2013-2022,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",53.1112411528225
Hele landet,2013-2022,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",42.1495716007993
Hele landet,2013-2022,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",51.0473477999504
Hele landet,2013-2022,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",33.5570989628119
Hele landet,2013-2022,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",59.450544053268
Hele landet,2013-2022,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",74.6983931329979
Hele landet,2013-2022,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.43834434887758
Hele landet,2013-2022,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.785109700127649
Hele landet,2013-2022,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",9.43254192344052
Hele landet,2013-2022,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",8.56881073025161
Hele landet,2013-2022,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",12.1855479651261
Hele landet,2013-2022,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1064.85705787346
Hele landet,2013-2022,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",129.285183864228
Hele landet,2013-2022,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",108.341442308504
Hele landet,2013-2022,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",117.482561461793
Hele landet,2013-2022,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",73.4423209590632
Hele landet,2013-2022,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",134.970805571855
Hele landet,2013-2022,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2978.14981892826
Hele landet,2013-2022,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",484.809380121045
Hele landet,2013-2022,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",325.501005135156
Hele landet,2013-2022,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",567.792428997107
Hele landet,2013-2022,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",164.646422905096
Hele landet,2013-2022,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",184.74896180626
Hele landet,2013-2022,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",693.818677300336
Hele landet,2013-2022,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",89.287183231419
Hele landet,2013-2022,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",66.171659698181
Hele landet,2013-2022,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",96.2317352420505
Hele landet,2013-2022,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",44.47197927046
Hele landet,2013-2022,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",0.930595630813239
Hele landet,2013-2022,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",199.473110743112
Hele landet,2013-2022,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",475.910235801213
Hele landet,2013-2022,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",57.438260949208
Hele landet,2013-2022,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",42.0558354385775
Hele landet,2013-2022,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",52.0026220710612
Hele landet,2013-2022,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",32.6499405488376
Hele landet,2013-2022,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",0.560737930616163
Hele landet,2013-2022,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",148.348892860516
Hele landet,2013-2022,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",57.906587260552
Hele landet,2013-2022,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.06485764956565
Hele landet,2013-2022,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.64448772633414
Hele landet,2013-2022,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",7.08103729969032
Hele landet,2013-2022,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",6.24242680605879
Hele landet,2013-2022,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Hele landet,2013-2022,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",0.500045951556768
Hele landet,2013-2022,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1153.91462818565
Hele landet,2013-2022,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",142.409405935685
Hele landet,2013-2022,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",109.366971197068
Hele landet,2013-2022,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",124.837025295545
Hele landet,2013-2022,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",75.4598888488652
Hele landet,2013-2022,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",1.59913639102381
Hele landet,2013-2022,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",388.212688932336
Hele landet,2013-2022,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3782.08599154337
Hele landet,2013-2022,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",541.311420604813
Hele landet,2013-2022,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",407.889286021749
Hele landet,2013-2022,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",722.85159425277
Hele landet,2013-2022,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",211.911341485691
Hele landet,2013-2022,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",6.37485580411054
Hele landet,2013-2022,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2013-2022,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",924.714228286801
Hele landet,2013-2022,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",609.407377907517
Hele landet,2013-2022,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",83.9385882469943
Hele landet,2013-2022,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",62.1842183847188
Hele landet,2013-2022,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",86.1101537971321
Hele landet,2013-2022,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",43.018369116411
Hele landet,2013-2022,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",138.54989884781
Hele landet,2013-2022,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.506071785215
Hele landet,2013-2022,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",435.055961368693
Hele landet,2013-2022,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",48.6012653725844
Hele landet,2013-2022,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",42.2483370533941
Hele landet,2013-2022,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",50.0522514518583
Hele landet,2013-2022,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",34.5019666267294
Hele landet,2013-2022,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",120.879912786404
Hele landet,2013-2022,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.5755349761844
Hele landet,2013-2022,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",92.4111958233975
Hele landet,2013-2022,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.83241004889428
Hele landet,2013-2022,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.936065870370316
Hele landet,2013-2022,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",11.914144804214
Hele landet,2013-2022,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",11.0250643512122
Hele landet,2013-2022,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",25.1762811245452
Hele landet,2013-2022,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",11.2010946612035
Hele landet,2013-2022,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",973.827310980861
Hele landet,2013-2022,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",115.864585527318
Hele landet,2013-2022,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",107.295751665798
Hele landet,2013-2022,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",109.96518608623
Hele landet,2013-2022,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",71.3788527808859
Hele landet,2013-2022,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",271.379392324115
Hele landet,2013-2022,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",17.3052892222115
Hele landet,2013-2022,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2013-2022,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2379.31735550481
Hele landet,2013-2022,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",442.819141981682
Hele landet,2013-2022,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",264.30633703158
Hele landet,2013-2022,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",452.165440479334
Hele landet,2013-2022,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",129.389772405979
Hele landet,2013-2022,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",317.89211190345
Hele landet,2013-2022,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",12.8117589435867
Hele landet,2013-2022,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",652.344646686784
Hele landet,2014-2023,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",86.2340392920454
Hele landet,2014-2023,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",63.4517150478838
Hele landet,2014-2023,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",94.2706909137329
Hele landet,2014-2023,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",45.1969196326473
Hele landet,2014-2023,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",69.8840307987551
Hele landet,2014-2023,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",454.993556314604
Hele landet,2014-2023,kjønn samlet,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",53.0418958828199
Hele landet,2014-2023,kjønn samlet,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",41.3455175695168
Hele landet,2014-2023,kjønn samlet,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",52.3675684043167
Hele landet,2014-2023,kjønn samlet,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",34.5083696090174
Hele landet,2014-2023,kjønn samlet,0-74 år,Brystkreft (C50),"per 100 000, standardisert",59.9816031504361
Hele landet,2014-2023,kjønn samlet,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",74.964216813705
Hele landet,2014-2023,kjønn samlet,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.51824284733368
Hele landet,2014-2023,kjønn samlet,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.763150871819558
Hele landet,2014-2023,kjønn samlet,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",9.36807142070531
Hele landet,2014-2023,kjønn samlet,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",8.53914902836374
Hele landet,2014-2023,kjønn samlet,0-44 år,Brystkreft (C50),"per 100 000, standardisert",12.4151895330225
Hele landet,2014-2023,kjønn samlet,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1062.07710174285
Hele landet,2014-2023,kjønn samlet,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",128.967422630434
Hele landet,2014-2023,kjønn samlet,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",106.28179997037
Hele landet,2014-2023,kjønn samlet,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",121.042405428346
Hele landet,2014-2023,kjønn samlet,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",75.982988268899
Hele landet,2014-2023,kjønn samlet,45-74 år,Brystkreft (C50),"per 100 000, standardisert",135.974504288839
Hele landet,2014-2023,kjønn samlet,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2995.6752476124
Hele landet,2014-2023,kjønn samlet,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",480.453301327101
Hele landet,2014-2023,kjønn samlet,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",325.860405538324
Hele landet,2014-2023,kjønn samlet,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",591.780968854154
Hele landet,2014-2023,kjønn samlet,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",172.077420833666
Hele landet,2014-2023,kjønn samlet,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",187.470218052011
Hele landet,2014-2023,kjønn samlet,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,kjønn samlet,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,menn,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",690.645287156351
Hele landet,2014-2023,menn,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",88.742252207203
Hele landet,2014-2023,menn,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",64.8480111143312
Hele landet,2014-2023,menn,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",99.4603848098011
Hele landet,2014-2023,menn,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",46.1266046374259
Hele landet,2014-2023,menn,alle aldre,Brystkreft (C50),"per 100 000, standardisert",0.904754401989743
Hele landet,2014-2023,menn,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,menn,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",196.02825116647
Hele landet,2014-2023,menn,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",472.509042892391
Hele landet,2014-2023,menn,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",57.292792570088
Hele landet,2014-2023,menn,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",41.0825116448479
Hele landet,2014-2023,menn,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",53.3538181723398
Hele landet,2014-2023,menn,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",33.7682482732909
Hele landet,2014-2023,menn,0-74 år,Brystkreft (C50),"per 100 000, standardisert",0.537198661409437
Hele landet,2014-2023,menn,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,menn,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",145.799270343391
Hele landet,2014-2023,menn,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",57.6454988403314
Hele landet,2014-2023,menn,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.11580124230942
Hele landet,2014-2023,menn,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.605270596897062
Hele landet,2014-2023,menn,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",7.22187088069617
Hele landet,2014-2023,menn,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",6.41474520848726
Hele landet,2014-2023,menn,0-44 år,Brystkreft (C50),"per 100 000, standardisert",:
Hele landet,2014-2023,menn,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,menn,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",0.501045107750678
Hele landet,2014-2023,menn,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",1145.41837099357
Hele landet,2014-2023,menn,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",141.935090818227
Hele landet,2014-2023,menn,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",106.880178175226
Hele landet,2014-2023,menn,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",128.162290394493
Hele landet,2014-2023,menn,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",78.1205051301515
Hele landet,2014-2023,menn,45-74 år,Brystkreft (C50),"per 100 000, standardisert",1.51552559210614
Hele landet,2014-2023,menn,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,menn,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",381.516604524068
Hele landet,2014-2023,menn,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",3783.61522262224
Hele landet,2014-2023,menn,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",534.855113737992
Hele landet,2014-2023,menn,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",401.784307027743
Hele landet,2014-2023,menn,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",753.113756038095
Hele landet,2014-2023,menn,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",221.310933589948
Hele landet,2014-2023,menn,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",6.31800868765326
Hele landet,2014-2023,menn,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Hele landet,2014-2023,menn,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",908.467094196923
Hele landet,2014-2023,kvinner,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",613.462987728933
Hele landet,2014-2023,kvinner,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",83.6891861509318
Hele landet,2014-2023,kvinner,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",62.0375972510132
Hele landet,2014-2023,kvinner,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",89.0026433960461
Hele landet,2014-2023,kvinner,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",44.252857967178
Hele landet,2014-2023,kvinner,alle aldre,Brystkreft (C50),"per 100 000, standardisert",139.992672708269
Hele landet,2014-2023,kvinner,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.4909080643898
Hele landet,2014-2023,kvinner,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kvinner,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",436.739548984451
Hele landet,2014-2023,kvinner,0-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",48.6109251090966
Hele landet,2014-2023,kvinner,0-74 år,Lungekreft (C33-34),"per 100 000, standardisert",41.619855025882
Hele landet,2014-2023,kvinner,0-74 år,Hudkreft (C43-44),"per 100 000, standardisert",51.3398645765283
Hele landet,2014-2023,kvinner,0-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",35.2798954806063
Hele landet,2014-2023,kvinner,0-74 år,Brystkreft (C50),"per 100 000, standardisert",121.998827932171
Hele landet,2014-2023,kvinner,0-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",13.58516948448
Hele landet,2014-2023,kvinner,0-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kvinner,0-44 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",93.234040644379
Hele landet,2014-2023,kvinner,0-44 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",5.94299175927759
Hele landet,2014-2023,kvinner,0-44 år,Lungekreft (C33-34),"per 100 000, standardisert",0.933789253303164
Hele landet,2014-2023,kvinner,0-44 år,Hudkreft (C43-44),"per 100 000, standardisert",11.6316197774553
Hele landet,2014-2023,kvinner,0-44 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",10.7791115699847
Hele landet,2014-2023,kvinner,0-44 år,Brystkreft (C50),"per 100 000, standardisert",25.6464736097146
Hele landet,2014-2023,kvinner,0-44 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",11.1899050317022
Hele landet,2014-2023,kvinner,0-44 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kvinner,45-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",976.855939465586
Hele landet,2014-2023,kvinner,45-74 år,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",115.706203292351
Hele landet,2014-2023,kvinner,45-74 år,Lungekreft (C33-34),"per 100 000, standardisert",105.670548365801
Hele landet,2014-2023,kvinner,45-74 år,Hudkreft (C43-44),"per 100 000, standardisert",113.761865838107
Hele landet,2014-2023,kvinner,45-74 år,Føflekkreft (malignt melanom),"per 100 000, standardisert",73.7970433681216
Hele landet,2014-2023,kvinner,45-74 år,Brystkreft (C50),"per 100 000, standardisert",273.506368926145
Hele landet,2014-2023,kvinner,45-74 år,"Livmorhalskreft, kvinner","per 100 000, standardisert",17.3489261220814
Hele landet,2014-2023,kvinner,45-74 år,Prostatakreft (C61),"per 100 000, standardisert",:
Hele landet,2014-2023,kvinner,75 år og eldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",2407.86754697255
Hele landet,2014-2023,kvinner,75 år og eldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",439.914689420146
Hele landet,2014-2023,kvinner,75 år og eldre,Lungekreft (C33-34),"per 100 000, standardisert",269.266479595914
Hele landet,2014-2023,kvinner,75 år og eldre,Hudkreft (C43-44),"per 100 000, standardisert",471.413420933406
Hele landet,2014-2023,kvinner,75 år og eldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",135.338107578574
Hele landet,2014-2023,kvinner,75 år og eldre,Brystkreft (C50),"per 100 000, standardisert",322.690358318515
Hele landet,2014-2023,kvinner,75 år og eldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",12.5347075698504
Hele landet,2014-2023,kvinner,75 år og eldre,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,alle aldre,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",640.980776499402
Telemark,2009-2018,kjønn samlet,alle aldre,Tykk- og endetarmskreft (C18-20),"per 100 000, standardisert",76.0363187538904
Telemark,2009-2018,kjønn samlet,alle aldre,Lungekreft (C33-34),"per 100 000, standardisert",62.14432297053
Telemark,2009-2018,kjønn samlet,alle aldre,Hudkreft (C43-44),"per 100 000, standardisert",92.7973426814836
Telemark,2009-2018,kjønn samlet,alle aldre,Føflekkreft (malignt melanom),"per 100 000, standardisert",42.5333628331858
Telemark,2009-2018,kjønn samlet,alle aldre,Brystkreft (C50),"per 100 000, standardisert",63.1100973490572
Telemark,2009-2018,kjønn samlet,alle aldre,"Livmorhalskreft, kvinner","per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,alle aldre,Prostatakreft (C61),"per 100 000, standardisert",:
Telemark,2009-2018,kjønn samlet,0-74 år,"Totalt alle krefttyper (C00-96, D32-33, D45-47)","per 100 000, standardisert",460.021918810597
