Geografi,År,Kjønn,Alder,Sykdomsgruppe,Måltall,value
Telemark,2019,kvinner,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",273.962194067003
Telemark,2019,kvinner,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",233.150642774262
Telemark,2019,kvinner,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",86.7184500141076
Telemark,2019,kvinner,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",477.588739907048
Telemark,2019,kvinner,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",357.394793282034
Telemark,2019,kvinner,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",259.077378043445
Telemark,2019,kvinner,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",511.067231474966
Telemark,2019,kvinner,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",347.20664333984
Telemark,2019,kvinner,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",326.057972810467
Telemark,2020,kjønn samlet,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",312.644634410489
Telemark,2020,kjønn samlet,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",248.2371501919
Telemark,2020,kjønn samlet,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",134.603611928591
Telemark,2020,kjønn samlet,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",242.224274730756
Telemark,2020,kjønn samlet,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",203.868089734064
Telemark,2020,kjønn samlet,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",78.5003287015783
Telemark,2020,kjønn samlet,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",420.977840912416
Telemark,2020,kjønn samlet,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",317.410093233432
Telemark,2020,kjønn samlet,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",220.934582936645
Telemark,2020,kjønn samlet,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",438.828084601141
Telemark,2020,kjønn samlet,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",306.967069039514
Telemark,2020,kjønn samlet,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",248.946063562607
Telemark,2020,menn,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",282.381680980111
Telemark,2020,menn,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",220.600209878672
Telemark,2020,menn,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",119.957715346771
Telemark,2020,menn,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",223.344935006393
Telemark,2020,menn,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",185.401907881363
Telemark,2020,menn,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",72.5435393262206
Telemark,2020,menn,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",373.725949087471
Telemark,2020,menn,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",275.775073761631
Telemark,2020,menn,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",193.475426170854
Telemark,2020,menn,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",380.779911714004
Telemark,2020,menn,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",273.21914022282
Telemark,2020,menn,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",194.259086478614
Telemark,2020,kvinner,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",344.091633580622
Telemark,2020,kvinner,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",276.942103298751
Telemark,2020,kvinner,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",149.850925231085
Telemark,2020,kvinner,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",262.105027824636
Telemark,2020,kvinner,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",223.320700800512
Telemark,2020,kvinner,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",84.7638711684071
Telemark,2020,kvinner,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",469.233722930521
Telemark,2020,kvinner,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",359.890936914753
Telemark,2020,kvinner,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",249.018954809775
Telemark,2020,kvinner,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",492.827037727958
Telemark,2020,kvinner,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",338.409710291249
Telemark,2020,kvinner,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",299.781174676033
Telemark,2021,kjønn samlet,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",322.25700355357
Telemark,2021,kjønn samlet,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",260.475258551273
Telemark,2021,kjønn samlet,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",134.463183092193
Telemark,2021,kjønn samlet,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",256.856329256581
Telemark,2021,kjønn samlet,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",218.398651026235
Telemark,2021,kjønn samlet,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",81.0050712823057
Telemark,2021,kjønn samlet,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",424.990201594841
Telemark,2021,kjønn samlet,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",327.473360139352
Telemark,2021,kjønn samlet,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",217.547193180423
Telemark,2021,kjønn samlet,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",431.977492842399
Telemark,2021,kjønn samlet,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",308.26732191366
Telemark,2021,kjønn samlet,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",245.7728567704
Telemark,2021,menn,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",293.330126718421
Telemark,2021,menn,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",233.171493777475
Telemark,2021,menn,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",120.494885893327
Telemark,2021,menn,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",239.658962532033
Telemark,2021,menn,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",201.437162570452
Telemark,2021,menn,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",74.8542132445832
Telemark,2021,menn,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",378.411460364471
Telemark,2021,menn,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",284.449512875609
Telemark,2021,menn,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",191.856008965179
Telemark,2021,menn,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",367.694753236527
Telemark,2021,menn,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",269.361366738649
Telemark,2021,menn,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",189.793145551702
Telemark,2021,kvinner,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",352.347221663354
Telemark,2021,kvinner,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",288.85358708035
Telemark,2021,kvinner,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",149.022174179627
Telemark,2021,kvinner,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",274.946248459888
Telemark,2021,kvinner,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",236.242553621811
Telemark,2021,kvinner,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",87.4782052125131
Telemark,2021,kvinner,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",472.591819889025
Telemark,2021,kvinner,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",371.373866047165
Telemark,2021,kvinner,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",243.864658044997
Telemark,2021,kvinner,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",491.701407130192
Telemark,2021,kvinner,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",344.405874598114
Telemark,2021,kvinner,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",297.77226371051
Telemark,2022,kjønn samlet,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",316.479746605389
Telemark,2022,kjønn samlet,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",260.099161769678
Telemark,2022,kjønn samlet,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",126.388302578157
Telemark,2022,kjønn samlet,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",249.612064730789
Telemark,2022,kjønn samlet,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",216.053297931102
Telemark,2022,kjønn samlet,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",73.4036269461074
Telemark,2022,kjønn samlet,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",420.616477175547
Telemark,2022,kjønn samlet,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",329.48850902891
Telemark,2022,kjønn samlet,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",207.82199753791
Telemark,2022,kjønn samlet,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",433.3269928778
Telemark,2022,kjønn samlet,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",316.376475441284
Telemark,2022,kjønn samlet,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",247.451975590534
Telemark,2022,menn,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",288.571764059262
Telemark,2022,menn,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",234.878119071071
Telemark,2022,menn,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",112.790356927966
Telemark,2022,menn,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",235.492094610976
Telemark,2022,menn,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",202.075417115388
Telemark,2022,menn,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",68.8759111200427
Telemark,2022,menn,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",372.607866145455
Telemark,2022,menn,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",287.579319562978
Telemark,2022,menn,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",181.091057222945
Telemark,2022,menn,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",370.557422636274
Telemark,2022,menn,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",275.79440407652
Telemark,2022,menn,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",191.705301351229
Telemark,2022,kvinner,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",345.521528568298
Telemark,2022,kvinner,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",286.342529866369
Telemark,2022,kvinner,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",140.549457474436
Telemark,2022,kvinner,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",264.444085287697
Telemark,2022,kvinner,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",230.731981037336
Telemark,2022,kvinner,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",78.1655015239224
Telemark,2022,kvinner,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",469.640215979687
Telemark,2022,kvinner,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",372.276405331019
Telemark,2022,kvinner,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",235.147694462284
Telemark,2022,kvinner,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",491.629602389288
Telemark,2022,kvinner,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",354.075078695949
Telemark,2022,kvinner,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",299.246531836181
Telemark,2023,kjønn samlet,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",319.516015490325
Telemark,2023,kjønn samlet,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",265.958794406037
Telemark,2023,kjønn samlet,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",124.723623978258
Telemark,2023,kjønn samlet,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",252.680663729307
Telemark,2023,kjønn samlet,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",219.864525856273
Telemark,2023,kjønn samlet,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",73.1879958798025
Telemark,2023,kjønn samlet,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",423.75263580961
Telemark,2023,kjønn samlet,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",338.183602396629
Telemark,2023,kjønn samlet,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",204.151148668533
Telemark,2023,kjønn samlet,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",442.866381576669
Telemark,2023,kjønn samlet,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",331.874723117486
Telemark,2023,kjønn samlet,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",242.658401172216
Telemark,2023,menn,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",292.897662091394
Telemark,2023,menn,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",242.441252983723
Telemark,2023,menn,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",112.123111904452
Telemark,2023,menn,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",238.897694075925
Telemark,2023,menn,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",206.561162749431
Telemark,2023,menn,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",69.1752707676421
Telemark,2023,menn,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",378.300446128018
Telemark,2023,menn,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",299.403361963161
Telemark,2023,menn,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",179.126373944521
Telemark,2023,menn,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",376.857167918327
Telemark,2023,menn,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",288.943601948382
Telemark,2023,menn,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",181.733969256059
Telemark,2023,kvinner,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",347.259086632618
Telemark,2023,kvinner,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",290.483286311622
Telemark,2023,kvinner,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",137.876547292891
Telemark,2023,kvinner,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",267.163206944988
Telemark,2023,kvinner,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",233.83583592217
Telemark,2023,kvinner,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",77.4103544253224
Telemark,2023,kvinner,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",470.253691842989
Telemark,2023,kvinner,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",377.888684766466
Telemark,2023,kvinner,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",229.781961503777
Telemark,2023,kvinner,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",504.160899404749
Telemark,2023,kvinner,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",371.751825093538
Telemark,2023,kvinner,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",299.207130565807
Telemark,2024,kjønn samlet,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",322.808752691574
Telemark,2024,kjønn samlet,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",272.797430782149
Telemark,2024,kjønn samlet,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",122.278648060506
Telemark,2024,kjønn samlet,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",255.400380533676
Telemark,2024,kjønn samlet,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",225.159030670112
Telemark,2024,kjønn samlet,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",71.2623816879149
Telemark,2024,kjønn samlet,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",427.938417275376
Telemark,2024,kjønn samlet,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",347.303112641154
Telemark,2024,kjønn samlet,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",200.75632361026
Telemark,2024,kjønn samlet,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",453.397922846243
Telemark,2024,kjønn samlet,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",344.706019674855
Telemark,2024,kjønn samlet,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",246.622637325322
Telemark,2024,menn,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",294.52561516207
Telemark,2024,menn,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",247.605586037777
Telemark,2024,menn,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",108.426295288074
Telemark,2024,menn,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",240.438499108268
Telemark,2024,menn,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",211.431608833559
Telemark,2024,menn,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",66.2236208090635
Telemark,2024,menn,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",380.083387371705
Telemark,2024,menn,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",305.128296085681
Telemark,2024,menn,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",174.084619332827
Telemark,2024,menn,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",387.783648557869
Telemark,2024,menn,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",297.789793909466
Telemark,2024,menn,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",193.120516078411
Telemark,2024,kvinner,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",352.260409811986
Telemark,2024,kvinner,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",299.050628404368
Telemark,2024,kvinner,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",136.689277602336
Telemark,2024,kvinner,0-44 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",271.126073617628
Telemark,2024,kvinner,0-44 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",239.574697848655
Telemark,2024,kvinner,0-44 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",76.5604416791961
Telemark,2024,kvinner,45-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",476.859941340821
Telemark,2024,kvinner,45-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",390.437169363228
Telemark,2024,kvinner,45-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",228.018858488671
Telemark,2024,kvinner,75-79 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",514.347624869732
Telemark,2024,kvinner,75-79 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",388.281508467568
Telemark,2024,kvinner,75-79 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",296.330203180094
Porsgrunn,2017,kjønn samlet,0-74 år,"Muskel og skjelett (ekskl. brudd og skader (L01-L29, L70-71 og L82-99))*","per 1000, standardisert",322.609835138151
Porsgrunn,2017,kjønn samlet,0-74 år,Muskel- og skjelettplager (L01-29),"per 1000, standardisert",250.148881135727
Porsgrunn,2017,kjønn samlet,0-74 år,Muskel- og skjelettsykdomsdiagnoser (ekskl. brudd og skader (L70-71 og L82-99)),"per 1000, standardisert",139.637125182673
