Kommune;Periode;År;Måned;Passasjerer
Siljan;2019/08;2019;8;3089
Skien;2019/08;2019;8;196502
Tinn;2019/08;2019;8;8318
Tokke;2019/08;2019;8;2568
Tønsberg;2019/08;2019;8;280154
Vinje;2019/08;2019;8;3024
Bamble;2019/07;2019;7;24981
Drangedal;2019/07;2019;7;445
Fyresdal;2019/07;2019;7;138
Færder;2019/07;2019;7;60825
Hjartdal;2019/07;2019;7;576
Holmestrand;2019/07;2019;7;17663
Horten;2019/07;2019;7;47092
Kragerø;2019/07;2019;7;57185
Kviteseid;2019/07;2019;7;387
Larvik;2019/07;2019;7;80522
Midt-Telemark;2019/07;2019;7;5020
Nissedal;2019/07;2019;7;118
Nome;2019/07;2019;7;2685
Notodden;2019/07;2019;7;5660
Porsgrunn;2019/07;2019;7;100227
Sandefjord;2019/07;2019;7;71240
Seljord;2019/07;2019;7;357
Siljan;2019/07;2019;7;1010
Skien;2019/07;2019;7;119953
Tinn;2019/07;2019;7;6608
Tokke;2019/07;2019;7;855
Tønsberg;2019/07;2019;7;188159
Vinje;2019/07;2019;7;489
Bamble;2019/06;2019;6;32262
Drangedal;2019/06;2019;6;5062
Fyresdal;2019/06;2019;6;1263
Færder;2019/06;2019;6;81237
Hjartdal;2019/06;2019;6;1108
Holmestrand;2019/06;2019;6;41042
Horten;2019/06;2019;6;68958
Kragerø;2019/06;2019;6;36908
Kviteseid;2019/06;2019;6;2601
Larvik;2019/06;2019;6;88457
Midt-Telemark;2019/06;2019;6;10179
Nissedal;2019/06;2019;6;1311
Nome;2019/06;2019;6;7631
Notodden;2019/06;2019;6;11334
Porsgrunn;2019/06;2019;6;140736
Sandefjord;2019/06;2019;6;108630
Seljord;2019/06;2019;6;2131
Siljan;2019/06;2019;6;3450
Skien;2019/06;2019;6;183083
Tinn;2019/06;2019;6;7811
Tokke;2019/06;2019;6;2968
Tønsberg;2019/06;2019;6;273159
Vinje;2019/06;2019;6;3676
Bamble;2019/05;2019;5;38156
Drangedal;2019/05;2019;5;8210
Fyresdal;2019/05;2019;5;1934
Færder;2019/05;2019;5;90917
Hjartdal;2019/05;2019;5;1940
Holmestrand;2019/05;2019;5;56788
Horten;2019/05;2019;5;84500
Kragerø;2019/05;2019;5;35278
Kviteseid;2019/05;2019;5;4158
Larvik;2019/05;2019;5;109095
Midt-Telemark;2019/05;2019;5;14854
Nissedal;2019/05;2019;5;1761
Nome;2019/05;2019;5;13281
Notodden;2019/05;2019;5;15781
Porsgrunn;2019/05;2019;5;164939
Sandefjord;2019/05;2019;5;133704
Seljord;2019/05;2019;5;3094
Siljan;2019/05;2019;5;4930
Skien;2019/05;2019;5;224291
Tinn;2019/05;2019;5;10872
Tokke;2019/05;2019;5;4053
Tønsberg;2019/05;2019;5;322267
Vinje;2019/05;2019;5;5237
Bamble;2019/04;2019;4;34465
Drangedal;2019/04;2019;4;6791
Fyresdal;2019/04;2019;4;1726
Færder;2019/04;2019;4;83834
Hjartdal;2019/04;2019;4;1590
Holmestrand;2019/04;2019;4;54778
Horten;2019/04;2019;4;81505
Kragerø;2019/04;2019;4;35458
Kviteseid;2019/04;2019;4;3737
Larvik;2019/04;2019;4;100390
Midt-Telemark;2019/04;2019;4;13749
Nissedal;2019/04;2019;4;1722
Nome;2019/04;2019;4;11204
Notodden;2019/04;2019;4;15327
Porsgrunn;2019/04;2019;4;151126
Sandefjord;2019/04;2019;4;127651
Seljord;2019/04;2019;4;2701
Siljan;2019/04;2019;4;4433
Skien;2019/04;2019;4;214228
Tinn;2019/04;2019;4;10379
Tokke;2019/04;2019;4;3810
Tønsberg;2019/04;2019;4;293252
Vinje;2019/04;2019;4;5233
Bamble;2019/03;2019;3;42151
Drangedal;2019/03;2019;3;9230
Fyresdal;2019/03;2019;3;2256
Færder;2019/03;2019;3;104227
Hjartdal;2019/03;2019;3;2154
Holmestrand;2019/03;2019;3;71821
Horten;2019/03;2019;3;104158
Kragerø;2019/03;2019;3;31617
Kviteseid;2019/03;2019;3;4533
Larvik;2019/03;2019;3;129890
Midt-Telemark;2019/03;2019;3;18437
Nissedal;2019/03;2019;3;2239
Nome;2019/03;2019;3;14637
Notodden;2019/03;2019;3;20315
Porsgrunn;2019/03;2019;3;185589
Sandefjord;2019/03;2019;3;172199
Seljord;2019/03;2019;3;3657
Siljan;2019/03;2019;3;6037
Skien;2019/03;2019;3;273188
Tinn;2019/03;2019;3;13526
Tokke;2019/03;2019;3;4827
Tønsberg;2019/03;2019;3;372757
Vinje;2019/03;2019;3;6969
Bamble;2019/02;2019;2;34353
Drangedal;2019/02;2019;2;6486
Fyresdal;2019/02;2019;2;1705
Færder;2019/02;2019;2;85879
Hjartdal;2019/02;2019;2;1775
Holmestrand;2019/02;2019;2;56360
Horten;2019/02;2019;2;88034
Kragerø;2019/02;2019;2;25703
Kviteseid;2019/02;2019;2;3332
Larvik;2019/02;2019;2;106817
Midt-Telemark;2019/02;2019;2;13594
Nissedal;2019/02;2019;2;1479
Nome;2019/02;2019;2;10903
Notodden;2019/02;2019;2;16112
Porsgrunn;2019/02;2019;2;155469
Sandefjord;2019/02;2019;2;140389
Seljord;2019/02;2019;2;2723
Siljan;2019/02;2019;2;4751
Skien;2019/02;2019;2;229966
Tinn;2019/02;2019;2;10700
Tokke;2019/02;2019;2;3474
Tønsberg;2019/02;2019;2;312417
Vinje;2019/02;2019;2;5618
Bamble;2019/01;2019;1;41112
Drangedal;2019/01;2019;1;9148
Fyresdal;2019/01;2019;1;2291
Færder;2019/01;2019;1;102806
Hjartdal;2019/01;2019;1;2376
Holmestrand;2019/01;2019;1;73611
Horten;2019/01;2019;1;102580
Kragerø;2019/01;2019;1;31570
Kviteseid;2019/01;2019;1;4572
Larvik;2019/01;2019;1;131197
Midt-Telemark;2019/01;2019;1;19002
Nissedal;2019/01;2019;1;2224
Nome;2019/01;2019;1;14650
Notodden;2019/01;2019;1;20819
Porsgrunn;2019/01;2019;1;182173
Sandefjord;2019/01;2019;1;174478
Seljord;2019/01;2019;1;3663
Siljan;2019/01;2019;1;6294
Skien;2019/01;2019;1;271257
Tinn;2019/01;2019;1;13904
Tokke;2019/01;2019;1;5146
Tønsberg;2019/01;2019;1;369767
Vinje;2019/01;2019;1;7225
Bamble;2018/12;2018;12;33593
Drangedal;2018/12;2018;12;6668
Fyresdal;2018/12;2018;12;1669
Færder;2018/12;2018;12;83902
Hjartdal;2018/12;2018;12;1744
Holmestrand;2018/12;2018;12;53914
Horten;2018/12;2018;12;78140
Kragerø;2018/12;2018;12;25383
Kviteseid;2018/12;2018;12;3402
Larvik;2018/12;2018;12;100384
Midt-Telemark;2018/12;2018;12;13230
Nissedal;2018/12;2018;12;1508
Nome;2018/12;2018;12;10252
Notodden;2018/12;2018;12;15080
Porsgrunn;2018/12;2018;12;144753
Sandefjord;2018/12;2018;12;149475
Seljord;2018/12;2018;12;2752
Siljan;2018/12;2018;12;4458
Skien;2018/12;2018;12;217096
Tinn;2018/12;2018;12;9779
Tokke;2018/12;2018;12;3769
Tønsberg;2018/12;2018;12;300992
Vinje;2018/12;2018;12;5076
Bamble;2018/11;2018;11;43287
Drangedal;2018/11;2018;11;8761
Fyresdal;2018/11;2018;11;2314
Færder;2018/11;2018;11;106069
Hjartdal;2018/11;2018;11;2443
Holmestrand;2018/11;2018;11;74750
Horten;2018/11;2018;11;104331
Kragerø;2018/11;2018;11;31930
Kviteseid;2018/11;2018;11;5071
Larvik;2018/11;2018;11;129472
Midt-Telemark;2018/11;2018;11;19036
Nissedal;2018/11;2018;11;2376
Nome;2018/11;2018;11;14413
Notodden;2018/11;2018;11;20635
Porsgrunn;2018/11;2018;11;183375
Sandefjord;2018/11;2018;11;188824
Seljord;2018/11;2018;11;3891
Siljan;2018/11;2018;11;6209
Skien;2018/11;2018;11;268990
Tinn;2018/11;2018;11;13773
Tokke;2018/11;2018;11;5079
Tønsberg;2018/11;2018;11;373462
Vinje;2018/11;2018;11;7473
Bamble;2018/10;2018;10;40396
Drangedal;2018/10;2018;10;8205
Fyresdal;2018/10;2018;10;1954
Færder;2018/10;2018;10;96849
Hjartdal;2018/10;2018;10;2205
Holmestrand;2018/10;2018;10;66312
Horten;2018/10;2018;10;96894
Kragerø;2018/10;2018;10;31906
Kviteseid;2018/10;2018;10;3880
Larvik;2018/10;2018;10;117132
Midt-Telemark;2018/10;2018;10;16583
Nissedal;2018/10;2018;10;1854
Nome;2018/10;2018;10;12730
Notodden;2018/10;2018;10;18981
Porsgrunn;2018/10;2018;10;173155
Sandefjord;2018/10;2018;10;170544
Seljord;2018/10;2018;10;3241
Siljan;2018/10;2018;10;5438
Skien;2018/10;2018;10;248105
Tinn;2018/10;2018;10;12429
Tokke;2018/10;2018;10;4613
Tønsberg;2018/10;2018;10;342233
Vinje;2018/10;2018;10;6683
Bamble;2018/09;2018;9;40413
Drangedal;2018/09;2018;9;8832
Fyresdal;2018/09;2018;9;2187
Færder;2018/09;2018;9;90004
Hjartdal;2018/09;2018;9;2286
Holmestrand;2018/09;2018;9;65690
Horten;2018/09;2018;9;91441
Kragerø;2018/09;2018;9;31930
Kviteseid;2018/09;2018;9;4723
Larvik;2018/09;2018;9;111251
Midt-Telemark;2018/09;2018;9;17254
Nissedal;2018/09;2018;9;1977
Nome;2018/09;2018;9;13053
Notodden;2018/09;2018;9;18301
Porsgrunn;2018/09;2018;9;164797
Sandefjord;2018/09;2018;9;159190
Seljord;2018/09;2018;9;3806
Siljan;2018/09;2018;9;5531
Skien;2018/09;2018;9;236120
Tinn;2018/09;2018;9;12935
Tokke;2018/09;2018;9;4928
Tønsberg;2018/09;2018;9;324349
Vinje;2018/09;2018;9;6943
Bamble;2018/08;2018;8;31565
Drangedal;2018/08;2018;8;4633
Fyresdal;2018/08;2018;8;1233
Færder;2018/08;2018;8;78308
Hjartdal;2018/08;2018;8;1512
Holmestrand;2018/08;2018;8;43798
Horten;2018/08;2018;8;76606
Kragerø;2018/08;2018;8;39560
Kviteseid;2018/08;2018;8;2588
Larvik;2018/08;2018;8;87814
Midt-Telemark;2018/08;2018;8;12009
Nissedal;2018/08;2018;8;1078
Nome;2018/08;2018;8;8167
Notodden;2018/08;2018;8;17327
Porsgrunn;2018/08;2018;8;135975
Sandefjord;2018/08;2018;8;125432
Seljord;2018/08;2018;8;2233
Siljan;2018/08;2018;8;3191
Skien;2018/08;2018;8;192467
Tinn;2018/08;2018;8;8828
Tokke;2018/08;2018;8;3013
Tønsberg;2018/08;2018;8;262634
Vinje;2018/08;2018;8;3952
Bamble;2018/07;2018;7;22503
Drangedal;2018/07;2018;7;440
Fyresdal;2018/07;2018;7;137
Færder;2018/07;2018;7;59593
Hjartdal;2018/07;2018;7;553
Holmestrand;2018/07;2018;7;17337
Horten;2018/07;2018;7;42994
Kragerø;2018/07;2018;7;65757
Kviteseid;2018/07;2018;7;565
Larvik;2018/07;2018;7;73084
Midt-Telemark;2018/07;2018;7;6249
Nissedal;2018/07;2018;7;121
Nome;2018/07;2018;7;4097
Notodden;2018/07;2018;7;5589
Porsgrunn;2018/07;2018;7;90781
Sandefjord;2018/07;2018;7;78432
Seljord;2018/07;2018;7;555
Siljan;2018/07;2018;7;933
Skien;2018/07;2018;7;111171
Tinn;2018/07;2018;7;5252
Tokke;2018/07;2018;7;823
Tønsberg;2018/07;2018;7;171847
Vinje;2018/07;2018;7;1113
Bamble;2018/06;2018;6;35263
Drangedal;2018/06;2018;6;6151
Fyresdal;2018/06;2018;6;1239
Færder;2018/06;2018;6;85309
Hjartdal;2018/06;2018;6;1617
Holmestrand;2018/06;2018;6;45518
Horten;2018/06;2018;6;71068
Kragerø;2018/06;2018;6;39515
Kviteseid;2018/06;2018;6;3117
Larvik;2018/06;2018;6;93704
Midt-Telemark;2018/06;2018;6;11149
Nissedal;2018/06;2018;6;1045
Nome;2018/06;2018;6;8303
Notodden;2018/06;2018;6;12056
Porsgrunn;2018/06;2018;6;139181
Sandefjord;2018/06;2018;6;124280
Seljord;2018/06;2018;6;2406
Siljan;2018/06;2018;6;3850
Skien;2018/06;2018;6;183991
Tinn;2018/06;2018;6;8875
Tokke;2018/06;2018;6;3116
Tønsberg;2018/06;2018;6;273310
Vinje;2018/06;2018;6;4546
Bamble;2018/05;2018;5;38182
Drangedal;2018/05;2018;5;7563
Fyresdal;2018/05;2018;5;1603
Færder;2018/05;2018;5;86472
Hjartdal;2018/05;2018;5;2301
Holmestrand;2018/05;2018;5;53137
Horten;2018/05;2018;5;77271
Kragerø;2018/05;2018;5;39016
Kviteseid;2018/05;2018;5;3958
Larvik;2018/05;2018;5;96817
Midt-Telemark;2018/05;2018;5;13415
Nissedal;2018/05;2018;5;1701
Nome;2018/05;2018;5;10250
Notodden;2018/05;2018;5;15961
Porsgrunn;2018/05;2018;5;149077
Sandefjord;2018/05;2018;5;137224
Seljord;2018/05;2018;5;3092
Siljan;2018/05;2018;5;4502
Skien;2018/05;2018;5;198963
Tinn;2018/05;2018;5;9923
Tokke;2018/05;2018;5;3950
Tønsberg;2018/05;2018;5;293185
Vinje;2018/05;2018;5;5615
Bamble;2018/04;2018;4;41254
Drangedal;2018/04;2018;4;8853
Fyresdal;2018/04;2018;4;1839
Færder;2018/04;2018;4;95631
Hjartdal;2018/04;2018;4;2750
Holmestrand;2018/04;2018;4;65622
Horten;2018/04;2018;4;91080
Kragerø;2018/04;2018;4;33202
Kviteseid;2018/04;2018;4;4906
Larvik;2018/04;2018;4;110652
Midt-Telemark;2018/04;2018;4;16920
Nissedal;2018/04;2018;4;1948
Nome;2018/04;2018;4;12583
Notodden;2018/04;2018;4;18411
Porsgrunn;2018/04;2018;4;162500
Sandefjord;2018/04;2018;4;159951
Seljord;2018/04;2018;4;3235
Siljan;2018/04;2018;4;5529
Skien;2018/04;2018;4;227741
Tinn;2018/04;2018;4;12146
Tokke;2018/04;2018;4;4669
Tønsberg;2018/04;2018;4;324712
Vinje;2018/04;2018;4;5626
Bamble;2018/03;2018;3;39538
Drangedal;2018/03;2018;3;7571
Fyresdal;2018/03;2018;3;1598
Færder;2018/03;2018;3;94169
Hjartdal;2018/03;2018;3;2261
Holmestrand;2018/03;2018;3;61295
Horten;2018/03;2018;3;90961
Kragerø;2018/03;2018;3;31644
Kviteseid;2018/03;2018;3;3821
Larvik;2018/03;2018;3;111043
Midt-Telemark;2018/03;2018;3;15497
Nissedal;2018/03;2018;3;1675
Nome;2018/03;2018;3;11737
Notodden;2018/03;2018;3;18092
Porsgrunn;2018/03;2018;3;160848
Sandefjord;2018/03;2018;3;162385
Seljord;2018/03;2018;3;2515
Siljan;2018/03;2018;3;5000
Skien;2018/03;2018;3;231838
Tinn;2018/03;2018;3;11451
Tokke;2018/03;2018;3;3838
Tønsberg;2018/03;2018;3;325956
Vinje;2018/03;2018;3;6062
Bamble;2018/02;2018;2;35294
Drangedal;2018/02;2018;2;6505
Fyresdal;2018/02;2018;2;1549
Færder;2018/02;2018;2;85223
Hjartdal;2018/02;2018;2;2145
Holmestrand;2018/02;2018;2;55000
Horten;2018/02;2018;2;85577
Kragerø;2018/02;2018;2;25322
Kviteseid;2018/02;2018;2;3663
Larvik;2018/02;2018;2;98477
Midt-Telemark;2018/02;2018;2;13799
Nissedal;2018/02;2018;2;1409
Nome;2018/02;2018;2;10155
Notodden;2018/02;2018;2;17049
Porsgrunn;2018/02;2018;2;147163
Sandefjord;2018/02;2018;2;149697
Seljord;2018/02;2018;2;2402
Siljan;2018/02;2018;2;4588
Skien;2018/02;2018;2;213860
Tinn;2018/02;2018;2;10701
Tokke;2018/02;2018;2;3699
Tønsberg;2018/02;2018;2;304905
Vinje;2018/02;2018;2;5123
Bamble;2018/01;2018;1;42877
Drangedal;2018/01;2018;1;9519
Fyresdal;2018/01;2018;1;2011
Færder;2018/01;2018;1;102560
Hjartdal;2018/01;2018;1;2860
Holmestrand;2018/01;2018;1;70382
Horten;2018/01;2018;1;99157
Kragerø;2018/01;2018;1;29854
Kviteseid;2018/01;2018;1;4987
Larvik;2018/01;2018;1;121929
Midt-Telemark;2018/01;2018;1;19097
Nissedal;2018/01;2018;1;1862
Nome;2018/01;2018;1;13902
Notodden;2018/01;2018;1;21385
Porsgrunn;2018/01;2018;1;170472
Sandefjord;2018/01;2018;1;183512
Seljord;2018/01;2018;1;3244
Siljan;2018/01;2018;1;6045
Skien;2018/01;2018;1;248078
Tinn;2018/01;2018;1;14218
Tokke;2018/01;2018;1;5137
Tønsberg;2018/01;2018;1;364681
Vinje;2018/01;2018;1;7367
Bamble;2017/12;2017;12;37726
Drangedal;2017/12;2017;12;7504
Fyresdal;2017/12;2017;12;1702
Færder;2017/12;2017;12;82644
Hjartdal;2017/12;2017;12;1995
Holmestrand;2017/12;2017;12;53499
Horten;2017/12;2017;12;75894
Kragerø;2017/12;2017;12;26325
Kviteseid;2017/12;2017;12;4082
Larvik;2017/12;2017;12;96967
Midt-Telemark;2017/12;2017;12;14501
Nissedal;2017/12;2017;12;1451
Nome;2017/12;2017;12;10529
Notodden;2017/12;2017;12;16312
Porsgrunn;2017/12;2017;12;144607
Sandefjord;2017/12;2017;12;142428
Seljord;2017/12;2017;12;2743
Siljan;2017/12;2017;12;4992
Skien;2017/12;2017;12;212433
Tinn;2017/12;2017;12;10631
Tokke;2017/12;2017;12;4103
Tønsberg;2017/12;2017;12;298828
Vinje;2017/12;2017;12;5637
Bamble;2017/11;2017;11;46918
Drangedal;2017/11;2017;11;9690
Fyresdal;2017/11;2017;11;1996
Færder;2017/11;2017;11;106685
Hjartdal;2017/11;2017;11;2799
Holmestrand;2017/11;2017;11;76836
Horten;2017/11;2017;11;103428
Kragerø;2017/11;2017;11;31716
Kviteseid;2017/11;2017;11;5406
Larvik;2017/11;2017;11;129366
Midt-Telemark;2017/11;2017;11;20713
Nissedal;2017/11;2017;11;2051
Nome;2017/11;2017;11;14181
Notodden;2017/11;2017;11;21758
Porsgrunn;2017/11;2017;11;182716
Sandefjord;2017/11;2017;11;186596
Seljord;2017/11;2017;11;3458
Siljan;2017/11;2017;11;6882
Skien;2017/11;2017;11;261495
Tinn;2017/11;2017;11;14667
Tokke;2017/11;2017;11;5017
Tønsberg;2017/11;2017;11;380663
Vinje;2017/11;2017;11;7503
Bamble;2017/10;2017;10;40742
Drangedal;2017/10;2017;10;8227
Fyresdal;2017/10;2017;10;1666
Færder;2017/10;2017;10;94159
Hjartdal;2017/10;2017;10;2342
Holmestrand;2017/10;2017;10;63580
Horten;2017/10;2017;10;90866
Kragerø;2017/10;2017;10;29221
Kviteseid;2017/10;2017;10;4349
Larvik;2017/10;2017;10;108525
Midt-Telemark;2017/10;2017;10;16346
Nissedal;2017/10;2017;10;1582
Nome;2017/10;2017;10;11910
Notodden;2017/10;2017;10;18451
Porsgrunn;2017/10;2017;10;161345
Sandefjord;2017/10;2017;10;154903
Seljord;2017/10;2017;10;2885
Siljan;2017/10;2017;10;5446
Skien;2017/10;2017;10;224661
Tinn;2017/10;2017;10;12031
Tokke;2017/10;2017;10;4113
Tønsberg;2017/10;2017;10;330908
Vinje;2017/10;2017;10;5847
Bamble;2017/09;2017;9;44047
Drangedal;2017/09;2017;9;9965
Fyresdal;2017/09;2017;9;2078
Færder;2017/09;2017;9;98908
Hjartdal;2017/09;2017;9;3132
Holmestrand;2017/09;2017;9;69532
Horten;2017/09;2017;9;96305
Kragerø;2017/09;2017;9;32953
Kviteseid;2017/09;2017;9;5728
Larvik;2017/09;2017;9;114679
Midt-Telemark;2017/09;2017;9;19354
Nissedal;2017/09;2017;9;2050
Nome;2017/09;2017;9;14201
Notodden;2017/09;2017;9;20465
Porsgrunn;2017/09;2017;9;163447
Sandefjord;2017/09;2017;9;168010
Seljord;2017/09;2017;9;3207
Siljan;2017/09;2017;9;6033
Skien;2017/09;2017;9;228047
Tinn;2017/09;2017;9;12977
Tokke;2017/09;2017;9;5530
Tønsberg;2017/09;2017;9;347932
Vinje;2017/09;2017;9;6975
Bamble;2017/08;2017;8;33214
Drangedal;2017/08;2017;8;4328
Fyresdal;2017/08;2017;8;988
Færder;2017/08;2017;8;82539
Hjartdal;2017/08;2017;8;1477
Holmestrand;2017/08;2017;8;49311
Horten;2017/08;2017;8;78597
Kragerø;2017/08;2017;8;38846
Kviteseid;2017/08;2017;8;2758
Larvik;2017/08;2017;8;89757
Midt-Telemark;2017/08;2017;8;11418
Nissedal;2017/08;2017;8;852
Nome;2017/08;2017;8;7898
Notodden;2017/08;2017;8;18661
Porsgrunn;2017/08;2017;8;130149
Sandefjord;2017/08;2017;8;134532
Seljord;2017/08;2017;8;1711
Siljan;2017/08;2017;8;2772
Skien;2017/08;2017;8;178922
Tinn;2017/08;2017;8;8964
Tokke;2017/08;2017;8;3039
Tønsberg;2017/08;2017;8;286943
Vinje;2017/08;2017;8;3383
Bamble;2017/07;2017;7;22549
Drangedal;2017/07;2017;7;642
Fyresdal;2017/07;2017;7;167
Færder;2017/07;2017;7;62916
Hjartdal;2017/07;2017;7;776
Holmestrand;2017/07;2017;7;17542
Horten;2017/07;2017;7;43441
Kragerø;2017/07;2017;7;63403
Kviteseid;2017/07;2017;7;518
Larvik;2017/07;2017;7;59667
Midt-Telemark;2017/07;2017;7;5143
Nissedal;2017/07;2017;7;47
Nome;2017/07;2017;7;4174
Notodden;2017/07;2017;7;5887
Porsgrunn;2017/07;2017;7;86210
Sandefjord;2017/07;2017;7;77667
Seljord;2017/07;2017;7;567
Siljan;2017/07;2017;7;778
Skien;2017/07;2017;7;107283
Tinn;2017/07;2017;7;6492
Tokke;2017/07;2017;7;831
Tønsberg;2017/07;2017;7;180939
Vinje;2017/07;2017;7;2553
Bamble;2017/06;2017;6;32872
Drangedal;2017/06;2017;6;4382
Fyresdal;2017/06;2017;6;790
Færder;2017/06;2017;6;84087
Hjartdal;2017/06;2017;6;1172
Holmestrand;2017/06;2017;6;43004
Horten;2017/06;2017;6;73177
Kragerø;2017/06;2017;6;36065
Kviteseid;2017/06;2017;6;2392
Larvik;2017/06;2017;6;83613
Midt-Telemark;2017/06;2017;6;8847
Nissedal;2017/06;2017;6;799
Nome;2017/06;2017;6;7030
Notodden;2017/06;2017;6;11136
Porsgrunn;2017/06;2017;6;127875
Sandefjord;2017/06;2017;6;118540
Seljord;2017/06;2017;6;1521
Siljan;2017/06;2017;6;3162
Skien;2017/06;2017;6;165837
Tinn;2017/06;2017;6;9219
Tokke;2017/06;2017;6;1860
Tønsberg;2017/06;2017;6;272188
Vinje;2017/06;2017;6;3225
Bamble;2017/05;2017;5;40434
Drangedal;2017/05;2017;5;8969
Fyresdal;2017/05;2017;5;1799
Færder;2017/05;2017;5;94143
Hjartdal;2017/05;2017;5;1975
Holmestrand;2017/05;2017;5;56865
Horten;2017/05;2017;5;90503
Kragerø;2017/05;2017;5;38594
Kviteseid;2017/05;2017;5;4992
Larvik;2017/05;2017;5;99204
Midt-Telemark;2017/05;2017;5;16079
Nissedal;2017/05;2017;5;1587
Nome;2017/05;2017;5;12915
Notodden;2017/05;2017;5;16903
Porsgrunn;2017/05;2017;5;153184
Sandefjord;2017/05;2017;5;147943
Seljord;2017/05;2017;5;3054
Siljan;2017/05;2017;5;5892
Skien;2017/05;2017;5;204919
Tinn;2017/05;2017;5;12059
Tokke;2017/05;2017;5;4386
Tønsberg;2017/05;2017;5;325760
Vinje;2017/05;2017;5;6235
Bamble;2017/04;2017;4;32932
Drangedal;2017/04;2017;4;6654
Fyresdal;2017/04;2017;4;1312
Færder;2017/04;2017;4;79703
Hjartdal;2017/04;2017;4;1626
Holmestrand;2017/04;2017;4;48135
Horten;2017/04;2017;4;77722
Kragerø;2017/04;2017;4;33812
Kviteseid;2017/04;2017;4;3809
Larvik;2017/04;2017;4;86250
Midt-Telemark;2017/04;2017;4;12699
Nissedal;2017/04;2017;4;1308
Nome;2017/04;2017;4;9796
Notodden;2017/04;2017;4;14573
Porsgrunn;2017/04;2017;4;132173
Sandefjord;2017/04;2017;4;127409
Seljord;2017/04;2017;4;2421
Siljan;2017/04;2017;4;4445
Skien;2017/04;2017;4;177873
Tinn;2017/04;2017;4;10338
Tokke;2017/04;2017;4;3428
Tønsberg;2017/04;2017;4;274700
Vinje;2017/04;2017;4;5047
Bamble;2017/03;2017;3;45775
Drangedal;2017/03;2017;3;10487
Fyresdal;2017/03;2017;3;2101
Færder;2017/03;2017;3;114633
Hjartdal;2017/03;2017;3;2539
Holmestrand;2017/03;2017;3;76234
Horten;2017/03;2017;3;116651
Kragerø;2017/03;2017;3;35011
Kviteseid;2017/03;2017;3;5488
Larvik;2017/03;2017;3;131172
Midt-Telemark;2017/03;2017;3;20207
Nissedal;2017/03;2017;3;1907
Nome;2017/03;2017;3;15185
Notodden;2017/03;2017;3;23114
Porsgrunn;2017/03;2017;3;187922
Sandefjord;2017/03;2017;3;193506
Seljord;2017/03;2017;3;3350
Siljan;2017/03;2017;3;7271
Skien;2017/03;2017;3;258872
Tinn;2017/03;2017;3;15472
Tokke;2017/03;2017;3;5492
Tønsberg;2017/03;2017;3;398993
Vinje;2017/03;2017;3;7470
Bamble;2017/02;2017;2;35495
Drangedal;2017/02;2017;2;6853
Fyresdal;2017/02;2017;2;1442
Færder;2017/02;2017;2;88118
Hjartdal;2017/02;2017;2;1830
Holmestrand;2017/02;2017;2;55556
Horten;2017/02;2017;2;92138
Kragerø;2017/02;2017;2;27168
Kviteseid;2017/02;2017;2;4198
Larvik;2017/02;2017;2;102018
Midt-Telemark;2017/02;2017;2;14640
Nissedal;2017/02;2017;2;1330
Nome;2017/02;2017;2;10466
Notodden;2017/02;2017;2;17522
Porsgrunn;2017/02;2017;2;153510
Sandefjord;2017/02;2017;2;153898
Seljord;2017/02;2017;2;2529
Siljan;2017/02;2017;2;5345
Skien;2017/02;2017;2;203734
Tinn;2017/02;2017;2;11983
Tokke;2017/02;2017;2;3947
Tønsberg;2017/02;2017;2;311419
Vinje;2017/02;2017;2;5791
Bamble;2017/01;2017;1;44296
Drangedal;2017/01;2017;1;9810
Fyresdal;2017/01;2017;1;1911
Færder;2017/01;2017;1;104205
Hjartdal;2017/01;2017;1;2698
Holmestrand;2017/01;2017;1;71809
Horten;2017/01;2017;1;109994
Kragerø;2017/01;2017;1;32780
Kviteseid;2017/01;2017;1;5338
Larvik;2017/01;2017;1;125152
Midt-Telemark;2017/01;2017;1;19765
Nissedal;2017/01;2017;1;1903
Nome;2017/01;2017;1;14315
Notodden;2017/01;2017;1;23199
Porsgrunn;2017/01;2017;1;179088
Sandefjord;2017/01;2017;1;188799
Seljord;2017/01;2017;1;3506
Siljan;2017/01;2017;1;7151
Skien;2017/01;2017;1;240723
Tinn;2017/01;2017;1;15339
Tokke;2017/01;2017;1;5088
Tønsberg;2017/01;2017;1;377380
Vinje;2017/01;2017;1;7396
Bamble;2016/12;2016;12;37422
Drangedal;2016/12;2016;12;7980
Fyresdal;2016/12;2016;12;1592
Færder;2016/12;2016;12;82026
Hjartdal;2016/12;2016;12;1865
Holmestrand;2016/12;2016;12;50143
Horten;2016/12;2016;12;82605
Kragerø;2016/12;2016;12;27596
Kviteseid;2016/12;2016;12;4287
Larvik;2016/12;2016;12;92981
Midt-Telemark;2016/12;2016;12;14496
Nissedal;2016/12;2016;12;1517
Nome;2016/12;2016;12;11731
Notodden;2016/12;2016;12;17303
Porsgrunn;2016/12;2016;12;154501
Sandefjord;2016/12;2016;12;140075
Seljord;2016/12;2016;12;2648
Siljan;2016/12;2016;12;5502
Skien;2016/12;2016;12;206758
Tinn;2016/12;2016;12;11436
Tokke;2016/12;2016;12;3782
Tønsberg;2016/12;2016;12;297076
Vinje;2016/12;2016;12;5541
Bamble;2016/11;2016;11;46118
Drangedal;2016/11;2016;11;9857
Fyresdal;2016/11;2016;11;1910
