Navn,Org. nr.,Overordnet enhet,Antall ansatte,Dataset,Sektorkode,Sektor,Aktivitet,Forretningsadresse - Kommune,Postadresse - Kommune,Organisasjonsform,NACE 1,NACE 1 - Bransje,NACE 2,NACE 2 - Bransje,NACE 3,NACE 3 - Bransje,Organisasjonsform - Kode,Beliggenhetsadresse - Kommune,Org. nr._str,Employees,In Combined Clean,Is Parent,Parent
Apotek 1 hovenga,983716326,983044778.0,13.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Porsgrunn,983716326,13.0,True,False,983044778
Brilleland avd 483 herkules,972261297,936314783.0,13.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,47.74,Detaljhandel med medisinske og ortopediske artikler,,,,,BEDR,Skien,972261297,13.0,True,False,936314783
Fredrik & louisa as avd herkules,991566600,937781164.0,13.0,Underenhet,,,,,Asker,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Skien,991566600,13.0,True,False,937781164
Bane nor Skien trafikk - staber,974709546,917082308.0,13.0,Underenhet,,,,,Hamar,Underenhet til næringsdrivende og offentlig forvaltning,52.219,Tjenester tilknyttet landtransport ikke nevnt annet sted,,,,,BEDR,Skien,974709546,13.0,True,False,917082308
Skue sparebank avd Notodden,992038098,837889812.0,13.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Notodden,992038098,13.0,True,False,837889812
Innovasjon Norge Vestfold og Telemark,878639502,986399445.0,13.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,64.92,Annen kredittgivning,,,,,BEDR,Porsgrunn,878639502,13.0,True,False,986399445
Nb & partnere as avd stathelle,922364699,922346313.0,13.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,66.22,Forsikringsformidling,,,,,BEDR,Bamble,922364699,13.0,True,False,922346313
Dag bondeheim AS,973207024,976161017.0,13.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.2,Utleie av egen eller leid fast eiendom,,,,,BEDR,Skien,973207024,13.0,True,False,976161017
Ecit services as avd Notodden,923201092,993800139.0,13.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Notodden,923201092,13.0,True,False,993800139
Sparebank 1 sør-norge forretningspartner as avd Porsgrunn,989542745,990945748.0,13.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,69.202,Regnskapsføring og bokføring,,,,,BEDR,Porsgrunn,989542745,13.0,True,False,990945748
Mattilsynet lokasjon Skien,974564637,985399077.0,13.0,Underenhet,,,,,Ringsaker,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Skien,974564637,13.0,True,False,985399077
Brubakken rental as avd Porsgrunn,925324116,925231460.0,13.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,77.39,Utleie og leasing av andre maskiner og annet utstyr og materiell ikke nevnt annet sted,,,,,BEDR,Porsgrunn,925324116,13.0,True,False,925231460
Ibsensykehusene Porsgrunn,914669073,980064921.0,13.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,78.2,Utleie av arbeidskraft og andre personaladministrative tjenester,,,,,BEDR,Porsgrunn,914669073,13.0,True,False,980064921
Statsbygg sør Porsgrunn administrasjon,974718405,971278374.0,13.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,81.1,Kombinerte tjenester tilknyttet eiendomsdrift,,,,,BEDR,Porsgrunn,974718405,13.0,True,False,971278374
Vinje lensmannskontor,974731487,983998178.0,13.0,Underenhet,,,,,Tønsberg,Underenhet til næringsdrivende og offentlig forvaltning,84.24,Aktiviteter utført av politi- og påtalemyndighet,,,,,BEDR,Vinje,974731487,13.0,True,False,983998178
Unilabs laboratoriemedisin as avd Skien,912859924,935439035.0,13.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,86.91,Medisinske laboratorietjenester og bildediagnostikk,,,,,BEDR,Skien,912859924,13.0,True,False,935439035
Aberia ung as avd sannidal,923414258,984331584.0,13.0,Underenhet,,,,,Moss,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Kragerø,923414258,13.0,True,False,984331584
Aberia ung as avd lille frankrike,925333093,984331584.0,13.0,Underenhet,,,,,Moss,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Bamble,925333093,13.0,True,False,984331584
Vinjesenteret,923241205,976013263.0,13.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,91.212,Drift av kulturhistoriske museer,,,,,BEDR,Vinje,923241205,13.0,True,False,976013263
Lucky bowl Norge as avd Porsgrunn,934539931,877499022.0,13.0,Underenhet,,,,,Eigersund,Underenhet til næringsdrivende og offentlig forvaltning,93.292,Fritidsvirksomhet ellers,,,,,BEDR,Porsgrunn,934539931,13.0,True,False,877499022
Diplom-is as avd brevik,915135110,984460198.0,12.0,Underenhet,,,,,Nittedal,Underenhet til næringsdrivende og offentlig forvaltning,10.52,Produksjon av iskrem og andre spiselige isprodukter,,,,,BEDR,Bamble,915135110,12.0,True,False,984460198
Ragn-sells dekkgjenvinning as avd Bamble,914880718,913753623.0,12.0,Underenhet,,,,,Lørenskog,Underenhet til næringsdrivende og offentlig forvaltning,38.21,Materialgjenvinning,,,,,BEDR,Bamble,914880718,12.0,True,False,913753623
Norsk spesialolje as avd Bamble,995652463,983716245.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,38.32,Drift av deponi og permanent lagring av avfall,,,,,BEDR,Bamble,995652463,12.0,True,False,983716245
Nye veier as avd e18 landgangen - dørdal,917739153,915488099.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,42.11,Bygging av veier og motorveier,,,,,BEDR,Bamble,917739153,12.0,True,False,915488099
Coop sørøst sa avd 2820 extra Seljord,929845846,947456415.0,12.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Seljord,929845846,12.0,True,False,947456415
Coop sørøst sa avd 1195 coop prix herre,973142305,947456415.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Bamble,973142305,12.0,True,False,947456415
Coop sørøst sa avd 1175 extra kongsberveien,973144219,947456415.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Notodden,973144219,12.0,True,False,947456415
Norsk butikkdrift as extra brugata avd 4718,973233580,931186744.0,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Nome,973233580,12.0,True,False,931186744
Europris kjørbekk 572,920838545,987553014.0,12.0,Underenhet,,,,,Fredrikstad,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Skien,920838545,12.0,True,False,987553014
Europris Seljord 445,989935747,987553014.0,12.0,Underenhet,,,,,Fredrikstad,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Seljord,989935747,12.0,True,False,987553014
Uno-x 7-eleven 7531 wattenberg,874108952,991693386.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Skien,874108952,12.0,True,False,991693386
Sannidal veiservice,973144685,932291746.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.3,Detaljhandel med drivstoff til motorvogner,,,,,BEDR,Kragerø,973144685,12.0,True,False,932291746
Kid interiør as 40 avd Skien,982457726,958467095.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Skien,982457726,12.0,True,False,958467095
Kid interiør as 83 avd down town Porsgrunn,986924841,958467095.0,12.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Porsgrunn,986924841,12.0,True,False,958467095
Mestergruppen byggevare as avd rugtvedt,974316811,997166221.0,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Bamble,974316811,12.0,True,False,997166221
Jysk Porsgrunn avd 520,995321130,947477129.0,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.551,"Detaljhandel med møbler, gjelder også madrasser",,,,,BEDR,Porsgrunn,995321130,12.0,True,False,947477129
Elektroimportøren Norge as avd Skien,919823011,914939828.0,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.552,Detaljhandel med belysningsartikler,,,,,BEDR,Skien,919823011,12.0,True,False,914939828
Kappahl as avd 419 Notodden,934618203,947659138.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Notodden,934618203,12.0,True,False,947659138
Cubus down town Porsgrunn avd 839,973151924,939522719.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,973151924,12.0,True,False,939522719
Apotek 1 tuven senter,926043633,983044778.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Notodden,926043633,12.0,True,False,983044778
Boots apotek brotorvet,971670819,982547822.0,12.0,Underenhet,,,,,Bamble,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Bamble,971670819,12.0,True,False,982547822
Normal Norge as avd no1084 bø i Telemark bøsenteret,922850518,917019738.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Midt-Telemark,922850518,12.0,True,False,917019738
Rituals cosmetics Norway as avd Skien herkules,923620141,913952812.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Skien,923620141,12.0,True,False,913952812
Kicks Norge as avd 660 herkules Skien,972153486,983415687.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Skien,972153486,12.0,True,False,983415687
Plantasjen Norge as avd Skien,987924934,937087977.0,12.0,Underenhet,,,,,Kongsvinger,Underenhet til næringsdrivende og offentlig forvaltning,47.761,"Detaljhandel med blomster, planter, gjødsel og plantevernmidler",,,,,BEDR,Skien,987924934,12.0,True,False,937087977
4service landanlegg as 3490 camp Skien,933965252,996164748.0,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,56.22,Kantinedrift og annen cateringvirksomhet,,,,,BEDR,Skien,933965252,12.0,True,False,996164748
Alti forvaltning as alti brotorvet,922024804,919779535.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.2,Utleie av egen eller leid fast eiendom,,,,,BEDR,Bamble,922024804,12.0,True,False,919779535
Telemark eiendomsmegling as avd Skien,925615587,925590711.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,68.31,Eiendomsmegling og andre formidlingstjenester for eiendom,,,,,BEDR,Skien,925615587,12.0,True,False,925590711
Corvus energy as avd grenland,999587933,914888646.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Skien,999587933,12.0,True,False,914888646
Statens vegvesen langangen kontrollstasjon,932613255,971032081.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.2,Teknisk prøving og analyse,,,,,BEDR,Porsgrunn,932613255,12.0,True,False,971032081
Kjøpmannshuset Norge as region sørøst-avd Porsgrunn,982228271,977263646.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,82.99,Annen forretningsmessig tjenesteyting ikke nevnt annet sted,,,,,BEDR,Porsgrunn,982228271,12.0,True,False,977263646
Nav vest-telemark,990230315,974241730.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,84.3,Administrasjon av trygdeordninger underlagt offentlig forvaltning,,,,,BEDR,Tokke,990230315,12.0,True,False,974241730
Tannféen Porsgrunn,920218598,913062868.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,86.23,Tannlegetjenester,,,,,BEDR,Porsgrunn,920218598,12.0,True,False,913062868
Stendi as region sør ot hoppestadveien,998825520,985194653.0,12.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.106,"Helse- og omsorgstjenester i bofelleskap, samlokaliserte omsorgsboliger og lignende",,,,,BEDR,Skien,998825520,12.0,True,False,985194653
Stendi as omsorgstjenester sør avd ot gimsøy,919857277,985194653.0,12.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.3,Omsorgstjenester i botilbud for eldre eller personer med fysisk funksjonsnedsettelse,,,,,BEDR,Skien,919857277,12.0,True,False,985194653
Human care ung as avd raskelundkroken,929509242,925036226.0,12.0,Underenhet,,,,,Kristiansand,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Porsgrunn,929509242,12.0,True,False,925036226
Naf as naf senteret Skien 4306,975025071,987372540.0,12.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,95.31,Reparasjon og vedlikehold av motorvogner,,,,,BEDR,Skien,975025071,12.0,True,False,987372540
Tango halvstrøm,871850852,981240987.0,12.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,96.21,Frisering og barbering,,,,,BEDR,Skien,871850852,12.0,True,False,981240987
Aven holmestrand as avd solvang,974107961,916494777.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,16.24,Produksjon av treemballasje,,,,,BEDR,Porsgrunn,974107961,11.0,True,False,916494777
Nordan as avd Porsgrunn,979847661,979776233.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,16.25,Produksjon av dører og vinduer i tre,,,,,BEDR,Porsgrunn,979847661,11.0,True,False,979776233
Nordic electrofuel AS,916084110,916066317.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,20.59,Produksjon av andre kjemiske produkter ikke nevnt annet sted,,,,,BEDR,Porsgrunn,916084110,11.0,True,False,916066317
Nci marine as avd brevik,915302483,915286402.0,11.0,Underenhet,,,,,Vestnes,Underenhet til næringsdrivende og offentlig forvaltning,25.51,Overflatebehandling av metaller,,,,,BEDR,Porsgrunn,915302483,11.0,True,False,915286402
A.r.k. bygg system AS,930540404,930517216.0,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,41.0,Oppføring av bygninger,,,,,BEDR,Drangedal,930540404,11.0,True,False,930517216
Bane nor neslandsvatn,932303418,917082308.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,42.12,Bygging av jernbaner og undergrunnsbaner,,,,,BEDR,Drangedal,932303418,11.0,True,False,917082308
Olimb rørfornying as avd grenland,926179500,997447018.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,42.21,Bygging av vann- og kloakkanlegg,,,,,BEDR,Skien,926179500,11.0,True,False,997447018
Gk Norge as avd Notodden elektro,872027432,915892981.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.21,Elektrisk installasjonsarbeid,,,,,BEDR,Notodden,872027432,11.0,True,False,915892981
Fiber.no AS,914280354,914275504.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.21,Elektrisk installasjonsarbeid,,,,,BEDR,Kragerø,914280354,11.0,True,False,914275504
Nokas teknikk sør as avd Skien låsevirksomhet,995892308,979276141.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.21,Elektrisk installasjonsarbeid,,,,,BEDR,Skien,995892308,11.0,True,False,979276141
Onninen as avd Skien,972215953,979692900.0,11.0,Underenhet,,,,,Lillestrøm,Underenhet til næringsdrivende og offentlig forvaltning,46.64,Engroshandel med maskiner og utstyr ellers,,,,,BEDR,Skien,972215953,11.0,True,False,979692900
Coop sørøst sa avd 2735 extra plesner,875822462,947456415.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,875822462,11.0,True,False,947456415
Norsk butikkdrift as extra helle avd 4717,971733284,931186744.0,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Kragerø,971733284,11.0,True,False,931186744
Europris langrønningen 443,984954433,987553014.0,11.0,Underenhet,,,,,Fredrikstad,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Bamble,984954433,11.0,True,False,987553014
Vinmonopolet as butikk Skien,973106821,817209882.0,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Skien,973106821,11.0,True,False,817209882
Vinmonopolet as butikk Kragerø,973624490,817209882.0,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Kragerø,973624490,11.0,True,False,817209882
Princess avd 604 Notodden,983166946,912567508.0,11.0,Underenhet,,,,,Nordre follo,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Notodden,983166946,11.0,True,False,912567508
Partyland herkules,927137054,925171743.0,11.0,Underenhet,,,,,Lier,Underenhet til næringsdrivende og offentlig forvaltning,47.64,Detaljhandel med spill og leker,,,,,BEDR,Skien,927137054,11.0,True,False,925171743
Dressmann as avd 197 herkules,973109014,946927201.0,11.0,Underenhet,,,,,Skien,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Skien,973109014,11.0,True,False,946927201
Cubus Notodden avd 81e,974120879,939522719.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Notodden,974120879,11.0,True,False,939522719
Gina tricot butikk 429 down town,995375974,892380082.0,11.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Porsgrunn,995375974,11.0,True,False,892380082
Lindex as avd brotorvet,998656230,819282102.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.71,Detaljhandel med klær,,,,,BEDR,Bamble,998656230,11.0,True,False,819282102
Herkules euro sko,880624512,910145487.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.72,Detaljhandel med skotøy og lærvarer,,,,,BEDR,Skien,880624512,11.0,True,False,910145487
Apotek 1 Kragerø,915127568,983044778.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.73,Detaljhandel med apotekvarer,,,,,BEDR,Kragerø,915127568,11.0,True,False,983044778
"Normal Norge as avd no1136 kragerø, alti",930021962,917019738.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Kragerø,930021962,11.0,True,False,917019738
Normal Norge as avd no1132 Skien arkaden,932271796,917019738.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.75,Detaljhandel med kosmetikk og toalettartikler,,,,,BEDR,Skien,932271796,11.0,True,False,917019738
Vianor as avd Skien,972001740,935429447.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.82,Detaljhandel med deler og utstyr til motorvogner,,,,,BEDR,Skien,972001740,11.0,True,False,935429447
Collicare distribution as avd Porsgrunn,919278722,932696789.0,11.0,Underenhet,,,,,Vestby,Underenhet til næringsdrivende og offentlig forvaltning,52.211,Drift av gods- og transportsentraler,,,,,BEDR,Porsgrunn,919278722,11.0,True,False,932696789
Studentsamskipnaden i sørøst-norge mat og drikke Porsgrunn,974148668,914458811.0,11.0,Underenhet,,,,,Horten,Underenhet til næringsdrivende og offentlig forvaltning,56.11,Drift av restauranter,,,,,BEDR,Porsgrunn,974148668,11.0,True,False,914458811
Braathe as avd grenland,985025703,981933311.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,63.1,"Datainfrastruktur, -behandling, -lagring og tilknyttede tjenester",,,,,BEDR,Skien,985025703,11.0,True,False,981933311
Sparebank 1 sør-norge asa avd ulefoss,971707461,937895321.0,11.0,Underenhet,,,,,Sandefjord,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Nome,971707461,11.0,True,False,937895321
Sparebanken Norge avd Kragerø,973061518,832554332.0,11.0,Underenhet,,,,,Kragerø,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Kragerø,973061518,11.0,True,False,832554332
"Nordea bank abp, filial i Norge avd Porsgrunn",973094157,920058817.0,11.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,64.19,Banker og kredittforetak,,,,,BEDR,Porsgrunn,973094157,11.0,True,False,920058817
Siemens as avd Porsgrunn,991855475,923009108.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Porsgrunn,991855475,11.0,True,False,923009108
Tsg holdco as avd Porsgrunn,993065412,993034169.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,71.129,Annen teknisk konsulentvirksomhet,,,,,BEDR,Porsgrunn,993065412,11.0,True,False,993034169
Læringsverkstedet hjuksebø naturbarnehage AS,875323172,830873872.0,11.0,Underenhet,,,,,Ullensaker,Underenhet til næringsdrivende og offentlig forvaltning,85.1,Førskoleundervisning og drift av barnehager,,,,,BEDR,Notodden,875323172,11.0,True,False,830873872
Agere trafikkskole as avd Skien,922952779,922926743.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,85.531,Undervisning ved godkjente trafikkskoler,,,,,BEDR,Skien,922952779,11.0,True,False,922926743
Stendi as region sør bv frogner,997795210,985194653.0,11.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,87.991,Tjenester i barneverninstitusjoner,,,,,BEDR,Skien,997795210,11.0,True,False,985194653
Tango arkaden,971956585,981240987.0,11.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,96.21,Frisering og barbering,,,,,BEDR,Skien,971956585,11.0,True,False,981240987
Statnett Vinje,999249566,962986633.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,35.13,Overføring av elektrisitet,,,,,BEDR,Vinje,999249566,10.0,True,False,962986633
Varme & bad as avd Skien rørleggerforretning,988734608,991603344.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,43.22,VVS-arbeid,,,,,BEDR,Skien,988734608,10.0,True,False,991603344
Geberit as avd Porsgrunn,974168847,887046492.0,10.0,Underenhet,,,,,Porsgrunn,Underenhet til næringsdrivende og offentlig forvaltning,46.83,"Engroshandel med tømmer, trelast, byggevarer og sanitærutstyr",,,,,BEDR,Porsgrunn,974168847,10.0,True,False,887046492
Jem & fix Norge as avd Bamble,930855227,919562404.0,10.0,Underenhet,,,,,Bærum,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Bamble,930855227,10.0,True,False,919562404
Motek as avd Skien,973083708,920295932.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Skien,973083708,10.0,True,False,920295932
Ventistål as avd grenland,991120912,876859122.0,10.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,46.84,"Engroshandel med jernvarer, rørleggerartikler og oppvarmingsutstyr",,,,,BEDR,Skien,991120912,10.0,True,False,876859122
Coop sørøst sa avd 1203 coop prix skotfoss,973142313,947456415.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Skien,973142313,10.0,True,False,947456415
Coop sørøst sa avd 1192 coop prix gvarv,973142429,947456415.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.11,Detaljhandel med bredt vareutvalg med hovedvekt på nærings- og nytelsesmidler,,,,,BEDR,Midt-Telemark,973142429,10.0,True,False,947456415
Dollarstore avd Porsgrunn,930900613,921784872.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.12,Detaljhandel med bredt vareutvalg ellers,,,,,BEDR,Porsgrunn,930900613,10.0,True,False,921784872
Vinmonopolet as butikk Porsgrunn down town,921320612,817209882.0,10.0,Underenhet,,,,,Oslo,Underenhet til næringsdrivende og offentlig forvaltning,47.25,Detaljhandel med drikkevarer,,,,,BEDR,Porsgrunn,921320612,10.0,True,False,817209882
Kid interiør as 43 avd Porsgrunn,982774322,958467095.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Porsgrunn,982774322,10.0,True,False,958467095
Princess avd 142 stathelle,993965146,912567508.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.51,Detaljhandel med tekstiler og utstyrsvarer,,,,,BEDR,Bamble,993965146,10.0,True,False,912567508
Byggmax Skien,991924582,989986147.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.52,"Detaljhandel med jernvarer, byggevarer, fargevarer og glass",,,,,BEDR,Skien,991924582,10.0,True,False,989986147
Power brotorvet,973142828,922704619.0,10.0,Underenhet,,,,,Bamble,Underenhet til næringsdrivende og offentlig forvaltning,47.54,Detaljhandel med elektriske husholdningsapparater,,,,,BEDR,Bamble,973142828,10.0,True,False,922704619
Panduro hobby Skien,995368617,915024815.0,10.0,Underenhet,,,,,,Underenhet til næringsdrivende og offentlig forvaltning,47.69,Detaljhandel med kulturvarer ikke nevnt annet sted,,,,,BEDR,Skien,995368617,10.0,True,False,915024815
