Organisasjonsnummer,Navn,Antall_ansatte
927241420,Holtskog Gård,1
927262223,Kiste AS,1
927253801,Bane Nor Skien Eiendom,1
988165239,Jon G Lonar,1
988744360,Flatdal Skule SFO,1
973398415,Nome Regnskap AS,1
973143662,Telemarksavisa AS,1
988156248,Rørentreprenørenes Opplæringskontor Telemark,1
976644476,Vinje Kommune Vinje Folkebibiliotek,1
927279479,Tømrer William Christensen AS,1
927275481,Komet Netthandel AS,1
827301582,PB Tech AS,1
927297175,J-Bygg AS,1
927296535,AS Industrivedlikehold,1
927303590,Smietangen i Borettslag,1
927334895,Rørleggermester Filip Olsen AS,1
927326876,Reidulf Tangen AS,1
927373610,Bringa Vvs & Industri AS,1
927390914,Emiil AS,1
988296864,Bamble Idrettsforening,1
927381044,Villa Mo Collection AS,1
927405679,Skomaker Ismael AS,1
827400882,S&P Solutions AS,1
927447673,Bil Centeret AS,1
927445840,Graasvoll Fastigheter,1
927438720,Creperi To Be AS,1
927441357,KGT Entreprenør AS,1
927465086,Tor Jevne Service AS,1
927456745,Sameiet Skrubben Parkering,1
927499088,Ørvik Holding AS,1
927523515,Notodden Kommune Helsestasjonen - Barnefysioterapi,1
988275840,Grammofon AS,1
973112546,Senterpartiet,1
973143565,Morris Lietorvet Skien,1
988433535,Bildesign AS,1
987046112,Eiendomsmegler Krogsveen AS,1
934220668,V. Madsen Holding AS,1
987915722,Drangedal Kommune Fysioterapien,1
836062272,Stamland Servicepartner,1
936072232,Magnus Wik Transport AS,1
927550679,Investa - AS,1
927577186,Merethe Holding AS,1
927576813,ST Bygg og Rehabilitering AS,1
827601462,Kjellemyr Elektro AS,1
927624338,ABB E-Mobility AS,1
927640597,AMH Industriservice AS,1
927638134,Bufetat Sør Kartleggingsteam Ungdom,1
927645645,Golden Productions AS,1
979955057,ØKO Grønt AS,1
927640856,Bilia Norge AS,1
927664941,Eleven Points AS,1
930955531,Mjølner Bygg & Rehab AS,1
927670984,Ubri Medical AS,1
980047016,Thingstad Eiendom AS,1
980101819,Kvennhusåi Kraftverk AS,1
927680610,FM Entreprenør AS,1
927683822,TLT Mur Puss & Flis AS,1
927696762,Dalen Bil og Maskin AS,1
927714450,Bentes Klinikk AS,1
927710684,Crepella AS,1
927699427,Renomè Transport AS,1
927719630,Tvedestrand Utvikling AS,1
827722812,Flatland Multiservice AS,1
974821877,4H Norge,1
974733471,DEN Norske Kirke i Tokke,1
973068644,Wienerberger AS,1
980101274,Høgås Teknologipark AS,1
980141624,Evensen Graveservice AS,1
971767405,Riis Montasje AS,1
980121984,Byggmester Gisle Sølland,1
927726211,"Klippen Over I'En, Frisør Vollen",1
827768812,Telemark Nevrosenter AS,1
927759721,Lindheim Jordbruksutvikling AS,1
927747014,Miljø-Energi AS,1
827775282,Lastebilverksted AS,1
927809885,Urbina Tobar - Carolas Kjøkken,1
927819783,Bygningsmann AS,1
927849658,Solum Bmx,1
827866792,Telemark Fjellsprengning AS,1
927871572,Fryd Hårstudio AS,1
980207420,Subsea Services AS,1
927945029,Sannidal Dekk & Felg AS,1
927953668,Anona AS,1
927977818,SRB AS,1
980164942,Sauar Skog og Eiendom AS,1
930910651,IHZ AS,1
828005472,Mykle Consult AS,1
928039854,Lune Bygg AS,1
928039188,Fjelldalen AS,1
928037142,Tannlege Ragnhild Olsen AS,1
986706127,Interkommunalt Plankontor for Kviteseid og Nissedal,1
974076411,CC Rens og Vask Herkules,1
973793780,Drangedal Kommune Landbrukskontoret,1
980256235,Per Arne Aasmundstad,1
980245357,John Asle Homdrom,1
974733250,DEN Norske Kirke i Kragerø,1
980238806,Rue Maskin,1
980215652,Spatec Avd. Sør AS,1
936118674,Target By Beck AS,1
986529225,Bedriftshelsen Bamble (30),1
974283646,Norsk Hydro Rjukan Næringspark,1
973794957,Nome Kino,1
980277445,Byggfag Opplæringskontoret Telemark,1
980273067,Drangedal Boligstiftelse,1
983631258,Helsesystertenesta i Nissedal,1
979525206,Kragerø Kommune Teknisk Drift Administrasjon,1
980326306,Culinar Produkter AS,1
988454621,Aarbakk Maskin AS,1
972441287,Karl Larsen Optikk,1
988542342,Prosjektrelasjoner AS,1
988641693,Pt Consulting AS,1
988729485,DEN Evangelisk Lutherske Frikirke Skien Menighet,1
928049779,Byrte Barnehage,1
828086642,RS Autosport AS,1
928102173,Modern Mama Services AS,1
928104834,Ootc Productions AS,1
928136442,Advac AS,1
928167992,Tannlege Ane Marte Sletten Stamnes AS,1
928227081,Brødrene Ståland Transport AS,1
928239969,Vestfold Telemark Reiseliv AS,1
928245098,Paxpo AS,1
988793043,Gotoft Holding AS,1
828206362,Grenland Spesialistsenter AS,1
828205552,Lucky Barber AS,1
930867187,Porsgrunn Kommune,1
930881929,PIT Invest AS,1
988879002,Sverresgate 13 AS,1
830908552,Flislegger Tomas Holm AS,1
830905502,Soly Service AS,1
928205800,Telemark Gulvsliper AS,1
971850612,Ljosland Musikk AS,1
971657545,Amundsen A Skotøyforretning,1
978630723,NAF Øvningsbaner,1
988864544,Zapp AS,1
988832790,Grenland Eiendomsmegling AS,1
974730316,Nissedal Lensmannskontor,1
986899677,Tokke Kommune Fritidsklubber,1
973119982,Eiva-Safex AS,1
988750476,Seljord Kommune Teknisk Avdeling Vassverk,1
988831867,Saga Regnskap og Rådgivning AS,1
928282422,Grep Grenland AS,1
928285588,Edyta-Vask Rent og Pent Edyta Monika Sliwinska-Maj,1
988809713,Kongshem AS,1
928314995,Vesterdal Anlegg AS,1
988918997,Aktiv Rørpartner AS,1
928341976,Breitind Forlag AS,1
928334902,Embaye Taxi,1
928352528,Kenneth Nilsen Transport AS,1
928374556,N-Øye AS,1
928416690,Ildvorn AS,1
928406857,Gaarder Invest AS,1
928424235,Alfheim Consulting AS,1
928440982,Frier Vvs AS,1
928460800,Montering AS,1
928460355,Råmunddal Skogsdrift AS,1
928455378,SB Nordic AS,1
933698734,Medina AS,1
828481762,AEK Invest AS,1
928494020,Garatunet AS,1
988975001,Savicon AS,1
972330922,Kokkersvold AS,1
989180215,Espelund Holding AS,1
989096052,Telekom Eiendom AS,1
989302450,Jpt Utvikling AS,1
989281321,Fiskerne Nilsen AS,1
972365300,NCC Industry AS,1
974709260,Mantena AS,1
989501267,Würth Norge AS,1
989357379,Handelstorget Tannlegesenter DA,1
972036234,Lia Sagbruk AS,1
981640128,Coco Skien AS,1
928517608,Rønning Maskinservice AS,1
928517101,Tatte AS,1
928516482,Skien Kjøttforretning AS,1
928531767,Takstmann Olav Øyen AS,1
928527697,Royal Transport Sanem Araz,1
928549208,Partyland Brotorvet,1
828552902,Rørlegger Helleberg AS,1
989313789,Lascala Consulting AS,1
928572609,Elektropluss Telemark AS,1
928601706,Miho AS,1
928599655,Systems Resource Lab AS,1
928616479,Skien Kommune Teststasjon,1
989427288,Redningen Eiendom AS,1
928611345,Grenland Assuranse AS,1
928633152,Tømrer Steffen Sørlie AS,1
928646564,Via2 AS,1
930805270,Ramberghjørnet Holding AS,1
930799564,Aasgrav - Personlig Trening og Fysioterapi AS,1
928651118,Iso Tjenester AS,1
928675378,Rørlegger Bergan AS,1
987723947,Siljan Kommune Psykiatri,1
988750484,Seljord Kommune Teknisk Avdeling Avløp,1
974096129,Loe Rørprodukter AS,1
974551063,NAV Drangedal,1
975292525,Bamble Kommune Oppvekst Administrasjon,1
872994122,Skien Hudpleie,1
973793802,Drangedal Kommune Avløpsnett og Avløpsrensing,1
989433369,Oleas Hus,1
982856396,Studentsamskipnaden i Sørøst-Norge Bolig og Helse Notodden,1
975278689,Brunkeberg Oppvekstsenter,1
989483625,Lappelises Quiltestue,1
990315159,Manpower Staffing Services AS,1
989534602,Nordic Hosting AS,1
989524755,Grenland Blomsterdrift AS,1
928690288,Hybridized AS,1
928688429,Telemark Motor Service AS,1
928737136,E-Lønnebakke AS,1
928730484,Kjl-Consulting AS,1
928721221,Fryda AS,1
933688828,Volt Down Town,1
928780856,Circumflex AS,1
833681192,Arkitekt Kristine Glenna Kragset AS,1
928794040,Austad Bilpleie AS,1
928791084,Markisebedriften Skien AS,1
928819469,KRT AS,1
828829602,Erlend Takle Nesland,1
928827151,Alan Eiendomsinvest AS,1
928845745,Flora Botanica AS,1
933690342,Chi Chi Restaurant AS,1
928853381,Cosmin Bygg AS,1
828854062,SKH Elektro AS,1
930750174,PK Øverdal AS,1
930748854,Psykologspesialist Ssb AS,1
930747580,Cervi AS,1
930740659,Vinduspusser Joakim Larsen AS,1
930771791,Hjartdal Frivilligsentral,1
930763853,Fotograf Renate Madsen AS,1
930780286,Buen Maskin AS,1
933686523,Fjordgløtt Trevare AS,1
928874036,Alltid Betong AS,1
928882535,Vitalijus Judzentis,1
928915638,S38 Consulting AS,1
928913171,GVU AS,1
928912531,Atdetgårann AS,1
928890740,Robust Kropp og Helse AS,1
928896455,Endless Pole Studio AS,1
989591053,Union Plastic Industries AS,1
989587668,Murer Lasse Johnsen AS,1
989614444,Galleri Nicolines Hus AS,1
928969363,Era Biocarbon AS,1
928969355,Tempo Investering AS,1
928969142,BIG Kahuna Holding AS,1
989609556,Rauland Invest AS,1
928980359,Clean Ammonia Porsgrunn,1
928999998,Sand Montasje og Service AS,1
930702889,Afifa Alahmad,1
930719005,Bytelab AS,1
930726893,Porsgrunn Kommune Hjemmetjenesten Øst/Vest,1
930726281,Dansken AS,1
930724742,Rjukan Synssenter AS,1
929023633,Lakkspesialisten Skien AS,1
989655469,Sras AS,1
973143484,Norsk Scania AS,1
989647415,Dykk og Betong AS,1
987182067,Nordic Road Services AS,1
989720252,Edvin Tveiti,1
874733512,DEN Norske Kirke i Nissedal,1
989771418,Ario AS,1
989767577,Madi Invest AS,1
989764896,Seljord Elektriske Eigedom AS,1
989836102,Splint AS,1
929062663,Vestmar Vei og Vedlikehold AS,1
929074513,Strikkelåven AS,1
929073010,Chauffeur Trafikkskole AS,1
929076036,Madsens Fire Flate AS,1
829121212,Broma AS,1
989831135,Fotograf Danny Twang AS,1
929172329,DN Thaimassasjeogaromaterapi,1
989821849,Telemark Urtebrænderi,1
929177371,Nan Wan House AS,1
929177061,Akkerhaugen Kiosk og Gatekjøkken,1
929176790,Kurt A. Anderson AS,1
929174933,Chuan Chim Thai Food AS,1
829201712,Hagetjenester AS,1
929224752,Mjva Import AS,1
929218868,Berge Anlegg og Utleie AS,1
929219562,T. Dorholt Maskin AS,1
930701726,MM Transport og Vedlikehold AS,1
930694673,Madsen Visuals AS,1
929227158,Auto365 AS,1
929225953,Leonardsen Bil AS,1
929250893,Torgeir Luraas AS,1
973482009,DEN Evangelisk Lutherske Frikirke,1
990010013,Nortømmer AS,1
982588405,Statsbygg Sør Høgskolen i Telemark Bø,1
873108282,Onninen AS,1
891019092,Viken Eiendomsmegling,1
989840568,Hytte Og Anlegg AS,1
876643952,Siljan Kommune Helse Administrasjon,1
933651924,Storm-Bygg AS,1
978619703,Formue Norge AS,1
929262328,Berg Nettsystemer AS,1
929275640,Antikk Duestien AS,1
929287010,Pool Works AS,1
929284828,Northern Data Nor AS,1
933656535,Mengistu Taxi,1
929317246,Håkon M Solheim Siv.Ark AS,1
929353633,Advokatfirmaet Eurojuris Telemark DA,1
929340973,KMG Gebreyesus Taxi,1
929360087,Advokatfirmaet Marqvardsen AS,1
929359747,Advokatfirmaet Kostveit AS,1
989923951,Tømrer Bjørn Nicolaysen AS,1
929387589,Mohac AS,1
989957732,Jih Graveservice AS,1
929373774,Porsgrunn Kommune Familiehelsetjenester Ergoterapi,1
829384612,Trygt AS,1
929385179,Samhold Rørmontasje AS,1
929385357,GS Stålbygg AS,1
929405943,Alti Forvaltning AS Alti Lietorvet,1
829384302,Tolga Tezer Taxi,1
929421965,Autostrada X AS,1
929419863,Betong og Anleggsteknikk AS,1
830607242,Telemark Regnskap AS,1
930635790,Grenland Energispar AS,1
989947893,Saxeriet AS,1
973160664,DNB Bank ASA,1
834268752,NYE Reco AS,1
988069701,Vinje Kommune Vassanlegg,1
974609487,Kviteseid Kommune Folkebibliotek,1
974548704,Feiertjenesten i Tinn,1
973112732,Bondelagets Servicekontor AS,1
971761385,Saastad Ø Ur-Optikk A/S,1
979550863,Argus Blikk,1
874608572,Nome Kommune Skole- og Barnehagekontoret,1
979579942,Hjulius Skien AS,1
983466672,T Midgaard & Co AS,1
930632341,Wolckmar Bygg AS,1
929429494,Kragerø Hus og Hytteservice AS,1
929425227,BBF AS,1
929455371,Dyranut AS,1
929438132,Lam AS,1
929455177,Ulveseth Media AS,1
929476220,Polarfeed AS,1
929476336,Di Consulting AS,1
929482077,Road Rage Custom AS,1
829507242,Wahlstrøm Regnskap og Rådgivning,1
929501594,Asap Media AS,1
929512359,Booktech AS,1
979569165,Bjønnes Charter Rederi AS,1
929548388,Optimal Brannsikkerhet AS,1
929561473,Mahamed Taxi,1
930576867,Sørøst Brannsikkerhet AS,1
929583566,Bygg Faktum Øst AS,1
929597206,Gulset Bilvask AS,1
929637755,Bjørka Kreativt Verksted AS,1
979554575,Norbras AS,1
929640624,Chef Service AS,1
929640748,Smartout AS,1
929639847,Advac Production AS,1
929638522,Vassfall AS,1
973111051,Landsorganisasjonen i Norge Lo Vestfold og Telemark,1
979670966,Den Lille Sorte AS,1
988845434,Kviteseid Kommune Landbrukskontoret,1
987724048,Siljan Kommune Fysioterapi,1
979641729,Airprosjekt AS,1
979748353,Ann Kristin`s Salong Ann Kristin Kleiv,1
979732821,Vilde Katrine Aase Omnes,1
929664884,Builder AS,1
979731108,Kalstad Utvikling AS,1
829688352,Bekhus Anleggsservice,1
929688023,VEF Transport AS,1
929687884,Devrim Ates Transport,1
929715004,Kjuketek AS,1
929719042,Notodden Zoo AS,1
829743752,Kiro Holding AS,1
929753364,Otters Bil AS,1
929766628,Layan Frisør AS,1
929817613,Stauper Environment AS,1
929815688,Carlstad AS,1
930514691,Sparebankstiftelsen Skagerrak - Bamble og Kragerø,1
979794681,Stage Backline AS,1
979857454,Agnar AS,1
929835190,Vestmar Smart Repair AS,1
829870932,Leoma Invest AS,1
829870142,John Buen AS,1
829868202,Bravebu AS,1
829866862,Skien Bilformidling AS,1
929874994,Naderia AS,1
974551101,Drangedal Kommune Administrasjon og Teknisk Forvaltning,1
973144340,Lidvard Arvesen AS,1
974609126,"Hjartdal Kommune Adm Sektor for Helse, Sosial og Omsorg",1
979814224,Refsdal Treindustri AS,1
979884222,Kjell M Håkonsen AS,1
888066632,Edland Skule,1
974568802,Bamble Kommune Barne og Familievern Administrasjon,1
979883641,Byggmester Bent Olav Søli AS,1
979737661,Bamble Frvillighetssentral,1
929892364,Campino Pizza og Grill AS,1
929912209,Søderberg & Partners Wealth Management AS Porsgrunn,1
991480315,Vinmonopolet AS Butikk Ulefoss,1
989386190,Hydroscand AS,1
974733501,DEN Norske Kirke i Fyresdal,1
934209559,R Madsen Holding AS,1
930194565,Santi Consulting AS,1
930198536,Sankti AS,1
930225649,Lunde Grill Zakheil,1
989978799,BH Dahlen Kran & Transport AS,1
930223735,Telemark Pukk og Grus AS,1
830245782,T Claussen Holding AS,1
930249483,Helene Celine Holding AS,1
930249041,Madspusseropp AS,1
930263982,FTB Invest AS,1
930261017,NAV Hjartdal - Sosialtjenesten,1
930269174,Sadoun Barbershop AS,1
930311650,MMO Utvikling AS,1
830304932,Kragerør AS,1
930321141,Bostrak Bilservice AS,1
990020809,Angravli Hyttegrend AS,1
930339164,E3 Energi AS,1
990125910,Haugen Bygg AS,1
930323284,Amedia Annonse Telemark og Agder AS,1
930323276,Amedia Annonse Telemark og Agder AS,1
930323268,Amedia Annonse Telemark og Agder AS,1
990086877,Lia Aktivitet- Og Hytteservice AS,1
930375527,Havbris Bygg,1
990082014,Heimvegli Hyttegrend AS,1
830453652,ISS Facility Services AS,1
930392049,3By3 Norway AS,1
972021709,Skarpenord Corrosion AS,1
975292517,Siljan Kommune Oppvekst Admin,1
990072965,Gulliksen Profil og Event AS,1
983305628,AS Rjukan Forretningsbygg,1
983304613,H. Gonsholt AS,1
983311644,Vaagen Tomteselskap AS,1
990171548,Martinik AS,1
990152160,Green Business Norway,1
983341845,Tømrer Arne Stensrød,1
983323804,Easy Roller AS,1
984312245,Ragn Sells AS,1
933977064,Mester Bygg Øst AS,1
933975762,Industriuka AS,1
933990338,HS Consulting AS,1
934007522,E.K.Bygg AS,1
982642264,Jens Per Johansen Eiendom AS,1
982653398,Åmot Bilservice Eiendom AS,1
982678188,Vemund Skafså Bjørge,1
982670497,Arctander Tom Roger,1
982665604,Gamle Meieriet AS,1
982663237,Arvid Mattson Agenturer Arvid Mattson,1
982689805,Liegata Frisørsenter AS,1
982685893,Jon Ålykkja AS,1
982768446,H. Hovden AS,1
990214905,Telemark Skifer- og Naturstein AS,1
982761468,Prestål Eiendom AS,1
982751853,Cafe Kopp Catering AS,1
982748623,Galleri Grindbakken AS,1
982835909,Telemark Kompetansebygg AS,1
982863872,Atelier Grøstad Arkitektur AS,1
982862914,Jens A Schou Mek Verksted AS,1
934012690,Telekom Ekspert AS,1
934029682,Skinmo AS,1
982921279,Roheim Sag og Trevirke AS,1
988439959,SFO Sauland,1
936475027,Wilhelmsen Rådgivning,0
973142011,Unicon AS,0
973144693,Linkjendal Bilforretning AS,0
936498361,Konsulent Thorsen,0
936474489,Hafstens Hage og Teknikk,0
936474144,Beinfritt Gjerald,0
936480586,Youngsters Digital AS,0
936477224,Gremium Nomads Oslo,0
836477162,Aktiviteter for Alle,0
936446116,Ægir Group AS,0
936451918,Konsultasjon Selstø,0
936451500,Neverdal Blikk,0
936451497,Theotek AS,0
936451233,Wetterloew,0
936451160,Mia Jbara Tech,0
936451004,Indre Kraft Hypnoterapi Lawniczak,0
936442609,Konsulent Tjønneng,0
936460127,Anna Lisa Ariyayi,0
936459943,Klangwerk AS,0
836459962,Telemark Steinindustri AS,0
936460402,Støen Service og Fritid AS Konkursbo,0
936458963,Sameiet Sjådamveien 55,0
936457711,Marta Logina Konkursbo,0
936455441,Sti Gård DA,0
936452736,Brillane AS,0
936457428,Merze AS,0
936456383,Pumputis,0
936455484,Moen Anlegg,0
936454879,Soilvation AS,0
836461452,TG Promotion Ved Grave,0
936461042,Aa Rønning Dekor,0
936460933,Cyrustwo AS,0
936460755,Pulse Projects,0
930425311,Gunlaug Aalandslid,0
930424919,Bjørn Pedersen Brauti Legekontor,0
930424692,Eikhom Signe Grethe,0
930424323,Jore Jon Helge,0
930424277,Kowalski Berit,0
930424013,Tor-Arne Moen Billedkunstner,0
930424005,Turid Anita Løite,0
930423297,Øygarden Halvor A,0
930428221,Pål Mathisen Eiendom ANS,0
930428159,Ingebjørg Hestetun,0
930427527,Barthold Vonen,0
930427268,ACT Initiativet Arnt C Teigen,0
930426776,Ole Johnny Hansen,0
930426768,Brita Been,0
930426717,Hans Erik Jenssen Lydteknikk,0
930426350,Itfakultetet.No Terje Berg-Hansen,0
930432067,Anne Stabell,0
930431087,Torolf Eid,0
930431001,Arild Otto Nålby,0
930430587,Prosjektservice Reidar Skogheim,0
930430064,Holmberg Familieterapi,0
930430048,Marie Klever Bøye,0
930429120,Dommen Philipp,0
930428329,Unni Løken,0
836492552,Rudskjær AS,0
930434930,Larsen Produksjoner,0
930434841,Imran Malik,0
930434833,Torhild Grøstad,0
930434418,Technopool Inger Lise Saltvig,0
930434132,Stian Johansen,0
930433853,Lingua Språkassistanse Hilde Beate Lia,0
930433594,Morten Tefre,0
930401250,Ari Eiendom AS,0
930400351,Terba Holding AS,0
930400238,Finmark Live,0
930399426,Rauland Alpakka,0
930398586,Normed AS,0
930397806,Sondre Døli Holding AS,0
930396362,Kari Lise Høgseth - Sangeren,0
930394033,Åsvika Utvikling AS,0
930413739,Aas Music,0
930413364,Joo Invest AS,0
930413046,Leneamusic Lene Andersen Vinje,0
930412813,Ingvild Flottorp,0
930412317,Lietorvet Boligutvikling AS,0
930409030,Alexander Cadden Tenor,0
930405329,Arai Eiendom AS,0
930402591,Lars Erik S. Øygarden,0
930419494,Pbbl Bolig AS,0
930418994,MSS Milanka Stevanic-Sarenac,0
930416568,Severinsen Lege,0
930416495,Polldalen Gård. Anita Sørensen,0
930415758,Vestfold Property AS,0
930414719,Paul D Nordby,0
930414328,Øp-Holding AS,0
930413836,Høydalen AS,0
930422908,Fjeld Jan Halvor,0
930422584,Arve Levang,0
930422487,Rønning Dag Roar,0
930422126,Telemark Energi Produksjon AS,0
930421677,Hihn Corpo Terapi,0
930420786,Milekåsa Holding AS,0
930420735,Tor Erik Baksås,0
930420115,Bendik Vatne Kunst og Design,0
930461180,Midt-Telemark Turn,0
930451703,Lønnebakke Eiendom AS,0
930451495,Lysebo Undervisning,0
930450545,Resort Invest AS,0
930449903,Kaki International Trading Corporation AS,0
930449636,JK Hus AS,0
930448168,Buerhaven Trinn 4 AS,0
930446777,Vebjørn Guttormsgaard Møllberg,0
830454292,Dreams Beauty AS,0
930384550,Helgen Hundeskole AS,0
930382426,Thon Landbruk og Hest,0
930378801,Kragerø Live!,0
930378348,Night of Worship Grenland,0
930376418,Møller Sveis,0
930466530,Nordtagg AS,0
930462489,Sameiet Chicgården,0
830396802,Merete Løndal,0
830394842,Nils Angard,0
930457876,Discover IT By Nina J Steinmoen,0
930456411,Fa Drift AS,0
930456195,Notodden Pride,0
930455482,Lepperød Invest AS,0
930453978,Thowsen Holding AS,0
830455442,Telemark Gull Senter AS,0
930393916,Talerstol Gro Jørgensen,0
930393088,Cathrine Meen Frønes - Vildekraft,0
830447482,Psykolog Avantis Tina Avantis Johnsen,0
830430202,Per Anders Buen Garnås,0
830423532,Sønderland Olav O,0
830423222,Jan Hallvard Lia,0
830413952,Olavsgate Utbygging AS,0
830399992,Pancom Utvikling AS,0
930371610,Tonje Stenseth,0
830378642,Barracuda,0
830372792,Skien Legoklubb,0
930367915,Lipodemlivet.No Olsen,0
930358770,Nybuåsen Borettslag,0
830357742,Stathelle Apotek AS,0
930351784,Adrian Hermansen,0
930351776,Psykolog Solstad,0
930436607,"Telemark Menighet, Det Evangelisk-Lutherske Kirkesamfunn",0
930436402,Linken Holding AS,0
930436208,M3 Media AS,0
930435708,Gunny Brørby,0
930435317,Karoline Kaaber,0
930435295,Fyresdal Sag og Bygg Holding AS,0
930374415,Thomas Ødegaarden Xcs,0
930372692,H&H Gruppen AS,0
930441899,Galleri Liv Solberg Andersen,0
930441317,Per Espeland,0
930441198,Agnes Guttormsgaard,0
930441171,Rita's Fotterapi Suldal Rita Kastet,0
930439703,Akademikerbonden AS,0
930437271,Lampeland Utvikling DA,0
930436836,Lillefjære Invest AS,0
930436682,Henriette Invest AS,0
930446696,Something Else Porsgrunn Ljådal,0
930444626,Annecken Schriwer Rosland,0
930444510,Eikeland Fotterapi,0
930443824,Anders Holen,0
930443700,Ab-Designe Borgan,0
930442666,Eikvika Utbygging AS,0
930442623,Maj-Gret Gaupås,0
930442348,Xo Management,0
930281549,Villand Veglag,0
930279862,Rønningsland Skogsdrift DA,0
930279773,Thea Glittum,0
930277797,Kim Richard Larsen Konkursbo,0
930277282,Talseth Produksjon,0
930273961,Magnar Haugen,0
830277692,Myra-Bekkevikveien,0
930269050,Shepp Eiendom AS,0
930304166,Kragerø Inp,0
930302139,Reinsviki Foto,0
930299383,Sannidal Polentur Høsten 2025,0
930298735,Vinje Jaktlag,0
930289418,Unik Elises Design Høgli,0
930286958,Steinsland Gård Øystein Rugtveit,0
930285293,Stiftelsen Karma Nepal,0
930283916,Museumsnettverket Soga,0
930326348,Uno-X Menstad,0
930325252,Jon Aarbakk Rådgjeving AS,0
930322822,SK Spring 08 Fotball,0
930318337,Broby Entreprenør,0
930316865,Herreselskabet,0
930315109,Notodden Arbeiderparti,0
930312746,Vannforsyning 3 Arbuneset,0
930305170,Bjurholt AS,0
930351571,Flerkulturell Ungdomsorganisasjon i Agder,0
930351407,Flerkulturell Ungdomsorganisasjon i Norge,0
930342017,Petersborgvegen 35,0
930341673,WOW Beauty Zinoveva,0
930340782,Sifi Trading AS,0
930338494,Yoga Med Marianne Rognlien Røine,0
930332569,Gaustahytten AS,0
930327018,Skotfoss Matutdeling,0
930236977,Midt-Telemark Husflidslag,0
830232702,Grenland Forsamling,0
930233897,Agent Chehab,0
930228249,Eierseksjonssameiet Kirkegata 28 A-C,0
930224588,Cotton Candy AS,0
930220531,Andreas Lie Anlegg & Transport,0
930219215,Bilbros AS,0
930218863,E-Education Odden,0
930248460,Lofthus El-Tek AS,0
830251812,Nea 1 Eiendom AS,0
930247200,Torshølvegen 18 Seksjon 15 og 16 AS,0
930246255,Liegata 19 AS,0
930244694,Din Service Mann Pål Isaksen,0
930241946,Tinngata 24 Borettslag,0
930240265,Ja-Bygg og Bad AS,0
930238651,Bjugn Vaktmestertjenester,0
930255688,Nina Christina Pedersen,0
930255335,Vesethaugen/Vedlikehold,0
930254363,Vesterdal Karosseri,0
930253723,Trond Ness Pedersen Holding AS,0
930253057,Sjel Til Sjel - Marianne Jenssen Skifjeld,0
930251119,Bakken Nærmiljøsenter,0
930250589,Gullbringvegen 10 AS,0
930249084,Telemark Blåseisolering AS,0
930268941,"Partiet Sentrum i Notodden, Midt-Telemark og Nome",0
930268585,Skjelsvik Bi Gård - Amlie,0
930268305,Daniel Sundkvist Blogger og Forfatter,0
930265373,VDE Holding AS,0
830272682,Høgli Graveservice,0
830261842,Autorisert Fotterapeut Martine Oland,0
830258582,Fotoner AS,0
930258350,Minea - Mia Karoline Moss,0
930188069,Lindgrens Glad-Trim,0
930187372,Måsafjell Hytteforening,0
930185175,Ingeborgs Hage Borettslag,0
930173436,Slemdal/ Stensrud Distribusjon,0
930173002,Tangen,0
930171409,Haig AS,0
930161837,Lycan Management AS,0
930161241,"Arnstein Sunde Idrettsfysiologi, Ski og Trening",0
930193224,K Vreim,0
930192643,Muleåsen i Borettslag,0
930192198,Movation AS Konkursbo,0
930191515,Klyve Fau,0
930191434,Frank Øverbø,0
930191094,Calma Holding AS,0
930190683,NOK Skjelsvik Thaimassasje,0
930189901,Sagstugo 1 Borettslag,0
930200026,TE Service AS,0
930198501,Hildes Mk Bergheim,0
930198412,Telemarkjournalistene Andersen,0
930195863,Johnny Gulliksen Bygg & Kjøkken,0
930195685,Johnsen&Grønvold Renhold DA,0
930195383,Birtedalen Kraftverk AS,0
930194514,NTK Byggtjenester,0
930193968,Glassmestergården Borettslag,0
930217328,MMB Eiendom AS,0
930211818,Kåsa Viltbehandlingsanlegg V/ Kjerstin Lia,0
930211788,Hegna-Eiendom AS,0
930208485,Klesan Eiendom AS,0
930204714,Sameiet Klosterøya Vest Garasjer 4,0
930203173,Easyjetski AS,0
830211942,Syklistforeningen Grenland/Telemark,0
930202193,Rullgardin Racing,0
930115460,TFH Eiendom AS,0
930111562,Tekna Vestfold Avdeling,0
930111287,Gautefallheia Discgolfklubb,0
930110574,Lammert Altena,0
930110272,Sachnowitz Vei 12 AS,0
930108421,Marita Kristoffersen,0
930107379,Hero Kompetanse Skien,0
830110402,Fossum Fiske Bjørn Jon Fjeld,0
930141631,BK Investering AS,0
930141100,Tannlege Maria Anita Ståland,0
930140376,Bygg og Takst Magne Jonassen,0
930137707,Linjeforeningen Skape,0
930131938,MIM Eiendom AS,0
830136622,Nea Holding AS,0
830134832,Uno-X Heistad,0
930127612,Underhuset - En Kulturkjeller,0
930149365,Røsæg Flisespikkeri,0
930149284,S4 Gruppen AS,0
930149187,Adan Taxi Tjenster,0
930149063,Janne Løken,0
930147796,Brekkeby Hage Borettslag,0
930147559,Porsgrunnsvegen 367 Borettslag,0
830150382,Samholdvegen Veglag,0
930142468,Aa Jore Consult,0
930160385,Seljord Maskinutleige AS,0
930157899,Ole G. Plassen Vegservice,0
930157767,Teisner AS,0
830164642,Norspaces AS,0
930151882,Krarup Nilsen Consult,0
930151009,Asset 40 AS,0
