Organisasjonsnummer,Navn,Antall_ansatte
951064378,S- design solveig myrtrøen,0
974697513,Heddal saum taletta ljosland,0
995095114,Marit jensen,0
915801900,Bjørk studio nina eikerol,0
918814752,Ruta jørgensen,0
919830794,Løv design AS,0
923016058,Dalebutikken AS,0
927832313,Grete liv eriksrød,0
928080285,Skien systoge shpresa gashi,0
928992462,Ingers systue AS,0
931321056,Bunad og bøll da,0
932902559,Madebyninam dahl,0
981151208,Sveinson tove ann,0
998255481,Åse ingebjørg flo heggem,0
831642882,Pia bruun,0
832221392,H-art hanne moen,0
833794582,Breivik saumastøge,0
911894157,Mariette AS,0
913987756,Veslegull ingunn holmegård,0
915216633,Bunad søm av ingunn tveit,0
916912153,Bunad hilde AS,0
916984332,Sydama AS,0
917218404,Skorstøl gård bunad og møbelverksted,0
917836256,Alis systue ali al-ahmad,0
917985944,Anne carine dahl borkamo,0
922094632,Elvira søm anne elvira haugen,0
924340045,Tran systue,0
928175987,Ak lundeberg søm og hobby,0
928523780,Zalmay rahimi afghansk skredder,0
928532445,Frk. arneberg,0
932136457,Å. johnsens nål og tråd.,0
932695855,Breivik b.a.k søm,0
934129229,Studio mimikry AS,0
934174690,Charlotte pedersens søm,0
934649036,Håndverk og broderi av aksonova,0
935200504,Stubberød design,0
935625475,Karlsen bunadsvev,0
935855330,Heimsaum ved silje bringsvær karlsen,0
936073190,Bymalinoe - malin eikåsen,0
965881875,Syrommet v. anne-grete gulliksen,0
970046437,Bjørgs systoge bjørg gaulin,0
970157921,Inger petersen,0
970158332,Anne elisabeth langeland,0
971009683,Chic modellsøm torhild staurheim,0
979463235,Sycompagniet anne lise holte,0
981150236,Anne irene wang,0
989112279,Husholding AS,0
989162624,Gerd nordahl søm,0
993832979,Hjemmeflid hege gran,0
994769197,Marisøm rogn,0
995839962,Bunad i v/ olav valen,0
957484603,Skinnbua karin haugland pedersen,0
957611214,Gun vik skinnklær,0
923276696,Bunadsbeltebua AS,0
934364902,Langvæg tekstil,0
972422266,Si ka design v/sigrunn karlsen,0
976497023,Anne britt westlund olsen,0
992511338,Bunadsbeltespesialisten - haugland,0
993426601,Eva hammer,0
920938698,Ronja revilla fagerheim,0
928886999,Ingunn eide,0
983885713,Telemark salmakerverksted sigurdsen,0
836037022,Telemarksko as tvangsavviklingsbo,0
936390846,Wollenberg invest as tvangsavviklingsbo,0
875886452,Olav kvålsgard,0
914427266,Taxerås stokk og stein,0
914762464,Norsjø sag & høvleri a/s,0
926503863,Strand sagbruk,0
927777959,Andreassen sag,0
927841169,At industrier AS,0
928097404,Stubberød gård,0
931938274,Kåvedjuvet sag og høvleri v/ per ivar magnushommen,0
932869799,Kims handycraft/kim remi højklint,0
933119041,Veum sag og utleige AS,0
961232503,Tinn mobilsag arild tollefsjord,0
964633495,Haugland sagbruk ans,0
969223759,Halvor p skoe,0
970046208,Buer espen langangen,0
970295399,Mandt hans mikkel,0
970313648,Dal sag nils farsjø,0
970342990,Thors aage,0
970438912,Hustveit sag,0
971009942,Refsalen jon kristian,0
971195096,Rekaa sag & høvleri ans,0
974539853,Ingrid faane roe,0
982904870,Roheim sag og trevirke AS,0
987984538,Fyresdal sag og bygg holding AS,0
989299611,Geir abrahamsen,0
993414816,Kroken ved og anlegg pedersen-aakre,0
998345561,Torkild kaasa steinskotet,0
998593336,Bøgrend sag AS,0
999102522,Odd svein løvåsen sagbruk og småhusproduksjon,0
912352951,Elisabeth kristin realfsen,0
981926269,Drangedal laft- bustrak ufs da,0
988350842,Stigen sag og høvel,0
989233661,Dal bruk AS,0
879577802,Knut jørgen tørnes våle gård,0
915796192,Rinde trappa AS,0
926192957,Ajer og nilsen AS,0
933667669,Fjordgløtt trevare AS,0
934155270,Kragerø glass og ramme as konkursbo,0
964301654,Nissedal bygg og laft ans,0
969966530,Halvor roheim,0
970439765,Heddal hytter ans,0
979940440,Gjermund eklund snekkerverksted,0
982761891,Hauglid trevare audun hauglid,0
984851545,Telemark treindustri AS,0
987228180,Kleppo trevare AS,0
992090731,Søren lorentzen trevare AS,0
998564697,Moen. AS,0
999229352,Buen hytter AS,0
955695763,Vinger verkstad tormod knudsen,0
819523142,Dahl tre & ved,0
927065371,Ralle produksjon,0
928978923,Ness ved og utleie,0
929062086,Telemark peisved da,0
931947109,Folkestad ved & kløyv,0
932404826,Sandvik vallekjær,0
933787931,Nils petter andersen,0
933929973,Magne høyseth,0
935176050,Ole andre kløverød,0
971649291,Ola angard,0
981331125,Alf solheim,0
983744303,Tellef eriksen,0
928868958,Nyland trevarefabrikk AS,0
869964042,Snekkeriet,0
885066232,Ramme forum ole thorstensen,0
924451432,Atelier vaagland,0
925693200,Waahlberg handel,0
928536734,Rut fjågesund,0
931322117,Bråten husflid hoogland,0
935817056,Mats jacob vestmoen thorsen (enk),0
936144551,Embrik ødegård,0
936442862,Aktiv lek as konkursbo,0
955811704,H bentsens brukskunst,0
959552673,Loftsgardstunet treskjerarverkstad og utleigehus,0
970439315,Ellen øygarden,0
977454867,Midgaard eiendom AS,0
996936708,Aktiv lek AS,0
970946209,Magnus venneforeningen,0
882606082,Imagemen ans,0
890920012,Det lille trykkeri - einar halvorsen,0
919751258,Viktig melding AS,0
932313405,Wallprint Norge AS,0
935898986,Dokka print,0
946673641,"Notodden trykk & reklame, ole bjørn kaasa",0
953735733,Holtskog nyhuus design ans,0
953896303,Stavern grafiske pål sverre gunnæs,0
957903592,Klebetekst AS,0
971010223,Ltb v/halvor halvorsen,0
983231756,Bakkerudsartbunker thomas bakkerud,0
986076670,Reklamekatalogene Norge da,0
989750453,Kartfirma helge gisholt,0
997083210,Grenen digitaltrykkeri AS,0
915901220,Screen graph AS,0
925517364,Ina skiebe grafisk AS,0
979270828,Hartenstein medieprosjekt,0
979348827,Petit grafisk AS,0
979647247,Terje andersen,0
980286851,Gita s norheim,0
980427692,Nordic image rue,0
946883026,Asbjørn j. hansen a/s,0
930689386,Bio jæren AS,0
971073543,Bø jordprodukter ole sigmund sønstebø,0
923533559,Colocem AS,0
911851229,Saapeverket anne jorunn strand,0
927843528,Brendeland havblikk,0
929608585,Cornelia meyer pro,0
935494176,Vindheim såper,0
913462548,Norwegian people AS,0
921385161,Sophi austad,0
933840077,South products,0
914493234,Mebto AS,0
915104746,Vip Norway AS,0
934752724,Bioenvision technology as konkursbo,0
927191466,Teikneskule den late hollender AS,0
929934547,Denkra AS,0
984857888,Kragerø tablettproduksjon AS,0
996488888,Norsk ribreparasjon da,0
935383625,Frøken fender hansen,0
930945722,Sveinung t espedalen AS,0
933209075,Easyplug AS,0
935616875,Sveinung t espedalen as tvangsavviklingsbo,0
935629314,Plastinor as konkursbo,0
979821131,Zonic AS,0
991481613,Sprossefabrikken grenland vidar trohaug,0
832723452,Oldroyd holding nye AS,0
924990023,Bluegreen visions AS,0
932255316,Bluegreen visions ii AS,0
917815429,Telemark skilt AS,0
922759618,Pe sveis AS,0
929605748,Advac production AS,0
933242110,Droptag AS,0
984370377,Acapulka AS,0
989575589,Union plastic industries AS,0
928654338,Hybridized AS,0
980237184,Glassblåseriet anne-mari v syre,0
930932515,Keramikkgården jahnsen graver,0
933391469,L. kristiansens keramiske verksted,0
934421132,The pink bench by kristina seemayer,0
970945016,Svalastog gerd e danbolt,0
976844114,Nina design nina hovde,0
990793883,Keramikk studio aga anne guri andresen,0
928180433,Alltid betong AS,0
932705966,Maksym protskiv,0
934326504,Fedir anisimov,0
937589719,Grenland stenindustri samir badlissi,0
957303668,John brommeland & co ans,0
974496658,Eriksrød stenhuggeri AS,0
979378726,Kragerø stenindustri AS,0
813003252,Isola holding AS,0
911837579,Rs solutions AS,0
989213083,Niras holding AS,0
927991292,Cappelen holding AS,0
990759529,Ulefos holding AS,0
977537037,A m andersen metallstøperi helge andersen,0
935689449,As ulefoss mekaniske,0
999215750,Finnjo AS,0
894832002,Beslagexperten AS,0
936142389,Safe exit as konkursbo,0
936390536,Frontal aluminium as konkursbo,0
950428554,Ralle AS,0
959957592,Frontal aluminium AS,0
994084291,Safe exit AS,0
999212905,Safe exit eiendom AS,0
934615999,Telemark kinetics AS,0
930722952,Saga vedlikehold skilt pulverlakk sandblåsing fresing dreiing inngår i dødsbo,0
914517826,Grenland overflate vedlikehold AS,0
925666505,Artist comfort mats f. zachariassen,0
930773069,Alt av tjenester ltd nuf,0
933485641,Telemark pulvelakk AS,0
934795806,Premator holding AS,0
958309430,Frank jenssen korrosjonsteknikk AS,0
994560328,Wik overflatebehandling v/jonas holte wik,0
820316312,Tore andre bentsen sveise service,0
832795992,Seim sveiseservice,0
898574822,Thermex global AS,0
912408426,J.e sveis og industrirør AS,0
912998622,Jørn inge nilsen,0
913717309,Telemark system rør AS,0
915582303,Petters sveis og rep AS,0
915586775,Jon arild albertsen,0
916145837,Vangen welding AS,0
917120463,J.v.sveis og montering AS,0
917730458,Marius thorsen,0
919282592,Timland sveis og industriservice AS,0
919309229,Kragerø mekaniske verksted AS,0
919578378,Cuprio AS,0
920259979,Erik næss sveis og vedlikehold,0
921508115,Telesveis folkert van der ploeg,0
922599955,Bjørn vaa sveisetjenester,0
922641625,Bertils verktøysliperi AS,0
923007431,Vaa sveiseservice,0
923354018,Anders s. sørensen,0
924702680,Ok.mek odd ivar andresen,0
926768360,Madsen slip og service AS,0
927145820,Fæhn sveiseservice,0
927824760,Olsen industri og overflate service AS,0
928719561,Reuterdahl amcarservice,0
929019520,Norsk holdings AS,0
929354869,Treungen sveis og service AS,0
930132896,Hardi børst håndverk,0
930197904,Møller sveis,0
930558761,Knut olav rekvik,0
931105876,Vladikov design and solutions,0
931557734,Johnsen enterprise,0
932555735,Hjelviks mek og smie,0
932958988,Cl service AS,0
933688690,Holtes utleie,0
933709388,Mekano AS,0
933780597,Bekhus anleggsservice AS,0
934101529,Erdi dive AS,0
934759427,Karlsen service,0
934779665,Laser drift AS,0
934789393,Aqrawi,0
935095328,Aasvik service,0
935795362,Hamtech da,0
936384455,Rab industri AS,0
969039869,K k montasje v/k kjeilen,0
971009527,Industri-sveisetek ole bj pladsen,0
977231590,Kjell skoglund,0
977459079,Jan haugedal`s garage,0
980448320,Lislien's service,0
981014650,Helgesen maskinering AS,0
981119347,Industrisupport v/helgestad,0
987018119,Halvorsen smie og verksted AS,0
988310166,Fleximek atle øverdal bucher,0
988578878,Jan roger kjeldsen mamu tjenester,0
989316028,Jan bjørn thorsen,0
990763593,Odd solheim,0
995557967,Ole kristian haugen,0
996606244,Hkm plastsveis v/hans kristian mathisen,0
997801210,Herfoss mekaniske AS,0
998026458,Vannskjæring sør-øst AS,0
932263475,Oal v/ lindgren,0
994841092,Morten håkonsen knivmaker,0
969963965,Rønning lås & beslag,0
915556965,Constairs AS,0
965727663,Profil reklame AS,0
979867344,Kragerø rustfri industri hansen,0
984144857,Einar lunde,0
998543754,Tosmur AS,0
970438645,Delta audio v/jan terje larsen,0
835393542,Speaker holding AS,0
913924770,Flex audio martin heie,0
925294993,Hatool AS,0
987361719,Novelda AS,0
989389246,Kongsgaarden instrument AS,0
917212848,Norwegian watch company AS,0
996534162,Alf lie 1836 AS,0
926875736,Enrx group AS,0
926768549,Elektrisk montasje as tvangsavviklingsbo,0
960758331,Electromarin AS,0
992738006,Intech group AS,0
825420282,Heimholts batterier,0
926675923,H. holte holding AS,0
980416178,Trimutstyr svenn magne frydenlund,0
996644847,Tm Norway AS,0
979415184,Solum hydraulikk og motor,0
885228372,Rpr technologies AS,0
912226700,Tecnico AS,0
918614923,Rtj svaber da,0
958546696,Petter aas maskin,0
960401255,Lydkonsulent bernt laache,0
979866968,A k s ken richard knudsen,0
984712383,Tørdal mek sigbjørn dahle,0
986261613,Borgar f steinhaug,0
998555078,Myhra maskinverksted AS,0
870048092,Åsmund dahle,0
970046925,Fahre hans mek verksted,0
974365111,Lurås smie og verksted bjørn olav olesrud inngår i dødsbo,0
980467732,Arild johre,0
932500299,Toft technologies AS,0
933363147,Cuthelp AS,0
919817666,R olaussen maskinering AS,0
922675783,Conso AS,0
882680452,Race & kustom service torstein nylund,0
912022188,Talaria Norge AS,0
926188275,Trosvik yard AS,0
935181666,Frito AS,0
935650984,Skarweld AS,0
987316039,Agility group AS,0
918147632,Gozzi boats AS,0
922215952,Rl marine AS,0
969964643,Ronny andresen,0
970325204,Molands båtbyggeri/birger moland,0
918438238,Skiens cykkelfabrik AS,0
966069872,Easy roller AS,0
817454542,Hagen møbeldesign,0
869101192,Kyrkjebø gudmund,0
877511332,Haugen treindustri AS,0
882004252,Eggum snekkerverksted,0
899509072,Bejanika AS,0
912755258,Øyfjell kjøkken AS,0
915896456,B. hagen,0
919929871,Voldum's replank håkon voldum simonsen,0
920868940,Pål halvorsen møbeltrekker,0
923198199,Not møbelsnekkeri AS,0
926773836,Not møbelsnekkeri as konkursbo,0
926788558,Skien kjøkken og møbellakkering AS,0
928163717,Siggen design runnekås,0
929414497,Jørn flåtsund ved og treprodukter,0
930007129,Sengehesten AS,0
930062049,Sankti AS,0
930661503,Blohmé snekkerverksted,0
931714457,Sval AS,0
932122014,Askedalen treverk,0
932585596,Pb nilsson håndverk,0
933051781,Fossheim trearbeid,0
933329542,Finsnekkeri gaigeot,0
933971961,Håndlaget ved a. johannessen,0
934892925,Katrin leuze,0
946955043,Olav bjørgulv dalen,0
953696428,Svein straumsnes møbelforretning,0
954552594,Garatun snikkarverkstad arild nystog,0
960579348,Fyresdal tre AS,0
970284192,Bondal j snikkarverkstad,0
970414835,Lønset tremiljø sten vidar bergsland,0
976090551,Heinesen snekkerverksted,0
980453596,Else mohn,0
981129768,Trekrona AS,0
983189946,H golid tømrer og snekkerverksted,0
984128843,Johnsens trevarefabrikk,0
984538561,Bjarne småkasin,0
985298238,Tradisjonstre da,0
987363169,Schia møbelsnekkeri,0
988386448,Rulnes treprodukter,0
988556068,Frode ekre tradisjonstre Telemark,0
988654663,Hilde's møbel & sy verkstad meinstad,0
989123394,Kjetil harket,0
990914125,Tele-kjøkken AS,0
991870644,Michaela marvik,0
994550594,Tørdal snikkerverksted AS,0
831260602,Stian røkenes christensen AS,0
831493542,Rolf thommessen eftf AS,0
831512652,Huldreverket gull og sølv AS,0
842414822,Toskas gullsmie,0
892382212,Elv andersens smykkeverksted,0
898533492,Gravør gathe,0
915545041,Beltestakksølv AS,0
922845662,Galleri grindbakken AS,0
930798878,Katarina kittilsen rødstien,0
970248196,Brendemo gull og sølv,0
970324658,Kowalski berit,0
970376445,Tussesmia,0
978622992,Hjuksebø gull og sølv,0
985091889,Ingrid allum kollberg,0
817183182,Rose mari solberg kronbladet,0
833415522,Sukkerspinn by ane svenungsen-shekarchi,0
917458197,Anette skaugen guldager smykker,0
931027514,By aga,0
932327864,Svensdalen handel,0
932492121,Harrisdesign nuf,0
995454726,Fanny's gjestland garshol,0
888512632,Ottar kåsa,0
931888137,Fineberg fiddles,0
932112906,Michielon dario violin studio,0
934890531,Tomsen sports AS,0
988996645,Søve eiendom AS,0
935035333,Ildfrø thomassen,0
970212930,Skien modellverksted k lauritzen,0
898523322,Dentalstudio uma tannteknisk laboratorium urszula m andersen,0
925597937,Tanntekniker arnestad AS,0
926381555,Protesemakeriet AS,0
974450216,Skien dental kjartan nøstdahl,0
982978149,Maxilla protetikk AS,0
991898239,Asap-norway AS,0
997074289,Tanntekniker elin abrahamsen sunde,0
916277547,Exact aircraft AS,0
919756993,Environtec aqua AS,0
925926256,Svenseid teknikk,0
928098753,Advac AS,0
934179005,3 d form AS,0
934930665,Delight candles angell-aschjem,0
934991192,Aroma house by alina sychova,0
970313885,Rui olav,0
980439348,Emblem spesialen terje borgen,0
982782899,Gunvald solberg,0
988294063,Xtronica AS,0
935774683,Lunde våpenservice,0
942659059,Notodden sveiseindustri svein ivar holland,0
813246252,Drivstoffteknikk AS,0
821286492,Christensen consultant service,0
822219292,Mogen service,0
825395172,M-solution AS,0
826655542,Poly1 molund,0
828177362,Rød maskin og vedlikehold,0
828939432,Telemark maskinservice gulseth,0
831884142,B&u service AS,0
831947772,Knut j thorstensen AS,0
833068172,Toft industrier AS,0
833416022,Steinarsrud reparasjon og utleie,0
833838792,Nilssons rep og vedlikehold,0
834846632,Vidar libjå AS,0
834962772,Botnedalen dosarlag AS,0
855462702,Nortruck AS,0
886929102,Geir hauge,0
887224102,Baugerød mek og transport,0
912780376,Lofthaug gård lars børre lofthaug,0
913258614,Øyvind steinhaug AS,0
913727029,Mh maskinering morten hodne,0
915473318,Nesland mekaniske tjenester,0
916124279,Teknisk salg & service tom vidar røed,0
916216955,Knut erik solberg,0
916506317,Lutro maskin,0
916629141,Håkon stavdal,0
916943466,Hovenga rep service AS,0
917191379,"Åkresmia, jan kåre finkenhagen",0
917518092,Lassen bygd og utmarkservice,0
917620202,Marumen AS,0
917621896,Espen høydahl,0
918169652,Jomfruland service jon ellegård,0
918807160,Sb bioservice steen steve poulsen bro,0
919023600,Knut gunnarson veum,0
919277173,Steinar m olsen,0
919325976,A. maskin og mekaniske sondre andersen,0
920288316,Tt salg & service AS,0
920418813,Tor einar berg service AS,0
920673724,Thorbjørnsen dag johan,0
920831370,Torstein hermansen,0
920925634,T sudbø maskin og landbruksservice,0
921208995,Åmås,0
921579632,Solvang scooterservice,0
921581548,Simonsen mek AS,0
921817053,Asap service og vedlikehold AS,0
922349606,Holger vaag,0
922781745,Arto maskin AS,0
922781915,Mediaa sveis & vedlikehold,0
923336842,Roholt service,0
923530118,Kåre ørsvik,0
924899530,I øst og vest invest AS,0
924908327,Arne vaa,0
926561774,Johansen rep & montasje AS,0
926590502,Pless industri AS,0
926639668,"Eriksen service, vedlikehold og transport",0
926746855,Erga mekaniske AS,0
926851934,Vrålstad maskin tjenester,0
927124866,Kaarstein motorservice,0
927401932,Emil hauge,0
927681471,Nordheim mekaniske,0
927826445,Telemark utleiepartner AS,0
927882612,Semb service,0
928440095,Torsdalen sveis og mekk,0
928484718,Rønning maskinservice AS,0
928563731,Telemark motor service AS,0
928684369,"Vest-telemark service, halvor haugen",0
928937488,Rms røllander mekanikk & sveis,0
929018362,Kviteseid motorservice AS,0
929199529,Fjalestad industri & service,0
929547675,Klausen fabrication,0
929566572,Olav nykos midtun,0
930026158,Frank øverbø,0
930882674,Boat lift nuf,0
931409441,Magnus roheim,0
931410318,Martinsen tjenester,0
931440683,Kjetil bjålid,0
931442430,Sølland hogstad tekniske verksted,0
931732927,Thorsen hjelpe tjeneste.,0
931739603,Lakkservice / jensen,0
932011700,Austjore skog og mekanisk,0
932036657,Runar eide,0
932059630,Tinderholt maskinservice,0
932161060,Valhovd maskinservice,0
932193647,Gransherad maskinservice AS,0
932439468,Fjellservice v/de ruiter,0
932604353,Xdrone eirik jahren,0
933077233,Skomdal industri & anlegg,0
933133753,R8 makbul mekanisk assistanse,0
933214788,Andrén service,0
933292533,Kilane service,0
933303454,Unirep AS,0
933318974,K. torsdalen,0
933392821,Kristian tovslid johannessen,0
933426092,Håkon hjartsjø,0
933498395,Flatdal mekaniske AS,0
933520501,Olav andré skræi,0
933543072,S. rønning,0
933595323,Soetens maskin service,0
933682455,Ryntveit maskin AS,0
933757889,Svein tveito skjævesland,0
933762300,Roy arne breivik service og vedlikehold,0
933830497,Tjønn maskin & tjenester,0
933872165,E.m.g holding AS,0
934011600,Valhovd invest AS,0
934051076,Edvardsen industri og anlegg service,0
934174127,Em service AS,0
934254856,Bertelsen mek,0
934461495,Edstrøm service,0
934480147,Valhovd maskinteknikk AS,0
934661265,Aasan elektro AS,0
934743938,Langeland maskin og mek,0
934943112,Haugen industri service,0
935069513,Nestestog mekaniske verkstad,0
935168880,Anders sogn konkursbo,0
935235138,Hansen mekaniske,0
935285801,Åmlid utleie tjenester,0
935315859,Kim søndbø,0
935392144,Kleiv mekaniske,0
935399777,Kleiv maskin as konkursbo,0
935435757,Norborg maskin & utleie service AS,0
935440025,Bjørntvedt industri,0
935450659,Lindgren service og vedlikehold,0
935612993,Jostein kile mekaniske,0
935644585,Vetle jøntvedt,0
935645131,Tor halvor lien kittelsaa,0
935645875,Øyvind høgetveit,0
935675804,Aksel evensen consulting,0
935684528,Teisberg as tvangsavviklingsbo,0
935812933,Anderson multiservice,0
935824974,Tf johansen maskinservice,0
935831350,Guddal service og reparasjon,0
935881269,Rise multi service AS,0
935900506,Simen thorsdal,0
936023614,Olsen mekaniske,0
936301444,Kjell kaarstein konkursbo,0
936539319,Jensen service,0
951653721,Elektro service a fredriksen,0
957144683,Montasjeteknikk v/knut e. knutsen,0
958068484,Dag nordskog AS,0
961927579,Tb maskinservice tore bjørntvedt,0
966503513,Entreprenør og reparasjonsservice AS,0
970376313,Andersen hallvard,0
970389318,Tor djupedal,0
970566074,Jan sørlie,0
976489918,O m maskinservice olav mofossbakke,0
979191669,Kjær plate og serviceverksted AS,0
983109667,Vimab AS,0
984192150,Kåsa maskin og service,0
985497281,Jan hallgeir landsverk,0
986191887,Motor-service tom jamtvedt,0
987236868,Roar gullbring,0
987416939,Olav mostøyl,0
987990236,Tommy lillegård,0
988289272,Tokke maskinservice v/tarjei aase,0
989090461,Basel AS,0
989554018,Rønning skog og annleggsservice,0
991310789,Truck & marine service AS,0
991657363,Gotoft holding AS,0
992514647,Wollberg service AS,0
993397504,Rune hellstrand,0
993572772,Kleiv maskin AS,0
996183394,Furmanite,0
998206219,Ss mek stig sandene,0
998360900,Kåre larønningen varmeteknikk,0
998403359,Je klausen AS,0
999082475,Åstein haugerød AS,0
999548431,M. boye universalservice v/marius boye,0
931783955,Roger haugen dental service,0
918306196,Fo-tec AS,0
919447982,Jn-elektroservice jacok næss,0
819427852,Uve cleantech AS,0
870438672,Karsten vaag verksted,0
884354382,Helge mikalsen,0
913206398,Tony's marineservice eriksen,0
913492730,Marigård trebåtservice og opplag AS,0
915484212,Ar service v/andreas røsche,0
918816410,Auto marine AS,0
921744277,Y-nor AS,0
922093326,Terje isaksen,0
924408367,Tomas krafft,0
925387282,Skjærgårdstjenester terje stubbene,0
926036874,Wetherill marine,0
926865331,H hugsted båtpleie,0
926897454,Solbakken allservice,0
927098237,Service hansen,0
927530643,Rudskjær mekaniske,0
927730650,Sogn marine service,0
928894584,Skavlid service,0
929121570,Andvik propellers AS,0
929348419,Båt og motorservice Kragerø AS,0
930734438,Seilbåtservice vest - welin-larsen,0
931412469,Seil med larsen,0
931462083,Løfshus båtservice,0
931518607,Jørn's båt og hytteservice AS,0
931744208,Hogsrud multiservice,0
932317168,Sildeberget båt & motor AS,0
933253724,Ke båtservice AS,0
934195183,Ar marine service AS,0
935259800,Deila's båt fix. olsen,0
935446961,Bjørn berntz båt,0
956295823,Kragerø båt og rep ans,0
977262119,Hans edvart olsen,0
979548060,Frode iversen,0
979722788,Valle båthavn verksted andreas kjellemyr,0
982845300,Gelcoatspesialisten geir pedersen,0
985449813,Hh invest john henning hansen,0
986720936,Espomar services AS,0
990711968,Kk marine AS,0
990881979,Miljøbølgen AS,0
990989273,Breisand maritim service per anders bredsand,0
995802155,Isaksen båtservice,0
995924730,Grenland radiator & sveis alexander øygarden,0
997950011,Hegna.rep,0
998503825,Valle båtopplag AS,0
925615277,Nordic aviation maintenance AS,0
931687867,Verwer aviation services,0
931398857,Ar tveiten,0
933917258,Bratthetland jetski coating,0
944375643,Særen mek verkstad,0
970324569,Halvard k grythe,0
998244552,Torbjørn nilssen,0
828731882,F bergli industriservice,0
917843384,"Grande, svein erik",0
989995855,Tinco AS,0
932550865,Thorium center AS,0
827713112,Lure kraft AS,0
882404102,Trollkraft AS,0
889553782,Hovuduk kraftverk AS,0
891182082,Nørsteteig kraftverk AS,0
898328082,Reinstaul kraft AS,0
915257909,Fritzøe skoger m s treschow,0
917144338,Nedre urdalen minikraftverk AS,0
920987958,Naurak kraftverk AS,0
922414424,Skjeggfoss kraftverk AS,0
922414440,Lauvstad kraftverk AS,0
923799222,Gjuvåa kraftverk AS,0
924791438,Husvollåe kraft AS,0
927943883,Stårheim kraft AS,0
929887700,Birtedalen kraftverk AS,0
930605921,Ramsåe kraft AS,0
931253662,Lf pipes AS,0
932681846,Nausdal kraft AS,0
933337383,Juvåna fallrettighetslag sa,0
956444764,Midt-Telemark kraft AS,0
963022158,Telemark energi produksjon AS,0
971034696,Bagn kraftverk da,0
971034793,Sundsbarm kraftverk da,0
971037253,Finndøla kraftverk da,0
977023998,Grunnåi kraftverk AS,0
979490364,Kvennhusåi kraftverk AS,0
980953920,Rui kraftverk AS,0
983771408,Tinn energi produksjon AS,0
983997279,Jon lindestad bakken,0
985780595,Vrådal kraft AS,0
987572930,Tveiten kraft AS,0
990888140,Eralloys holding AS,0
991429042,Smørklepp kraftverk AS,0
992803118,Momrak kraftlag AS,0
992840978,Ulefoss kraftverk da,0
992901187,Herre kraftstasjon AS,0
994200682,Løvenskiold-fossum kraft AS,0
994562223,Rekåa kraftverk AS,0
996205126,Tuddal kraft AS,0
996815463,Sauland bygdekraft sa,0
997275470,Løvenskiold-fossum kraft drift AS,0
998890314,Norsjøkraft AS,0
835613402,Future tense as tvangsavviklingsbo,0
929069889,T-gruppen AS,0
929265157,Prosolar AS,0
931120220,Fossum sol 1 AS,0
931723987,Solra AS,0
933430669,Energeia Notodden AS,0
935755174,Solar 1 as tvangsavviklingsbo,0
935757142,Sowi as tvangsavviklingsbo,0
926552961,Hestekrefter energi AS,0
935789826,Terrabon Norway AS,0
988963151,Tinn bioenergi AS,0
994691732,Nome skog og miljø AS,0
879757762,Juvet kraft AS,0
915317898,Rauland kraftforsyningslag sa,0
925110671,Telemark energi AS,0
997830601,Kragerø energi AS,0
825288082,Drangedal kraft holding AS,0
922177953,Reservoir newton AS,0
923993150,Skagerak energipartner AS,0
925017515,Rauland kraft AS,0
925020389,Sturgeon holding AS,0
925020443,Reservoir sturgeon AS,0
925239712,Reservoir faraday holding AS,0
925239739,Reservoir faraday AS,0
925315044,Telemark kraft AS,0
925446718,Kragerø sjøenergi AS,0
932012839,Tinfos strøm AS,0
932128330,Ladekraft AS,0
932314126,Huskraft energi as konkursbo,0
933336956,Power by nature energi AS,0
983145566,Konsesjonskraftstyret i Telemark kommunalt oppgåvefellesskap,0
925145653,Ghl fjernvarme AS,0
981339622,Thermokraft AS,0
991020551,Skogenergi varme AS,0
820474872,Igletjønn vannverk i Notodden kommune,0
911633604,Kjeddingsteinen sa,0
912309428,Østre rakkestad vann og avløp sa,0
912511170,Bjørkøya og siktesøya drift vann og avløp sa,0
913360257,Søndre sandøya va lag sa,0
916158947,Breisand va-drift sa,0
916163274,Åstadåsen va-drift sa,0
916552939,Langangsfjorden vest va-drift sa,0
916565321,Isnesheia va-drift sa,0
917230250,Isnes sommervann og elbil- lading,0
918174648,Heroes of Telemark AS,0
918274979,Nybrottveien va sa,0
918793917,Kastheia vann og avløpslag sa,0
919326662,Øvre griddalen vann- og avløpslag sa,0
919410787,Breivatn vann og renseanlegg sa,0
920187005,Langlim vassverk sa,0
920853412,Bukkespranget vann og avløp sa,0
922271860,Eikelia va-lag sa,0
923252533,Trollstigen vannverk sa,0
923380019,Vehus vannlag,0
923537910,Strengen vassverk,0
925739332,Midtstrandlia og hauklitjenn - va lag,0
925922633,Kallarberget va AS,0
926109146,Gautefall panorama va sa,0
929111915,"Vannverksdrift, vestgarden",0
931730940,Hovdeli drift AS,0
931731009,Vågslid drift AS,0
932388456,Røverhavn hyttelag,0
934396863,Harepus vannverk sa,0
935272068,Rognsåsen va-drift sa,0
935480035,Fiskebekk hyttegrend vann og avløp sa,0
978670059,Tyrvelid vassverk AS,0
986047999,Veum vassverk,0
991039813,Russmarken va AS,0
991316132,Oksøya vann-og avløpsselskap AS,0
992642769,Hafsund-grundsund-klokkertangen vann og avløp sa,0
992916117,Kulåsen vann og avløp sa,0
995515334,Lajordet bjønnes vann & avløp sa,0
