Org. nr.,Navn,Overordnet enhet,Antall ansatte,Organisasjonsform - Kode,Organisasjonsform,NACE 1,NACE 1 - Bransje,Beliggenhetsadresse - Kommune,Postadresse - Kommune
918210970,Peder tørdal,969195267,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
918214941,Tor kristian flaa,974391007,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nome,
918223665,Kjetil vik,983079296,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,
918228527,Ctc maskinpartner AS,986384146,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
918235639,Joar andersen,930227110,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
918314628,Håkon funner gjerjordet,923091106,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
918321233,Tor helge bjorheim,918165495,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,Klepp
918340629,Monica farsjø,917946914,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
918472363,Margit golid haug,918406557,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
918477462,Vinjerui svein r,970240918,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
918584757,Nordskogen da,918541586,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
918690689,Ingrid li,918642595,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
918873422,Per kristian øverdal,918799311,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
918909850,Helga s. haave,918838856,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
918931082,Nordstog hylland,918829482,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
918949178,Fredrik nybråten,918714707,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
918996338,Haave skog AS,918928294,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
919013621,Helle jeanette flom førland,988727814,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nome,
919176245,Jon bernt fjalestad,919093048,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
919240172,Paul-willy setane,985180954,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
919394862,Dyrland AS,919303905,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
919464224,Sindre's vedservice,919377968,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
919469285,Øystein haugholt,918351744,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
919602872,Krogh margit rakel felland,969415534,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
919739509,Hallgeir aarbakk,919636947,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
919742607,Øystein austjore,919523158,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
919813725,Kristensen,819645612,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
920074855,Ingrid vadder,887635862,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
920085318,Kjell harald brenne,969101130,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
920085482,Skog og eiendom v/t.mylius,969175606,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
920085962,Ann kristin bråthen,969368323,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
920086497,Bunkholt flatland,924327561,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
920086861,Seltveit knut,969778416,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
920087442,Gautefald hans t,970359176,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
920087582,Bjønn raftevold rue,917301301,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
920092306,Halvor s sveinsøn oseid,981519280,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
920093884,Sigurd lundeberg,983036406,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
920099270,Gro svenum,987898399,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
920104533,Thorbjørn bamle,990464030,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
920106145,Magne haugsjå,991511067,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
920141064,Moen skog & ved,920031528,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
920164188,Kjetil hauken,920044638,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
920176917,Øistein mjaaland,920014879,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,
920179320,Jarle stenstad sandsdalen,920044549,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
920229972,Helge rønjom,920130992,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
920273335,Anita skårdal brenna,920156266,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,Hjartdal
920284361,Dahl sørensen,920156649,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
920379168,Ole øystein bekkhus,989170791,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
920760805,Mari andersen,920690610,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
920792502,Helge andersen byggland,996340856,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kviteseid,
920792715,Nygårds gardsbakeri,997039890,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
920920012,Eddingsås gard atle bjørge,920779131,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
920974554,Heidi wåsjø,920847781,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
920976182,Rosland geir helge,920852548,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
921313063,Birgit oddveig norendal,969565153,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
921362366,Emil hovden,965099271,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
921418833,Carefoot anne v søftestad,974496208,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,Nissedal
921717784,Hannestad hans,969565226,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
921724616,Hans olav hellevik-mustvedt,921586183,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
921869843,Agronom tina dale brauti,921688504,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
921904274,Sveinung aasetre,812693212,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
921908121,Bjørnar tonstøl,896221582,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
921909098,Toril bøen,911768240,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
921921551,Kai henning løvstad,969150921,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
921921764,Hildegunn haugo,969203359,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,Oslo
921922035,Snøås inge roar,969279150,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
921922175,Sigmund elgtvedt,969327481,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
921925964,Herleik baklid,976336305,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
921929528,Ståle nikolai sanni,981226771,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
921930585,Mørkvik gård roy bleikelia,982039916,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
921932944,Gro jubskås,927878860,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
921939620,Knut gustav skrede,989568191,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,Midt-Telemark
921942826,Ole vidar tinderholt,992093552,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
921947577,Jan ove tjønn,981542886,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
921963637,Dag sønderland,921826141,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
922017328,Jorunn vinsnes jessen,921880146,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,Arendal
922284482,Kim a.f. AS,922264236,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
922662053,Morten vala,922564094,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
923060596,Simen stubberød,922860718,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
923209328,Nils gunnar grave,923022422,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
923576207,Ingvild vesterdal,923529772,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kviteseid,Oslo
923587012,Hans erling midtbøen,923440089,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kviteseid,
923621636,"Simones, steinar",823484232,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
923761942,Tørdal eiendom AS,923580530,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
923906517,Nedre midtgarden dybdal,928721795,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,Kristiansand
923906630,Ole svein høen,969415429,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
923907742,Waasjø knut,970248129,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
923908889,Alis tefre,975930815,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
923910093,Hans magne gautefall,979452535,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
923910190,Anne karine bø,979566662,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
923910220,Olav andreas felle,979598939,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
923913874,Jarle tonstøl,985232253,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
923915222,Geir-tellev homme,987120010,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
923925872,Tore bastnes,996958485,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
923927115,Lars erik løberg,998233666,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
924416874,Kristian hyni,924369442,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Siljan,
924419695,Tor henning hegna,824381682,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nome,
924506563,Mona haugen,924474106,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
924511079,Geir halvor strømfjord gjerstad,924479051,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
924519169,Runofthemill AS,924491191,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,Bærum
924553820,Bitumark hyttegrend - nystog,924501928,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
924632240,Auen per arnt,870504012,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
924752246,Frank jonskås,989695924,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kviteseid,
924894016,Stein otto byggstøyl,924864362,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
924897112,Torgeir sivertsen,982147468,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
925022845,Lindkjenn espen,986966749,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
925422371,Ingunn brekke svaland,925328480,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
925437565,Vidar hagen olsen,925254975,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
925648337,Augon eika,989417525,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
925695645,Stian lauluten,925418722,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
925844942,Keretzis,996469026,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
926133209,Lofthus aslak,974244519,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
926155377,Johansen skog og grønt,925936626,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
926209574,Per anund brekke,888311432,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
926234455,Knut krossbakken,969162393,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
926234714,Berg trond j,969248786,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
926235060,Marit roverud,969328127,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
926235907,Nestestog bjørn inngår i dødsbo,969781123,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
926235915,Anders almelien,969785900,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
926237683,Audun aslestad,976028317,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,
926239341,Olav t austad,979713371,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
926240919,Jan tore christensen,981380991,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
926246070,Grønstad skog - arne-olav tveit,985937028,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
926247190,Hans petter buer,986722548,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
926249029,Bjørn torgrim belatjønn,988154113,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
926262424,Søndre lohne,995666022,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
926278568,Julian lofthus,925973122,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
926291041,Nedre vadder - felland,926005669,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
926323091,Heggtveit thor arne,969195275,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
926610538,Torbjørn solli,826423722,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
926727249,Trude botn,926570455,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
926815873,Karianne landsverk,926520539,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
926936271,Tor håkon kaasa,930585033,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
926936573,Brenne skov v/elin aarhus,926855131,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
926981587,Jordbakke øyvind,869195162,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
926981676,Åste kristin kiil,880108042,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
926988107,Gjestrud bjørn h,969279681,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
926988166,Ragnhild undeland lysbakken,969328798,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
926988476,Bø hans fredrik,970587500,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
926989405,Kari lindem lagesen,983064191,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
926991426,Solvor mowinckel småkasin,995665360,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
927092603,Thoralf berge,960714881,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
927111284,Nordigard håtveit storhaug,934579356,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
927547198,Lassemo ullgris,927324563,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,
927594129,Gunnar naper,827373702,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kviteseid,
927691183,Midtbøen gård da,827417262,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
927695995,John magnus brady,927485397,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nome,
927779749,Ola midjås,927525267,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
927872242,Per jacob kokkersvold,927652773,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
927903024,Sud grov ninteman,927583968,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
927962640,Nord vasstveit da,927708418,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
927981378,Oskar lindbråthen,927363097,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
928097226,Thomas gaaren,934809491,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,
928298280,S bjerke,927950111,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,
928362884,Stian eikehaug,911791358,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
928383865,Hegna olav k,969454610,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
928384284,Anne lise bergdahl,969784777,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kragerø,
928384969,Nøklegård hans thor,971205741,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
928385205,Alf-tore oppebøen,974362988,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
928390101,Sigve olav wiik,984990219,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
928398331,Stein solum,933031691,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Porsgrunn,
928404439,Øyvind solaas,997713184,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Notodden,
928405036,Jonsbøen gårdsdrift kjell kristian kleivan,998206626,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
928480380,Gunnar reinslo skogsdrift,958228430,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
928541258,Ole martin rugaas,828305212,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
928548570,Haugeberg,928251942,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
928679942,Kjell espedalen,928519392,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
928749592,Jørgedal skog,928588564,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
928815501,Grete karin nes kilen,983077765,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kviteseid,
928817202,Sondre tinnesand øverbø,998025591,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
928957241,Gjems hasne sameie,969455692,,AAFY,Underenhet til ikke-næringsdrivende,02.200,Avvirkning,Porsgrunn,Porsgrunn
928996999,Ann kristin haugland,928693015,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
929010264,Morten buen nystad,928728218,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,Midt-Telemark
929018648,Nesland østre,928835626,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
929119592,Skoglund hrb,928958477,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,Porsgrunn
929248538,Vegard askildt skogen,829065932,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
929282612,Skrederkåsa drift breiland,929100557,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
929365941,Signe bø,929183355,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nome,Skien
929391144,Stine merethe ufs,928732266,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
929568796,Vemund romdal,929290860,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
929606868,Viken fjellgård c/o halvor sandbu,929324366,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
929674448,A&e reite,929350812,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
929689488,Vedmannen oddvar dalen,929368371,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nome,
929724313,Kh haugan dødsbo,929719751,,AAFY,Underenhet til ikke-næringsdrivende,02.200,Avvirkning,Kviteseid,Notodden
929869834,Elisabeth gåra,929845706,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
930279773,Thea glittum,930135461,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
930279862,Rønningsland skogsdrift da,929812670,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Midt-Telemark,
930413836,Høydalen AS,919908416,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
930416495,Polldalen gård. anita sørensen,920812236,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
930422584,Arve levang,969151723,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,
930424005,Turid anita løite,969964678,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
930424323,Jore jon helge,970376410,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
930424692,Eikhom signe grethe,971206063,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
930425311,Gunlaug aalandslid,975524892,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tokke,
930427527,Barthold vonen,980535444,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Skien,
930428329,Unni løken,981624939,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nissedal,
930431001,Arild otto nålby,983564046,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
930441317,Per espeland,991584978,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,Tinn
930509159,Ottar graasvoll,930258962,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Vinje,
930563072,Grebbtjennstykket melås ved og tømmer,930317551,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Drangedal,
930779369,"Tor vegard l krosskei salg, utleie og servicetjenester",830754792,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
930829145,Tom finnebråten,930233900,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Hjartdal,
930857203,Ole terje sannes,930642142,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Nome,
931085832,Kristina skree moe,930805696,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Kviteseid,
931198351,Håsom gård pedersen,930789798,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Fyresdal,
931232967,Nordigard rugtveit svein moen,930946885,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
931282832,Håkon j. bjurholt,913315138,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Bamble,
931285386,Håvard valhovd,919473851,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Seljord,
931325795,Bakken tjenester,931072870,,BEDR,Underenhet til næringsdrivende og offentlig forvaltning,02.200,Avvirkning,Tinn,
