Nivå,Geografisk enhet,Kjønn,Alder,Antall personer,Andel av befolkningen,Dato
Fylker,Østfold,Menn,18 - 29 år,1221,6.1,2012-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2563,6.3,2014-01-01
Fylker,Agder,Kvinner,18 - 29 år,1439,6.6,2013-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,2931,6.2,2015-01-01
Fylker,Agder,Menn,18 - 29 år,1441,6.2,2013-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,3910,4.5,2015-01-01
Fylker,Akershus,Kvinner,18 - 29 år,1728,4.3,2013-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2190,6.0,2015-01-01
Fylker,Akershus,Menn,18 - 29 år,1740,4.1,2013-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,693,5.5,2015-01-01
Fylker,Buskerud,Kvinner,18 - 29 år,1047,6.1,2013-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3105,5.9,2015-01-01
Fylker,Buskerud,Menn,18 - 29 år,1018,5.6,2013-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,1832,4.6,2015-01-01
Fylker,Finnmark,Kvinner,18 - 29 år,335,5.9,2013-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2002,5.4,2015-01-01
Fylker,Finnmark,Menn,18 - 29 år,357,5.7,2013-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4128,3.2,2015-01-01
Fylker,Innlandet,Kvinner,18 - 29 år,1620,6.6,2013-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,3277,4.2,2015-01-01
Fylker,Innlandet,Menn,18 - 29 år,1606,6.1,2013-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1598,6.3,2015-01-01
Fylker,Møre og Romsdal,Kvinner,18 - 29 år,915,5.0,2013-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1399,5.1,2015-01-01
Fylker,Møre og Romsdal,Menn,18 - 29 år,952,4.7,2013-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,3746,4.9,2015-01-01
Fylker,Nordland,Kvinner,18 - 29 år,925,5.4,2013-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,2587,7.6,2015-01-01
Fylker,Nordland,Menn,18 - 29 år,943,5.0,2013-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,4652,4.5,2015-01-01
Fylker,Oslo,Kvinner,18 - 29 år,2082,3.3,2013-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2697,6.6,2015-01-01
Fylker,Oslo,Menn,18 - 29 år,1781,3.0,2013-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3079,6.5,2016-01-01
Fylker,Rogaland,Kvinner,18 - 29 år,1477,4.0,2013-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,3807,4.3,2016-01-01
Fylker,Rogaland,Menn,18 - 29 år,1568,4.1,2013-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2250,6.1,2016-01-01
Fylker,Telemark,Kvinner,18 - 29 år,791,6.6,2013-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,680,5.4,2016-01-01
Fylker,Telemark,Menn,18 - 29 år,805,6.2,2013-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3120,5.9,2016-01-01
Fylker,Troms ,Kvinner,18 - 29 år,726,5.8,2013-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,1866,4.7,2016-01-01
Fylker,Troms ,Menn,18 - 29 år,686,5.1,2013-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2127,5.7,2016-01-01
Fylker,Trøndelag,Kvinner,18 - 29 år,1901,5.4,2013-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4234,3.2,2016-01-01
Fylker,Trøndelag,Menn,18 - 29 år,1821,4.7,2013-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,3576,4.6,2016-01-01
Fylker,Vestfold,Kvinner,18 - 29 år,1253,7.7,2013-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1685,6.6,2016-01-01
Fylker,Vestfold,Menn,18 - 29 år,1149,6.8,2013-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1494,5.4,2016-01-01
Fylker,Vestland,Kvinner,18 - 29 år,2314,4.8,2013-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,3910,5.0,2016-01-01
Fylker,Vestland,Menn,18 - 29 år,2268,4.4,2013-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,2501,7.3,2016-01-01
Fylker,Østfold,Kvinner,18 - 29 år,1348,7.0,2013-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,4708,4.5,2016-01-01
Fylker,Østfold,Menn,18 - 29 år,1246,6.1,2013-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2815,6.8,2016-01-01
Fylker,Agder,Kvinner,18 - 29 år,1404,6.3,2014-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3202,6.7,2017-01-01
Fylker,Agder,Menn,18 - 29 år,1404,5.9,2014-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,3917,4.4,2017-01-01
Fylker,Akershus,Kvinner,18 - 29 år,1774,4.3,2014-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2238,6.1,2017-01-01
Fylker,Akershus,Menn,18 - 29 år,1723,4.0,2014-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,644,5.0,2017-01-01
Fylker,Buskerud,Kvinner,18 - 29 år,1039,5.9,2014-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,2960,5.5,2017-01-01
Fylker,Buskerud,Menn,18 - 29 år,1011,5.4,2014-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,1933,4.9,2017-01-01
Fylker,Finnmark,Kvinner,18 - 29 år,345,6.0,2014-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2190,5.8,2017-01-01
Fylker,Finnmark,Menn,18 - 29 år,350,5.4,2014-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4384,3.4,2017-01-01
Fylker,Innlandet,Kvinner,18 - 29 år,1563,6.3,2014-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,4009,5.2,2017-01-01
Fylker,Innlandet,Menn,18 - 29 år,1493,5.6,2014-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1615,6.3,2017-01-01
Fylker,Møre og Romsdal,Kvinner,18 - 29 år,904,4.9,2014-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1485,5.2,2017-01-01
Fylker,Møre og Romsdal,Menn,18 - 29 år,928,4.5,2014-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,3928,4.9,2017-01-01
Fylker,Nordland,Kvinner,18 - 29 år,943,5.4,2014-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,2258,6.5,2017-01-01
Fylker,Nordland,Menn,18 - 29 år,987,5.1,2014-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,4847,4.6,2017-01-01
Fylker,Oslo,Kvinner,18 - 29 år,2101,3.2,2014-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,3017,7.2,2017-01-01
Fylker,Oslo,Menn,18 - 29 år,1802,3.0,2014-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3331,6.8,2018-01-01
Fylker,Rogaland,Kvinner,18 - 29 år,1474,3.9,2014-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,3715,4.1,2018-01-01
Fylker,Rogaland,Menn,18 - 29 år,1528,3.9,2014-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2081,5.7,2018-01-01
Fylker,Telemark,Kvinner,18 - 29 år,772,6.3,2014-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,592,4.6,2018-01-01
Fylker,Telemark,Menn,18 - 29 år,861,6.5,2014-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,2950,5.5,2018-01-01
Fylker,Troms ,Kvinner,18 - 29 år,663,5.1,2014-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,1881,4.8,2018-01-01
Fylker,Troms ,Menn,18 - 29 år,667,4.7,2014-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2178,5.8,2018-01-01
Fylker,Trøndelag,Kvinner,18 - 29 år,1845,5.1,2014-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4288,3.3,2018-01-01
Fylker,Trøndelag,Menn,18 - 29 år,1752,4.5,2014-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,4060,5.4,2018-01-01
Fylker,Vestfold,Kvinner,18 - 29 år,1219,7.4,2014-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1490,5.9,2018-01-01
Fylker,Vestfold,Menn,18 - 29 år,1180,6.8,2014-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1485,5.2,2018-01-01
Fylker,Vestland,Kvinner,18 - 29 år,2256,4.5,2014-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,3819,4.7,2018-01-01
Fylker,Vestland,Menn,18 - 29 år,2180,4.2,2014-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,2121,6.1,2018-01-01
Fylker,Østfold,Kvinner,18 - 29 år,1320,6.7,2014-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,4727,4.5,2018-01-01
Fylker,Østfold,Menn,18 - 29 år,1243,6.0,2014-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2862,6.8,2018-01-01
Fylker,Agder,Kvinner,18 - 29 år,1468,6.4,2015-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3323,6.8,2019-01-01
Fylker,Agder,Menn,18 - 29 år,1463,6.1,2015-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,3587,3.9,2019-01-01
Fylker,Akershus,Kvinner,18 - 29 år,1936,4.6,2015-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2144,5.9,2019-01-01
Fylker,Akershus,Menn,18 - 29 år,1974,4.5,2015-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,529,4.1,2019-01-01
Fylker,Buskerud,Kvinner,18 - 29 år,1073,6.1,2015-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3036,5.6,2019-01-01
Fylker,Buskerud,Menn,18 - 29 år,1117,6.0,2015-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,1892,4.8,2019-01-01
Fylker,Finnmark,Kvinner,18 - 29 år,350,6.0,2015-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2108,5.7,2019-01-01
Fylker,Finnmark,Menn,18 - 29 år,343,5.2,2015-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4224,3.2,2019-01-01
Fylker,Innlandet,Kvinner,18 - 29 år,1603,6.4,2015-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,3932,5.2,2019-01-01
Fylker,Innlandet,Menn,18 - 29 år,1502,5.5,2015-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1416,5.6,2019-01-01
Fylker,Møre og Romsdal,Kvinner,18 - 29 år,916,4.9,2015-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1419,4.9,2019-01-01
Fylker,Møre og Romsdal,Menn,18 - 29 år,916,4.4,2015-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,3892,4.8,2019-01-01
Fylker,Nordland,Kvinner,18 - 29 år,1005,5.7,2015-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,1960,5.6,2019-01-01
Fylker,Nordland,Menn,18 - 29 år,997,5.1,2015-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,4821,4.6,2019-01-01
Fylker,Oslo,Kvinner,18 - 29 år,2201,3.3,2015-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2798,6.6,2019-01-01
Fylker,Oslo,Menn,18 - 29 år,1927,3.2,2015-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3323,6.8,2020-01-01
Fylker,Rogaland,Kvinner,18 - 29 år,1547,4.1,2015-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,3725,4.1,2020-01-01
Fylker,Rogaland,Menn,18 - 29 år,1730,4.3,2015-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2069,5.7,2020-01-01
Fylker,Telemark,Kvinner,18 - 29 år,760,6.2,2015-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,544,4.3,2020-01-01
Fylker,Telemark,Menn,18 - 29 år,838,6.3,2015-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3046,5.7,2020-01-01
Fylker,Troms ,Kvinner,18 - 29 år,695,5.3,2015-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,1949,5.0,2020-01-01
Fylker,Troms ,Menn,18 - 29 år,704,4.9,2015-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2146,5.9,2020-01-01
Fylker,Trøndelag,Kvinner,18 - 29 år,1951,5.3,2015-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4398,3.3,2020-01-01
Fylker,Trøndelag,Menn,18 - 29 år,1795,4.5,2015-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,4101,5.5,2020-01-01
Fylker,Vestfold,Kvinner,18 - 29 år,1290,7.8,2015-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1456,5.9,2020-01-01
Fylker,Vestfold,Menn,18 - 29 år,1297,7.4,2015-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1362,4.8,2020-01-01
Fylker,Vestland,Kvinner,18 - 29 år,2315,4.6,2015-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,4261,5.3,2020-01-01
Fylker,Vestland,Menn,18 - 29 år,2337,4.4,2015-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,1976,5.8,2020-01-01
Fylker,Østfold,Kvinner,18 - 29 år,1394,7.0,2015-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,4787,4.6,2020-01-01
Fylker,Østfold,Menn,18 - 29 år,1303,6.2,2015-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2776,6.6,2020-01-01
Fylker,Agder,Kvinner,18 - 29 år,1531,6.7,2016-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3367,7.0,2021-01-01
Fylker,Agder,Menn,18 - 29 år,1548,6.3,2016-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,4037,4.4,2021-01-01
Fylker,Akershus,Kvinner,18 - 29 år,1916,4.5,2016-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2155,6.1,2021-01-01
Fylker,Akershus,Menn,18 - 29 år,1891,4.2,2016-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,572,4.7,2021-01-01
Fylker,Buskerud,Kvinner,18 - 29 år,1122,6.3,2016-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3158,6.1,2021-01-01
Fylker,Buskerud,Menn,18 - 29 år,1128,5.9,2016-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,2088,5.4,2021-01-01
Fylker,Finnmark,Kvinner,18 - 29 år,349,5.9,2016-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2199,6.2,2021-01-01
Fylker,Finnmark,Menn,18 - 29 år,331,4.9,2016-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4574,3.4,2021-01-01
Fylker,Innlandet,Kvinner,18 - 29 år,1611,6.4,2016-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,4159,5.7,2021-01-01
Fylker,Innlandet,Menn,18 - 29 år,1509,5.5,2016-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1439,6.0,2021-01-01
Fylker,Møre og Romsdal,Kvinner,18 - 29 år,914,4.9,2016-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1417,5.1,2021-01-01
Fylker,Møre og Romsdal,Menn,18 - 29 år,952,4.5,2016-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,4603,5.8,2021-01-01
Fylker,Nordland,Kvinner,18 - 29 år,1091,6.2,2016-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,2033,6.0,2021-01-01
Fylker,Nordland,Menn,18 - 29 år,1036,5.3,2016-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,4929,4.8,2021-01-01
Fylker,Oslo,Kvinner,18 - 29 år,2253,3.3,2016-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2893,6.9,2021-01-01
Fylker,Oslo,Menn,18 - 29 år,1981,3.2,2016-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3490,7.3,2022-01-01
Fylker,Rogaland,Kvinner,18 - 29 år,1703,4.5,2016-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,4239,4.6,2022-01-01
Fylker,Rogaland,Menn,18 - 29 år,1873,4.7,2016-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2136,6.0,2022-01-01
Fylker,Telemark,Kvinner,18 - 29 år,865,7.1,2016-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,563,4.7,2022-01-01
Fylker,Telemark,Menn,18 - 29 år,820,6.1,2016-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3099,6.0,2022-01-01
Fylker,Troms ,Kvinner,18 - 29 år,763,5.8,2016-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,2149,5.6,2022-01-01
Fylker,Troms ,Menn,18 - 29 år,731,5.0,2016-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2257,6.5,2022-01-01
Fylker,Trøndelag,Kvinner,18 - 29 år,2009,5.4,2016-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4604,3.4,2022-01-01
Fylker,Trøndelag,Menn,18 - 29 år,1901,4.6,2016-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,4136,5.7,2022-01-01
Fylker,Vestfold,Kvinner,18 - 29 år,1293,7.8,2016-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1447,6.1,2022-01-01
Fylker,Vestfold,Menn,18 - 29 år,1208,6.8,2016-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1490,5.4,2022-01-01
Fylker,Vestland,Kvinner,18 - 29 år,2327,4.6,2016-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,4600,5.7,2022-01-01
Fylker,Vestland,Menn,18 - 29 år,2381,4.4,2016-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,1977,5.9,2022-01-01
Fylker,Østfold,Kvinner,18 - 29 år,1455,7.3,2016-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,5113,5.0,2022-01-01
Fylker,Østfold,Menn,18 - 29 år,1360,6.4,2016-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2887,6.9,2022-01-01
Fylker,Agder,Kvinner,18 - 29 år,1592,6.9,2017-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3442,7.2,2023-01-01
Fylker,Agder,Menn,18 - 29 år,1610,6.5,2017-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,4516,4.8,2023-01-01
Fylker,Akershus,Kvinner,18 - 29 år,1993,4.6,2017-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2095,5.8,2023-01-01
Fylker,Akershus,Menn,18 - 29 år,1924,4.2,2017-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,566,4.8,2023-01-01
Fylker,Buskerud,Kvinner,18 - 29 år,1129,6.4,2017-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3086,6.1,2023-01-01
Fylker,Buskerud,Menn,18 - 29 år,1109,5.8,2017-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,2241,5.8,2023-01-01
Fylker,Finnmark,Kvinner,18 - 29 år,320,5.4,2017-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2254,6.6,2023-01-01
Fylker,Finnmark,Menn,18 - 29 år,324,4.7,2017-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,4790,3.5,2023-01-01
Fylker,Innlandet,Kvinner,18 - 29 år,1532,6.0,2017-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,4235,5.8,2023-01-01
Fylker,Innlandet,Menn,18 - 29 år,1428,5.1,2017-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1468,6.2,2023-01-01
Fylker,Møre og Romsdal,Kvinner,18 - 29 år,947,5.0,2017-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1499,5.5,2023-01-01
Fylker,Møre og Romsdal,Menn,18 - 29 år,986,4.7,2017-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,4534,5.7,2023-01-01
Fylker,Nordland,Kvinner,18 - 29 år,1107,6.2,2017-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,2005,6.1,2023-01-01
Fylker,Nordland,Menn,18 - 29 år,1083,5.5,2017-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,5276,5.1,2023-01-01
Fylker,Oslo,Kvinner,18 - 29 år,2339,3.4,2017-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,3069,7.3,2023-01-01
Fylker,Oslo,Menn,18 - 29 år,2045,3.3,2017-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3679,7.6,2024-01-01
Fylker,Rogaland,Kvinner,18 - 29 år,1890,5.1,2017-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,4889,5.1,2024-01-01
Fylker,Rogaland,Menn,18 - 29 år,2119,5.3,2017-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2253,6.2,2024-01-01
Fylker,Telemark,Kvinner,18 - 29 år,844,6.9,2017-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,593,5.1,2024-01-01
Fylker,Telemark,Menn,18 - 29 år,771,5.7,2017-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3329,6.6,2024-01-01
Fylker,Troms ,Kvinner,18 - 29 år,782,5.8,2017-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,2338,6.1,2024-01-01
Fylker,Troms ,Menn,18 - 29 år,703,4.7,2017-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,2402,7.0,2024-01-01
Fylker,Trøndelag,Kvinner,18 - 29 år,2033,5.4,2017-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,5592,4.1,2024-01-01
Fylker,Trøndelag,Menn,18 - 29 år,1895,4.5,2017-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,4455,6.0,2024-01-01
Fylker,Vestfold,Kvinner,18 - 29 år,1171,7.1,2017-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1505,6.4,2024-01-01
Fylker,Vestfold,Menn,18 - 29 år,1087,6.1,2017-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1581,5.8,2024-01-01
Fylker,Vestland,Kvinner,18 - 29 år,2365,4.6,2017-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,4610,5.8,2024-01-01
Fylker,Vestland,Menn,18 - 29 år,2482,4.6,2017-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,2191,6.6,2024-01-01
Fylker,Østfold,Kvinner,18 - 29 år,1525,7.6,2017-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,5517,5.4,2024-01-01
Fylker,Østfold,Menn,18 - 29 år,1492,6.9,2017-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,3440,8.2,2024-01-01
Fylker,Agder,Kvinner,18 - 29 år,1682,7.1,2018-01-01
Fylker,Agder,Menn,18 - 29 år,1649,6.5,2018-01-01
Fylker,Akershus,Kvinner,18 - 29 år,1924,4.4,2018-01-01
Fylker,Akershus,Menn,18 - 29 år,1791,3.8,2018-01-01
Fylker,Buskerud,Kvinner,18 - 29 år,1062,6.0,2018-01-01
Fylker,Buskerud,Menn,18 - 29 år,1019,5.4,2018-01-01
Fylker,Finnmark,Kvinner,18 - 29 år,310,5.2,2018-01-01
Fylker,Finnmark,Menn,18 - 29 år,282,4.1,2018-01-01
Fylker,Innlandet,Kvinner,18 - 29 år,1525,6.0,2018-01-01
Fylker,Innlandet,Menn,18 - 29 år,1425,5.0,2018-01-01
Fylker,Møre og Romsdal,Kvinner,18 - 29 år,936,5.0,2018-01-01
Fylker,Møre og Romsdal,Menn,18 - 29 år,945,4.5,2018-01-01
Fylker,Nordland,Kvinner,18 - 29 år,1095,6.2,2018-01-01
Fylker,Nordland,Menn,18 - 29 år,1083,5.4,2018-01-01
Fylker,Oslo,Kvinner,18 - 29 år,2335,3.4,2018-01-01
Fylker,Oslo,Menn,18 - 29 år,1953,3.1,2018-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,3117,7.1,2011-02-01
Fylker,Rogaland,Kvinner,18 - 29 år,1903,5.2,2018-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,3468,4.4,2011-02-01
Fylker,Rogaland,Menn,18 - 29 år,2157,5.5,2018-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2021,5.9,2011-02-01
Fylker,Telemark,Kvinner,18 - 29 år,780,6.4,2018-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,637,5.7,2011-02-01
Fylker,Telemark,Menn,18 - 29 år,710,5.3,2018-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3104,6.3,2011-02-01
Fylker,Troms ,Kvinner,18 - 29 år,794,5.9,2018-01-01
Fylker,Møre og Romsdal,Begge kjønn,18 - 29 år,1762,4.7,2011-02-01
Fylker,Troms ,Menn,18 - 29 år,691,4.6,2018-01-01
Fylker,Nordland,Begge kjønn,18 - 29 år,1878,5.5,2011-02-01
Fylker,Trøndelag,Kvinner,18 - 29 år,1973,5.2,2018-01-01
Fylker,Oslo,Begge kjønn,18 - 29 år,3799,3.3,2011-02-01
Fylker,Trøndelag,Menn,18 - 29 år,1846,4.4,2018-01-01
Fylker,Rogaland,Begge kjønn,18 - 29 år,2976,4.1,2011-02-01
Fylker,Vestfold,Kvinner,18 - 29 år,1102,6.7,2018-01-01
Fylker,Telemark,Begge kjønn,18 - 29 år,1708,7.1,2011-02-01
Fylker,Vestfold,Menn,18 - 29 år,1019,5.6,2018-01-01
Fylker,Troms ,Begge kjønn,18 - 29 år,1500,6.1,2011-02-01
Fylker,Vestland,Kvinner,18 - 29 år,2306,4.5,2018-01-01
Fylker,Trøndelag,Begge kjønn,18 - 29 år,3866,5.5,2011-02-01
Fylker,Vestland,Menn,18 - 29 år,2421,4.5,2018-01-01
Fylker,Vestfold,Begge kjønn,18 - 29 år,2298,7.1,2011-02-01
Fylker,Østfold,Kvinner,18 - 29 år,1426,7.1,2018-01-01
Fylker,Vestland,Begge kjønn,18 - 29 år,4655,4.9,2011-02-01
Fylker,Østfold,Menn,18 - 29 år,1436,6.6,2018-01-01
Fylker,Østfold,Begge kjønn,18 - 29 år,2517,6.7,2011-02-01
Fylker,Agder,Kvinner,18 - 29 år,1683,7.2,2019-01-01
Fylker,Agder,Begge kjønn,18 - 29 år,2976,6.7,2012-02-01
Fylker,Agder,Menn,18 - 29 år,1640,6.5,2019-01-01
Fylker,Akershus,Begge kjønn,18 - 29 år,3440,4.2,2012-02-01
Fylker,Akershus,Kvinner,18 - 29 år,1822,4.1,2019-01-01
Fylker,Buskerud,Begge kjønn,18 - 29 år,2093,6.0,2012-02-01
Fylker,Akershus,Menn,18 - 29 år,1765,3.7,2019-01-01
Fylker,Finnmark,Begge kjønn,18 - 29 år,641,5.5,2012-02-01
Fylker,Buskerud,Kvinner,18 - 29 år,1099,6.3,2019-01-01
Fylker,Innlandet,Begge kjønn,18 - 29 år,3184,6.3,2012-02-01
Fylker,Buskerud,Menn,18 - 29 år,1045,5.5,2019-01-01
