Kommunenummer,Kommune,Kjønn,År,Innvandringsgrunn,Enhet,Antall
3814,Kragerø,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,13.0
3814,Kragerø,Kvinner,2021,Uoppgitt,Personer,100.0
3815,Drangedal,Alle,2021,Alle,Personer,381.0
3815,Drangedal,Alle,2021,Arbeidsinnvandrere,Personer,81.0
3815,Drangedal,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,121.0
3815,Drangedal,Alle,2021,Familieinnvandrede,Personer,128.0
3815,Drangedal,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,12.0
3815,Drangedal,Alle,2021,Uoppgitt,Personer,39.0
3815,Drangedal,Menn,2021,Alle,Personer,172.0
3815,Drangedal,Menn,2021,Arbeidsinnvandrere,Personer,53.0
3815,Drangedal,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,65.0
3815,Drangedal,Menn,2021,Familieinnvandrede,Personer,35.0
3815,Drangedal,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,6.0
3815,Drangedal,Menn,2021,Uoppgitt,Personer,13.0
3815,Drangedal,Kvinner,2021,Alle,Personer,209.0
3815,Drangedal,Kvinner,2021,Arbeidsinnvandrere,Personer,28.0
3815,Drangedal,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,56.0
3815,Drangedal,Kvinner,2021,Familieinnvandrede,Personer,93.0
3815,Drangedal,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,6.0
3815,Drangedal,Kvinner,2021,Uoppgitt,Personer,26.0
3816,Nome,Alle,2021,Alle,Personer,766.0
3816,Nome,Alle,2021,Arbeidsinnvandrere,Personer,150.0
3816,Nome,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,319.0
3816,Nome,Alle,2021,Familieinnvandrede,Personer,192.0
3816,Nome,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,20.0
3816,Nome,Alle,2021,Uoppgitt,Personer,85.0
3816,Nome,Menn,2021,Alle,Personer,366.0
3816,Nome,Menn,2021,Arbeidsinnvandrere,Personer,99.0
3816,Nome,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,161.0
3816,Nome,Menn,2021,Familieinnvandrede,Personer,61.0
3816,Nome,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,6.0
3816,Nome,Menn,2021,Uoppgitt,Personer,39.0
3816,Nome,Kvinner,2021,Alle,Personer,400.0
3816,Nome,Kvinner,2021,Arbeidsinnvandrere,Personer,51.0
3816,Nome,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,158.0
3816,Nome,Kvinner,2021,Familieinnvandrede,Personer,131.0
3816,Nome,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,14.0
3816,Nome,Kvinner,2021,Uoppgitt,Personer,46.0
3817,Midt-Telemark,Alle,2021,Alle,Personer,1379.0
3817,Midt-Telemark,Alle,2021,Arbeidsinnvandrere,Personer,261.0
3817,Midt-Telemark,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,547.0
3817,Midt-Telemark,Alle,2021,Familieinnvandrede,Personer,232.0
3817,Midt-Telemark,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,116.0
3817,Midt-Telemark,Alle,2021,Uoppgitt,Personer,223.0
3817,Midt-Telemark,Menn,2021,Alle,Personer,714.0
3817,Midt-Telemark,Menn,2021,Arbeidsinnvandrere,Personer,170.0
3817,Midt-Telemark,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,306.0
3817,Midt-Telemark,Menn,2021,Familieinnvandrede,Personer,81.0
3817,Midt-Telemark,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,49.0
3817,Midt-Telemark,Menn,2021,Uoppgitt,Personer,108.0
3817,Midt-Telemark,Kvinner,2021,Alle,Personer,665.0
3817,Midt-Telemark,Kvinner,2021,Arbeidsinnvandrere,Personer,91.0
3817,Midt-Telemark,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,241.0
3817,Midt-Telemark,Kvinner,2021,Familieinnvandrede,Personer,151.0
3817,Midt-Telemark,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,67.0
3817,Midt-Telemark,Kvinner,2021,Uoppgitt,Personer,115.0
3818,Tinn,Alle,2021,Alle,Personer,637.0
3818,Tinn,Alle,2021,Arbeidsinnvandrere,Personer,104.0
3818,Tinn,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,219.0
3818,Tinn,Alle,2021,Familieinnvandrede,Personer,149.0
3818,Tinn,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,20.0
3818,Tinn,Alle,2021,Uoppgitt,Personer,145.0
3818,Tinn,Menn,2021,Alle,Personer,299.0
3818,Tinn,Menn,2021,Arbeidsinnvandrere,Personer,79.0
3818,Tinn,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,119.0
3818,Tinn,Menn,2021,Familieinnvandrede,Personer,40.0
3818,Tinn,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,5.0
3818,Tinn,Menn,2021,Uoppgitt,Personer,56.0
3818,Tinn,Kvinner,2021,Alle,Personer,338.0
3818,Tinn,Kvinner,2021,Arbeidsinnvandrere,Personer,25.0
3818,Tinn,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,100.0
3818,Tinn,Kvinner,2021,Familieinnvandrede,Personer,109.0
3818,Tinn,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,15.0
3818,Tinn,Kvinner,2021,Uoppgitt,Personer,89.0
3819,Hjartdal,Alle,2021,Alle,Personer,116.0
3819,Hjartdal,Alle,2021,Arbeidsinnvandrere,Personer,23.0
3819,Hjartdal,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,53.0
3819,Hjartdal,Alle,2021,Familieinnvandrede,Personer,27.0
3819,Hjartdal,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
3819,Hjartdal,Alle,2021,Uoppgitt,Personer,10.0
3819,Hjartdal,Menn,2021,Alle,Personer,58.0
3819,Hjartdal,Menn,2021,Arbeidsinnvandrere,Personer,16.0
3819,Hjartdal,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,28.0
3819,Hjartdal,Menn,2021,Familieinnvandrede,Personer,10.0
3819,Hjartdal,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,0.0
3819,Hjartdal,Menn,2021,Uoppgitt,Personer,4.0
3819,Hjartdal,Kvinner,2021,Alle,Personer,58.0
3819,Hjartdal,Kvinner,2021,Arbeidsinnvandrere,Personer,7.0
3819,Hjartdal,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,25.0
3819,Hjartdal,Kvinner,2021,Familieinnvandrede,Personer,17.0
3819,Hjartdal,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
3819,Hjartdal,Kvinner,2021,Uoppgitt,Personer,6.0
3820,Seljord,Alle,2021,Alle,Personer,266.0
3820,Seljord,Alle,2021,Arbeidsinnvandrere,Personer,65.0
3820,Seljord,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,103.0
3820,Seljord,Alle,2021,Familieinnvandrede,Personer,49.0
3820,Seljord,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,5.0
3820,Seljord,Alle,2021,Uoppgitt,Personer,44.0
3820,Seljord,Menn,2021,Alle,Personer,123.0
3820,Seljord,Menn,2021,Arbeidsinnvandrere,Personer,36.0
3820,Seljord,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,47.0
3820,Seljord,Menn,2021,Familieinnvandrede,Personer,16.0
3820,Seljord,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,0.0
3820,Seljord,Menn,2021,Uoppgitt,Personer,24.0
3820,Seljord,Kvinner,2021,Alle,Personer,143.0
3820,Seljord,Kvinner,2021,Arbeidsinnvandrere,Personer,29.0
3820,Seljord,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,56.0
3820,Seljord,Kvinner,2021,Familieinnvandrede,Personer,33.0
3820,Seljord,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,5.0
3820,Seljord,Kvinner,2021,Uoppgitt,Personer,20.0
3821,Kviteseid,Alle,2021,Alle,Personer,188.0
3821,Kviteseid,Alle,2021,Arbeidsinnvandrere,Personer,64.0
3821,Kviteseid,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,33.0
3821,Kviteseid,Alle,2021,Familieinnvandrede,Personer,47.0
3821,Kviteseid,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,6.0
3821,Kviteseid,Alle,2021,Uoppgitt,Personer,38.0
3821,Kviteseid,Menn,2021,Alle,Personer,95.0
3821,Kviteseid,Menn,2021,Arbeidsinnvandrere,Personer,45.0
3821,Kviteseid,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,21.0
3821,Kviteseid,Menn,2021,Familieinnvandrede,Personer,12.0
3821,Kviteseid,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
3821,Kviteseid,Menn,2021,Uoppgitt,Personer,14.0
3821,Kviteseid,Kvinner,2021,Alle,Personer,93.0
3821,Kviteseid,Kvinner,2021,Arbeidsinnvandrere,Personer,19.0
3821,Kviteseid,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,12.0
3821,Kviteseid,Kvinner,2021,Familieinnvandrede,Personer,35.0
3821,Kviteseid,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
3821,Kviteseid,Kvinner,2021,Uoppgitt,Personer,24.0
3822,Nissedal,Alle,2021,Alle,Personer,151.0
3822,Nissedal,Alle,2021,Arbeidsinnvandrere,Personer,44.0
3822,Nissedal,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,46.0
3822,Nissedal,Alle,2021,Familieinnvandrede,Personer,28.0
3822,Nissedal,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,8.0
3822,Nissedal,Alle,2021,Uoppgitt,Personer,25.0
3822,Nissedal,Menn,2021,Alle,Personer,77.0
3822,Nissedal,Menn,2021,Arbeidsinnvandrere,Personer,33.0
3822,Nissedal,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,23.0
3822,Nissedal,Menn,2021,Familieinnvandrede,Personer,6.0
3822,Nissedal,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
3822,Nissedal,Menn,2021,Uoppgitt,Personer,12.0
3822,Nissedal,Kvinner,2021,Alle,Personer,74.0
3822,Nissedal,Kvinner,2021,Arbeidsinnvandrere,Personer,11.0
3822,Nissedal,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,23.0
3822,Nissedal,Kvinner,2021,Familieinnvandrede,Personer,22.0
3822,Nissedal,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,5.0
3822,Nissedal,Kvinner,2021,Uoppgitt,Personer,13.0
3823,Fyresdal,Alle,2021,Alle,Personer,126.0
3823,Fyresdal,Alle,2021,Arbeidsinnvandrere,Personer,33.0
3823,Fyresdal,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,33.0
3823,Fyresdal,Alle,2021,Familieinnvandrede,Personer,39.0
3823,Fyresdal,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,6.0
3823,Fyresdal,Alle,2021,Uoppgitt,Personer,15.0
3823,Fyresdal,Menn,2021,Alle,Personer,59.0
3823,Fyresdal,Menn,2021,Arbeidsinnvandrere,Personer,26.0
3823,Fyresdal,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,15.0
3823,Fyresdal,Menn,2021,Familieinnvandrede,Personer,9.0
3823,Fyresdal,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
3823,Fyresdal,Menn,2021,Uoppgitt,Personer,6.0
3823,Fyresdal,Kvinner,2021,Alle,Personer,67.0
3823,Fyresdal,Kvinner,2021,Arbeidsinnvandrere,Personer,7.0
3823,Fyresdal,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,18.0
3823,Fyresdal,Kvinner,2021,Familieinnvandrede,Personer,30.0
3823,Fyresdal,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
3823,Fyresdal,Kvinner,2021,Uoppgitt,Personer,9.0
3824,Tokke,Alle,2021,Alle,Personer,192.0
3824,Tokke,Alle,2021,Arbeidsinnvandrere,Personer,44.0
3824,Tokke,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,56.0
3824,Tokke,Alle,2021,Familieinnvandrede,Personer,54.0
3824,Tokke,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,7.0
3824,Tokke,Alle,2021,Uoppgitt,Personer,31.0
3824,Tokke,Menn,2021,Alle,Personer,89.0
3824,Tokke,Menn,2021,Arbeidsinnvandrere,Personer,33.0
3824,Tokke,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,27.0
3824,Tokke,Menn,2021,Familieinnvandrede,Personer,14.0
3824,Tokke,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,3.0
3824,Tokke,Menn,2021,Uoppgitt,Personer,12.0
3824,Tokke,Kvinner,2021,Alle,Personer,103.0
3824,Tokke,Kvinner,2021,Arbeidsinnvandrere,Personer,11.0
3824,Tokke,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,29.0
3824,Tokke,Kvinner,2021,Familieinnvandrede,Personer,40.0
3824,Tokke,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,4.0
3824,Tokke,Kvinner,2021,Uoppgitt,Personer,19.0
3825,Vinje,Alle,2021,Alle,Personer,352.0
3825,Vinje,Alle,2021,Arbeidsinnvandrere,Personer,82.0
3825,Vinje,Alle,2021,Flyktninger og deres familieinnvandrede,Personer,130.0
3825,Vinje,Alle,2021,Familieinnvandrede,Personer,75.0
3825,Vinje,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,23.0
3825,Vinje,Alle,2021,Uoppgitt,Personer,42.0
3825,Vinje,Menn,2021,Alle,Personer,188.0
3825,Vinje,Menn,2021,Arbeidsinnvandrere,Personer,56.0
3825,Vinje,Menn,2021,Flyktninger og deres familieinnvandrede,Personer,75.0
3825,Vinje,Menn,2021,Familieinnvandrede,Personer,23.0
3825,Vinje,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,12.0
3825,Vinje,Menn,2021,Uoppgitt,Personer,22.0
3825,Vinje,Kvinner,2021,Alle,Personer,164.0
3825,Vinje,Kvinner,2021,Arbeidsinnvandrere,Personer,26.0
3825,Vinje,Kvinner,2021,Flyktninger og deres familieinnvandrede,Personer,55.0
3825,Vinje,Kvinner,2021,Familieinnvandrede,Personer,52.0
3825,Vinje,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Personer,11.0
3825,Vinje,Kvinner,2021,Uoppgitt,Personer,20.0
3806,Porsgrunn,Alle,2021,Alle,Prosent,100.0
3806,Porsgrunn,Alle,2021,Arbeidsinnvandrere,Prosent,16.2
3806,Porsgrunn,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,41.3
3806,Porsgrunn,Alle,2021,Familieinnvandrede,Prosent,24.3
3806,Porsgrunn,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,4.7
3806,Porsgrunn,Alle,2021,Uoppgitt,Prosent,13.6
3806,Porsgrunn,Menn,2021,Alle,Prosent,51.1
3806,Porsgrunn,Menn,2021,Arbeidsinnvandrere,Prosent,12.3
3806,Porsgrunn,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,22.6
3806,Porsgrunn,Menn,2021,Familieinnvandrede,Prosent,6.9
3806,Porsgrunn,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.6
3806,Porsgrunn,Menn,2021,Uoppgitt,Prosent,6.7
3806,Porsgrunn,Kvinner,2021,Alle,Prosent,48.9
3806,Porsgrunn,Kvinner,2021,Arbeidsinnvandrere,Prosent,3.9
3806,Porsgrunn,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,18.7
3806,Porsgrunn,Kvinner,2021,Familieinnvandrede,Prosent,17.4
3806,Porsgrunn,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.2
3806,Porsgrunn,Kvinner,2021,Uoppgitt,Prosent,6.8
3807,Skien,Alle,2021,Alle,Prosent,100.0
3807,Skien,Alle,2021,Arbeidsinnvandrere,Prosent,14.7
3807,Skien,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,49.7
3807,Skien,Alle,2021,Familieinnvandrede,Prosent,21.0
3807,Skien,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.3
3807,Skien,Alle,2021,Uoppgitt,Prosent,12.3
3807,Skien,Menn,2021,Alle,Prosent,49.8
3807,Skien,Menn,2021,Arbeidsinnvandrere,Prosent,10.6
3807,Skien,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,25.5
3807,Skien,Menn,2021,Familieinnvandrede,Prosent,6.5
3807,Skien,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.9
3807,Skien,Menn,2021,Uoppgitt,Prosent,6.3
3807,Skien,Kvinner,2021,Alle,Prosent,50.2
3807,Skien,Kvinner,2021,Arbeidsinnvandrere,Prosent,4.1
3807,Skien,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,24.2
3807,Skien,Kvinner,2021,Familieinnvandrede,Prosent,14.5
3807,Skien,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.3
3807,Skien,Kvinner,2021,Uoppgitt,Prosent,6.1
3808,Notodden,Alle,2021,Alle,Prosent,100.0
3808,Notodden,Alle,2021,Arbeidsinnvandrere,Prosent,24.0
3808,Notodden,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,36.5
3808,Notodden,Alle,2021,Familieinnvandrede,Prosent,25.0
3808,Notodden,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.6
3808,Notodden,Alle,2021,Uoppgitt,Prosent,10.9
3808,Notodden,Menn,2021,Alle,Prosent,51.5
3808,Notodden,Menn,2021,Arbeidsinnvandrere,Prosent,17.5
3808,Notodden,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,20.0
3808,Notodden,Menn,2021,Familieinnvandrede,Prosent,7.4
3808,Notodden,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.3
3808,Notodden,Menn,2021,Uoppgitt,Prosent,5.4
3808,Notodden,Kvinner,2021,Alle,Prosent,48.5
3808,Notodden,Kvinner,2021,Arbeidsinnvandrere,Prosent,6.5
3808,Notodden,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,16.5
3808,Notodden,Kvinner,2021,Familieinnvandrede,Prosent,17.6
3808,Notodden,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.3
3808,Notodden,Kvinner,2021,Uoppgitt,Prosent,5.6
3812,Siljan,Alle,2021,Alle,Prosent,100.0
3812,Siljan,Alle,2021,Arbeidsinnvandrere,Prosent,15.9
3812,Siljan,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,41.2
3812,Siljan,Alle,2021,Familieinnvandrede,Prosent,20.6
3812,Siljan,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,4.7
3812,Siljan,Alle,2021,Uoppgitt,Prosent,17.6
3812,Siljan,Menn,2021,Alle,Prosent,46.5
3812,Siljan,Menn,2021,Arbeidsinnvandrere,Prosent,11.2
3812,Siljan,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,20.6
3812,Siljan,Menn,2021,Familieinnvandrede,Prosent,4.1
3812,Siljan,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.0
3812,Siljan,Menn,2021,Uoppgitt,Prosent,10.6
3812,Siljan,Kvinner,2021,Alle,Prosent,53.5
3812,Siljan,Kvinner,2021,Arbeidsinnvandrere,Prosent,4.7
3812,Siljan,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,20.6
3812,Siljan,Kvinner,2021,Familieinnvandrede,Prosent,16.5
3812,Siljan,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,4.7
3812,Siljan,Kvinner,2021,Uoppgitt,Prosent,7.1
3813,Bamble,Alle,2021,Alle,Prosent,100.0
3813,Bamble,Alle,2021,Arbeidsinnvandrere,Prosent,16.6
3813,Bamble,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,48.0
3813,Bamble,Alle,2021,Familieinnvandrede,Prosent,18.8
3813,Bamble,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.0
3813,Bamble,Alle,2021,Uoppgitt,Prosent,14.5
3813,Bamble,Menn,2021,Alle,Prosent,48.8
3813,Bamble,Menn,2021,Arbeidsinnvandrere,Prosent,11.4
3813,Bamble,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,25.1
3813,Bamble,Menn,2021,Familieinnvandrede,Prosent,5.1
3813,Bamble,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.3
3813,Bamble,Menn,2021,Uoppgitt,Prosent,6.8
3813,Bamble,Kvinner,2021,Alle,Prosent,51.2
3813,Bamble,Kvinner,2021,Arbeidsinnvandrere,Prosent,5.2
3813,Bamble,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,22.9
3813,Bamble,Kvinner,2021,Familieinnvandrede,Prosent,13.8
3813,Bamble,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.7
3813,Bamble,Kvinner,2021,Uoppgitt,Prosent,7.7
3814,Kragerø,Alle,2021,Alle,Prosent,100.0
3814,Kragerø,Alle,2021,Arbeidsinnvandrere,Prosent,17.8
3814,Kragerø,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,40.1
3814,Kragerø,Alle,2021,Familieinnvandrede,Prosent,22.2
3814,Kragerø,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.6
3814,Kragerø,Alle,2021,Uoppgitt,Prosent,18.2
3814,Kragerø,Menn,2021,Alle,Prosent,51.6
3814,Kragerø,Menn,2021,Arbeidsinnvandrere,Prosent,12.9
3814,Kragerø,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,22.9
3814,Kragerø,Menn,2021,Familieinnvandrede,Prosent,6.2
3814,Kragerø,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.5
3814,Kragerø,Menn,2021,Uoppgitt,Prosent,9.1
3814,Kragerø,Kvinner,2021,Alle,Prosent,48.4
3814,Kragerø,Kvinner,2021,Arbeidsinnvandrere,Prosent,4.9
3814,Kragerø,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,17.2
3814,Kragerø,Kvinner,2021,Familieinnvandrede,Prosent,15.9
3814,Kragerø,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.2
3814,Kragerø,Kvinner,2021,Uoppgitt,Prosent,9.2
3815,Drangedal,Alle,2021,Alle,Prosent,100.0
3815,Drangedal,Alle,2021,Arbeidsinnvandrere,Prosent,21.3
3815,Drangedal,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,31.8
3815,Drangedal,Alle,2021,Familieinnvandrede,Prosent,33.6
3815,Drangedal,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.1
3815,Drangedal,Alle,2021,Uoppgitt,Prosent,10.2
3815,Drangedal,Menn,2021,Alle,Prosent,45.1
3815,Drangedal,Menn,2021,Arbeidsinnvandrere,Prosent,13.9
3815,Drangedal,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,17.1
3815,Drangedal,Menn,2021,Familieinnvandrede,Prosent,9.2
3815,Drangedal,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.6
3815,Drangedal,Menn,2021,Uoppgitt,Prosent,3.4
3815,Drangedal,Kvinner,2021,Alle,Prosent,54.9
3815,Drangedal,Kvinner,2021,Arbeidsinnvandrere,Prosent,7.3
3815,Drangedal,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,14.7
3815,Drangedal,Kvinner,2021,Familieinnvandrede,Prosent,24.4
3815,Drangedal,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.6
3815,Drangedal,Kvinner,2021,Uoppgitt,Prosent,6.8
3816,Nome,Alle,2021,Alle,Prosent,100.0
3816,Nome,Alle,2021,Arbeidsinnvandrere,Prosent,19.6
3816,Nome,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,41.6
3816,Nome,Alle,2021,Familieinnvandrede,Prosent,25.1
3816,Nome,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,2.6
3816,Nome,Alle,2021,Uoppgitt,Prosent,11.1
3816,Nome,Menn,2021,Alle,Prosent,47.8
3816,Nome,Menn,2021,Arbeidsinnvandrere,Prosent,12.9
3816,Nome,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,21.0
3816,Nome,Menn,2021,Familieinnvandrede,Prosent,8.0
3816,Nome,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,0.8
3816,Nome,Menn,2021,Uoppgitt,Prosent,5.1
3816,Nome,Kvinner,2021,Alle,Prosent,52.2
3816,Nome,Kvinner,2021,Arbeidsinnvandrere,Prosent,6.7
3816,Nome,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,20.6
3816,Nome,Kvinner,2021,Familieinnvandrede,Prosent,17.1
3816,Nome,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,1.8
3816,Nome,Kvinner,2021,Uoppgitt,Prosent,6.0
3817,Midt-Telemark,Alle,2021,Alle,Prosent,100.0
3817,Midt-Telemark,Alle,2021,Arbeidsinnvandrere,Prosent,18.9
3817,Midt-Telemark,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,39.7
3817,Midt-Telemark,Alle,2021,Familieinnvandrede,Prosent,16.8
3817,Midt-Telemark,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,8.4
3817,Midt-Telemark,Alle,2021,Uoppgitt,Prosent,16.2
3817,Midt-Telemark,Menn,2021,Alle,Prosent,51.8
3817,Midt-Telemark,Menn,2021,Arbeidsinnvandrere,Prosent,12.3
3817,Midt-Telemark,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,22.2
3817,Midt-Telemark,Menn,2021,Familieinnvandrede,Prosent,5.9
3817,Midt-Telemark,Menn,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.6
3817,Midt-Telemark,Menn,2021,Uoppgitt,Prosent,7.8
3817,Midt-Telemark,Kvinner,2021,Alle,Prosent,48.2
3817,Midt-Telemark,Kvinner,2021,Arbeidsinnvandrere,Prosent,6.6
3817,Midt-Telemark,Kvinner,2021,Flyktninger og deres familieinnvandrede,Prosent,17.5
3817,Midt-Telemark,Kvinner,2021,Familieinnvandrede,Prosent,10.9
3817,Midt-Telemark,Kvinner,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,4.9
3817,Midt-Telemark,Kvinner,2021,Uoppgitt,Prosent,8.3
3818,Tinn,Alle,2021,Alle,Prosent,100.0
3818,Tinn,Alle,2021,Arbeidsinnvandrere,Prosent,16.3
3818,Tinn,Alle,2021,Flyktninger og deres familieinnvandrede,Prosent,34.4
3818,Tinn,Alle,2021,Familieinnvandrede,Prosent,23.4
3818,Tinn,Alle,2021,Utdanning (inkl. au pair) eller andre grunner,Prosent,3.1
3818,Tinn,Alle,2021,Uoppgitt,Prosent,22.8
3818,Tinn,Menn,2021,Alle,Prosent,46.9
3818,Tinn,Menn,2021,Arbeidsinnvandrere,Prosent,12.4
3818,Tinn,Menn,2021,Flyktninger og deres familieinnvandrede,Prosent,18.7
3818,Tinn,Menn,2021,Familieinnvandrede,Prosent,6.3
