Kommune,Utdanningsnivå,Kjønn,Variabel,År,Verdi
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2007,53.3
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2008,54.1
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2009,53.4
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2010,54.2
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2011,52.2
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2012,52.0
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2013,53.8
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2014,54.0
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2015,54.3
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2016,50.9
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2017,51.3
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2018,52.0
Hjartdal (-2019),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2019,52.6
Hjartdal (2020-2023),Fagskolenivå,Begge kjønn,Personer 16 år og over,2020,47.0
Hjartdal (2020-2023),Fagskolenivå,Begge kjønn,Personer 16 år og over,2021,49.0
Hjartdal (2020-2023),Fagskolenivå,Begge kjønn,Personer 16 år og over,2022,53.0
Hjartdal (2020-2023),Fagskolenivå,Begge kjønn,Personer 16 år og over,2023,56.0
Hjartdal (2020-2023),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2020,3.6
Hjartdal (2020-2023),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2021,3.8
Hjartdal (2020-2023),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2022,4.1
Hjartdal (2020-2023),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2023,4.2
Hjartdal (2020-2023),Fagskolenivå,Kvinner,Personer 16 år og over,2020,21.0
Hjartdal (2020-2023),Fagskolenivå,Kvinner,Personer 16 år og over,2021,23.0
Hjartdal (2020-2023),Fagskolenivå,Kvinner,Personer 16 år og over,2022,26.0
Hjartdal (2020-2023),Fagskolenivå,Kvinner,Personer 16 år og over,2023,26.0
Hjartdal (2020-2023),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2020,3.3
Hjartdal (2020-2023),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2021,3.6
Hjartdal (2020-2023),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2022,4.0
Hjartdal (2020-2023),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2023,3.9
Hjartdal (2020-2023),Fagskolenivå,Menn,Personer 16 år og over,2020,26.0
Hjartdal (2020-2023),Fagskolenivå,Menn,Personer 16 år og over,2021,26.0
Hjartdal (2020-2023),Fagskolenivå,Menn,Personer 16 år og over,2022,27.0
Hjartdal (2020-2023),Fagskolenivå,Menn,Personer 16 år og over,2023,30.0
Hjartdal (2020-2023),Fagskolenivå,Menn,Personer 16 år og over (prosent),2020,3.9
Hjartdal (2020-2023),Fagskolenivå,Menn,Personer 16 år og over (prosent),2021,3.9
Hjartdal (2020-2023),Fagskolenivå,Menn,Personer 16 år og over (prosent),2022,4.1
Hjartdal (2020-2023),Fagskolenivå,Menn,Personer 16 år og over (prosent),2023,4.5
Hjartdal (2020-2023),Grunnskolenivå,Begge kjønn,Personer 16 år og over,2020,361.0
Hjartdal (2020-2023),Grunnskolenivå,Begge kjønn,Personer 16 år og over,2021,359.0
Hjartdal (2020-2023),Grunnskolenivå,Begge kjønn,Personer 16 år og over,2022,343.0
Hjartdal (2020-2023),Grunnskolenivå,Begge kjønn,Personer 16 år og over,2023,329.0
Hjartdal (2020-2023),Grunnskolenivå,Begge kjønn,Personer 16 år og over (prosent),2020,27.8
Hjartdal (2020-2023),Grunnskolenivå,Begge kjønn,Personer 16 år og over (prosent),2021,27.5
Hjartdal (2020-2023),Grunnskolenivå,Begge kjønn,Personer 16 år og over (prosent),2022,26.2
Hjartdal (2020-2023),Grunnskolenivå,Begge kjønn,Personer 16 år og over (prosent),2023,24.7
Hjartdal (2020-2023),Grunnskolenivå,Kvinner,Personer 16 år og over,2020,161.0
Hjartdal (2020-2023),Grunnskolenivå,Kvinner,Personer 16 år og over,2021,161.0
Hjartdal (2020-2023),Grunnskolenivå,Kvinner,Personer 16 år og over,2022,158.0
Hjartdal (2020-2023),Grunnskolenivå,Kvinner,Personer 16 år og over,2023,156.0
Hjartdal (2020-2023),Grunnskolenivå,Kvinner,Personer 16 år og over (prosent),2020,25.4
Hjartdal (2020-2023),Grunnskolenivå,Kvinner,Personer 16 år og over (prosent),2021,25.3
Hjartdal (2020-2023),Grunnskolenivå,Kvinner,Personer 16 år og over (prosent),2022,24.6
Hjartdal (2020-2023),Grunnskolenivå,Kvinner,Personer 16 år og over (prosent),2023,23.2
Hjartdal (2020-2023),Grunnskolenivå,Menn,Personer 16 år og over,2020,200.0
Hjartdal (2020-2023),Grunnskolenivå,Menn,Personer 16 år og over,2021,198.0
Hjartdal (2020-2023),Grunnskolenivå,Menn,Personer 16 år og over,2022,185.0
Hjartdal (2020-2023),Grunnskolenivå,Menn,Personer 16 år og over,2023,173.0
Hjartdal (2020-2023),Grunnskolenivå,Menn,Personer 16 år og over (prosent),2020,30.2
Hjartdal (2020-2023),Grunnskolenivå,Menn,Personer 16 år og over (prosent),2021,29.6
Hjartdal (2020-2023),Grunnskolenivå,Menn,Personer 16 år og over (prosent),2022,27.8
Hjartdal (2020-2023),Grunnskolenivå,Menn,Personer 16 år og over (prosent),2023,26.2
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over,2020,219.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over,2021,226.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over,2022,227.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over,2023,244.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2020,16.9
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2021,17.3
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2022,17.4
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2023,18.3
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2020,156.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2021,161.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2022,164.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2023,178.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2020,24.6
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2021,25.3
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2022,25.5
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2023,26.5
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2020,63.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2021,65.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2022,63.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2023,66.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2020,9.5
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2021,9.7
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2022,9.5
Hjartdal (2020-2023),"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2023,10.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2020,46.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2021,47.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2022,61.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2023,72.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2020,3.5
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2021,3.6
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2022,4.7
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2023,5.4
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2020,20.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2021,20.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2022,28.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2023,37.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2020,3.1
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2021,3.1
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2022,4.4
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2023,5.5
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2020,26.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2021,27.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2022,33.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2023,35.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2020,3.9
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2021,4.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2022,5.0
Hjartdal (2020-2023),"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2023,5.3
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2020,6.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2021,5.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2022,5.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2023,5.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2020,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2021,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2022,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2023,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2020,4.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2021,2.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2022,2.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2023,2.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2020,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2021,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2022,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2023,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2020,2.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2021,3.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2022,3.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2023,3.0
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2020,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2021,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2022,nan
Hjartdal (2020-2023),Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2023,nan
Hjartdal (2020-2023),Videregående skolenivå,Begge kjønn,Personer 16 år og over,2020,625.0
Hjartdal (2020-2023),Videregående skolenivå,Begge kjønn,Personer 16 år og over,2021,624.0
Hjartdal (2020-2023),Videregående skolenivå,Begge kjønn,Personer 16 år og over,2022,624.0
Hjartdal (2020-2023),Videregående skolenivå,Begge kjønn,Personer 16 år og over,2023,632.0
Hjartdal (2020-2023),Videregående skolenivå,Begge kjønn,Personer 16 år og over (prosent),2020,48.2
Hjartdal (2020-2023),Videregående skolenivå,Begge kjønn,Personer 16 år og over (prosent),2021,47.8
Hjartdal (2020-2023),Videregående skolenivå,Begge kjønn,Personer 16 år og over (prosent),2022,47.7
Hjartdal (2020-2023),Videregående skolenivå,Begge kjønn,Personer 16 år og over (prosent),2023,47.4
Hjartdal (2020-2023),Videregående skolenivå,Kvinner,Personer 16 år og over,2020,277.0
Hjartdal (2020-2023),Videregående skolenivå,Kvinner,Personer 16 år og over,2021,272.0
Hjartdal (2020-2023),Videregående skolenivå,Kvinner,Personer 16 år og over,2022,266.0
Hjartdal (2020-2023),Videregående skolenivå,Kvinner,Personer 16 år og over,2023,275.0
Hjartdal (2020-2023),Videregående skolenivå,Kvinner,Personer 16 år og over (prosent),2020,43.6
Hjartdal (2020-2023),Videregående skolenivå,Kvinner,Personer 16 år og over (prosent),2021,42.7
Hjartdal (2020-2023),Videregående skolenivå,Kvinner,Personer 16 år og over (prosent),2022,41.4
Hjartdal (2020-2023),Videregående skolenivå,Kvinner,Personer 16 år og over (prosent),2023,40.9
Hjartdal (2020-2023),Videregående skolenivå,Menn,Personer 16 år og over,2020,348.0
Hjartdal (2020-2023),Videregående skolenivå,Menn,Personer 16 år og over,2021,352.0
Hjartdal (2020-2023),Videregående skolenivå,Menn,Personer 16 år og over,2022,358.0
Hjartdal (2020-2023),Videregående skolenivå,Menn,Personer 16 år og over,2023,357.0
Hjartdal (2020-2023),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2020,52.5
Hjartdal (2020-2023),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2021,52.7
Hjartdal (2020-2023),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2022,53.8
Hjartdal (2020-2023),Videregående skolenivå,Menn,Personer 16 år og over (prosent),2023,54.0
Kragerø,Fagskolenivå,Begge kjønn,Personer 16 år og over,2024,363.0
Kragerø,Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2024,4.1
Kragerø,Fagskolenivå,Kvinner,Personer 16 år og over,2024,137.0
Kragerø,Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2024,3.1
Kragerø,Fagskolenivå,Menn,Personer 16 år og over,2024,226.0
Kragerø,Fagskolenivå,Menn,Personer 16 år og over (prosent),2024,5.1
Kragerø,Grunnskolenivå,Begge kjønn,Personer 16 år og over,2024,2291.0
Kragerø,Grunnskolenivå,Begge kjønn,Personer 16 år og over (prosent),2024,25.8
Kragerø,Grunnskolenivå,Kvinner,Personer 16 år og over,2024,1137.0
Kragerø,Grunnskolenivå,Kvinner,Personer 16 år og over (prosent),2024,25.3
Kragerø,Grunnskolenivå,Menn,Personer 16 år og over,2024,1154.0
Kragerø,Grunnskolenivå,Menn,Personer 16 år og over (prosent),2024,26.2
Kragerø,"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over,2024,2027.0
Kragerø,"Universitets- og høgskolenivå, kort",Begge kjønn,Personer 16 år og over (prosent),2024,22.8
Kragerø,"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over,2024,1254.0
Kragerø,"Universitets- og høgskolenivå, kort",Kvinner,Personer 16 år og over (prosent),2024,28.0
Kragerø,"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over,2024,773.0
Kragerø,"Universitets- og høgskolenivå, kort",Menn,Personer 16 år og over (prosent),2024,17.6
Kragerø,"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over,2024,530.0
Kragerø,"Universitets- og høgskolenivå, lang",Begge kjønn,Personer 16 år og over (prosent),2024,6.0
Kragerø,"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over,2024,276.0
Kragerø,"Universitets- og høgskolenivå, lang",Kvinner,Personer 16 år og over (prosent),2024,6.2
Kragerø,"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over,2024,254.0
Kragerø,"Universitets- og høgskolenivå, lang",Menn,Personer 16 år og over (prosent),2024,5.8
Kragerø,Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over,2024,40.0
Kragerø,Uoppgitt eller ingen fullført utdanning,Begge kjønn,Personer 16 år og over (prosent),2024,nan
Kragerø,Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over,2024,22.0
Kragerø,Uoppgitt eller ingen fullført utdanning,Kvinner,Personer 16 år og over (prosent),2024,nan
Kragerø,Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over,2024,18.0
Kragerø,Uoppgitt eller ingen fullført utdanning,Menn,Personer 16 år og over (prosent),2024,nan
Kragerø,Videregående skolenivå,Begge kjønn,Personer 16 år og over,2024,3676.0
Kragerø,Videregående skolenivå,Begge kjønn,Personer 16 år og over (prosent),2024,41.4
Kragerø,Videregående skolenivå,Kvinner,Personer 16 år og over,2024,1682.0
Kragerø,Videregående skolenivå,Kvinner,Personer 16 år og over (prosent),2024,37.5
Kragerø,Videregående skolenivå,Menn,Personer 16 år og over,2024,1994.0
Kragerø,Videregående skolenivå,Menn,Personer 16 år og over (prosent),2024,45.3
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2004,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2005,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2006,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2007,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2008,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2009,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2010,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2011,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2012,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2013,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2014,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2015,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2016,295.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2017,298.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2018,309.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over,2019,311.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2004,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2005,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2006,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2007,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2008,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2009,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2010,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2011,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2012,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2013,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2014,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2015,0.0
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2016,3.3
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2017,3.4
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2018,3.5
Kragerø (1960-2019),Fagskolenivå,Begge kjønn,Personer 16 år og over (prosent),2019,3.6
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2004,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2005,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2006,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2007,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2008,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2009,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2010,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2011,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2012,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2013,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2014,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2015,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2016,87.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2017,90.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2018,99.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over,2019,103.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2004,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2005,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2006,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2007,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2008,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2009,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2010,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2011,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2012,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2013,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2014,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2015,0.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2016,1.9
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2017,2.0
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2018,2.2
Kragerø (1960-2019),Fagskolenivå,Kvinner,Personer 16 år og over (prosent),2019,2.3
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2004,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2005,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2006,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2007,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2008,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2009,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2010,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2011,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2012,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2013,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2014,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2015,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2016,208.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2017,208.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2018,210.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over,2019,208.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2004,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2005,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2006,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2007,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2008,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2009,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2010,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2011,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2012,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2013,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2014,0.0
Kragerø (1960-2019),Fagskolenivå,Menn,Personer 16 år og over (prosent),2015,0.0
