Nace_1_nr,Nace_1_navn,Nace_2_nr,Nace_2_navn,Nace_3_nr,Nace_3_navn,Nace_4_nr,Nace_4_navn,Nace_5_nr,Nace_5_navn
C,Industri,27,Produksjon av elektrisk utstyr,27.3,Produksjon av ledninger og ledningsmateriell,27.31,Produksjon av optiske fiberkabler,27.310,Produksjon av optiske fiberkabler
C,Industri,27,Produksjon av elektrisk utstyr,27.3,Produksjon av ledninger og ledningsmateriell,27.32,Produksjon av andre elektroniske og elektriske ledninger og kabler,27.320,Produksjon av andre elektroniske og elektriske ledninger og kabler
C,Industri,27,Produksjon av elektrisk utstyr,27.3,Produksjon av ledninger og ledningsmateriell,27.33,Produksjon av ledningsmateriell,27.330,Produksjon av ledningsmateriell
C,Industri,27,Produksjon av elektrisk utstyr,27.4,Produksjon av belysningsutstyr,27.40,Produksjon av belysningsutstyr,27.400,Produksjon av belysningsutstyr
C,Industri,27,Produksjon av elektrisk utstyr,27.5,Produksjon av husholdningsmaskiner og -apparater,27.51,Produksjon av elektriske husholdningsmaskiner og -apparater,27.510,Produksjon av elektriske husholdningsmaskiner og apparater
C,Industri,27,Produksjon av elektrisk utstyr,27.5,Produksjon av husholdningsmaskiner og -apparater,27.52,Produksjon av ikke-elektriske husholdningsmaskiner og -apparater,27.520,Produksjon av ikke-elektriske husholdningsmaskiner og apparater
C,Industri,27,Produksjon av elektrisk utstyr,27.9,Produksjon av annet elektrisk utstyr,27.90,Produksjon av annet elektrisk utstyr,27.900,Produksjon av annet elektrisk utstyr
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.1,Produksjon av maskiner og utstyr til generell bruk,28.11,"Produksjon av motorer og turbiner, unntatt motorer til luftfartøy og motorvogner",28.110,"Produksjon av motorer og turbiner, unntatt motorer til luftfartøy og motorvogner"
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.1,Produksjon av maskiner og utstyr til generell bruk,28.12,Produksjon av komponenter til hydraulisk og pneumatisk utstyr,28.120,Produksjon av komponenter til hydraulisk og pneumatisk utstyr
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.1,Produksjon av maskiner og utstyr til generell bruk,28.13,Produksjon av pumper og kompressorer ellers,28.130,Produksjon av pumper og kompressorer ellers
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.1,Produksjon av maskiner og utstyr til generell bruk,28.14,Produksjon av kraner og ventiler ellers,28.140,Produksjon av kraner og ventiler ellers
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.1,Produksjon av maskiner og utstyr til generell bruk,28.15,"Produksjon av lagre, gir, tannhjulsutvekslinger og andre innretninger for kraftoverføring",28.150,"Produksjon av lagre, gir, tannhjulsutvekslinger og andre innretninger for kraftoverføring"
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.2,Produksjon av andre maskiner og annet utstyr til generell bruk,28.21,Produksjon av industri- og laboratorieovner samt brennere,28.210,Produksjon av industri- og laboratorieovner samt brennere
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.2,Produksjon av andre maskiner og annet utstyr til generell bruk,28.22,Produksjon av løfte- og håndteringsutstyr,28.220,Produksjon av løfte- og håndteringsutstyr
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.2,Produksjon av andre maskiner og annet utstyr til generell bruk,28.22,Produksjon av løfte- og håndteringsutstyr,28.221,Produksjon av løfte- og håndteringsutstyr til skip og båter
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.2,Produksjon av andre maskiner og annet utstyr til generell bruk,28.22,Produksjon av løfte- og håndteringsutstyr,28.229,Produksjon av løfte- og håndteringsutstyr ellers
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.2,Produksjon av andre maskiner og annet utstyr til generell bruk,28.23,"Produksjon av kontormaskiner og utstyr, unntatt datamaskiner og tilleggsutstyr",28.230,Produksjon av kontormaskiner og utstyr (unntatt datamaskiner og tilleggsutstyr)
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.2,Produksjon av andre maskiner og annet utstyr til generell bruk,28.24,Produksjon av motordrevet håndverktøy,28.240,Produksjon av motordrevet håndverktøy
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.2,Produksjon av andre maskiner og annet utstyr til generell bruk,28.25,"Produksjon av kjøle- og ventilasjonsanlegg, unntatt til husholdningsbruk",28.250,"Produksjon av kjøle- og ventilasjonsanlegg, unntatt til husholdningsbruk"
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.2,Produksjon av andre maskiner og annet utstyr til generell bruk,28.29,Produksjon av maskiner og utstyr til generell bruk ikke nevnt annet sted,28.290,Produksjon av maskiner og utstyr til generell bruk ikke nevnt annet sted
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.3,Produksjon av jordbruks- og skogbruksmaskiner,28.30,Produksjon av jordbruks- og skogbruksmaskiner,28.300,Produksjon av jordbruks- og skogbruksmaskiner
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.4,Produksjon av maskiner til metallbearbeiding og annet maskinverktøy,28.41,Produksjon av maskiner og maskinverktøy til metallbearbeiding,28.410,Produksjon av maskiner og maskinverktøy til metallbearbeiding
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.4,Produksjon av maskiner til metallbearbeiding og annet maskinverktøy,28.42,Produksjon av maskinverktøy ellers,28.420,Produksjon av maskinverktøy ellers
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.4,Produksjon av maskiner til metallbearbeiding og annet maskinverktøy,28.49,Produksjon av maskinverktøy ikke nevnt annet sted,28.490,Produksjon av maskinverktøy ikke nevnt annet sted
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.9,Produksjon av andre spesialmaskiner,28.91,Produksjon av maskiner og utstyr til metallurgisk industri,28.910,Produksjon av maskiner og utstyr til metallurgisk industri
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.9,Produksjon av andre spesialmaskiner,28.92,Produksjon av maskiner og utstyr til bergverksdrift og bygge- og anleggsvirksomhet,28.920,Produksjon av maskiner og utstyr til bergverksdrift og bygge- og anleggsvirksomhet
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.9,Produksjon av andre spesialmaskiner,28.93,"Produksjon av maskiner og utstyr til nærings-, nytelsesmiddel-, drikke- og tobakksindustri",28.930,"Produksjon av maskiner og utstyr til nærings-, nytelsesmiddel-, drikke- og tobakksindustri"
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.9,Produksjon av andre spesialmaskiner,28.94,"Produksjon av maskiner og utstyr til tekstil-, konfeksjons- og lærvareindustri",28.940,"Produksjon av maskiner og utstyr til tekstil-, konfeksjons- og lærvareindustri"
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.9,Produksjon av andre spesialmaskiner,28.95,Produksjon av maskiner og utstyr til papir- og pappvareindustri,28.950,Produksjon av maskiner og utstyr til papir- og pappvareindustri
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.9,Produksjon av andre spesialmaskiner,28.96,Produksjon av maskiner og utstyr til plast- og gummiindustri,28.960,Produksjon av maskiner og utstyr til plast- og gummiindustri
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.9,Produksjon av andre spesialmaskiner,28.97,Produksjon av maskiner og utstyr til additiv tilvirkning,28.970,Produksjon av maskiner og utstyr til additiv tilvirkning
C,Industri,28,"Produksjon av maskiner og utstyr til generell bruk, ikke nevnt annet sted",28.9,Produksjon av andre spesialmaskiner,28.99,Produksjon av andre spesialmaskiner ikke nevnt annet sted,28.990,Produksjon av andre spesialmaskiner ikke nevnt annet sted
C,Industri,29,Produksjon av motorvogner og tilhengere,29.1,Produksjon av motorvogner,29.10,Produksjon av motorvogner,29.100,Produksjon av motorvogner
C,Industri,29,Produksjon av motorvogner og tilhengere,29.2,Produksjon av karosserier og tilhengere,29.20,Produksjon av karosserier og tilhengere,29.200,Produksjon av karosserier og tilhengere
C,Industri,29,Produksjon av motorvogner og tilhengere,29.3,Produksjon av deler og utstyr til motorvogner,29.31,Produksjon av elektrisk og elektronisk utstyr til motorvogner,29.310,Produksjon av elektrisk og elektronisk utstyr til motorvogner
C,Industri,29,Produksjon av motorvogner og tilhengere,29.3,Produksjon av deler og utstyr til motorvogner,29.32,Produksjon av andre deler og annet utstyr til motorvogner,29.320,Produksjon av andre deler og annet utstyr til motorvogner
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.11,Bygging av skip og flytende materiell,30.110,Bygging av sivile skip og flytende materiell
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.11,Bygging av skip og flytende materiell,30.111,Bygging av skip og skrog over 100 br.tonn
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.11,Bygging av skip og flytende materiell,30.112,Bygging av skip under 100 br.tonn
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.11,Bygging av skip og flytende materiell,30.113,Bygging av oljeplattformer og moduler
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.11,Bygging av skip og flytende materiell,30.114,Produksjon av annet flytende materiell
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.11,Bygging av skip og flytende materiell,30.115,Innrednings- og installasjonsarbeid utført på skip over 100 br.tonn
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.11,Bygging av skip og flytende materiell,30.116,Innrednings- og installasjonsarbeid utført på oljeplattformer og moduler
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.12,Bygging av fritidsbåter,30.120,Bygging av fritidsbåter
C,Industri,30,Produksjon av andre transportmidler,30.1,Bygging av skip og båter,30.13,Bygging av militære skip og fartøy,30.130,Bygging av militære skip og fartøy
C,Industri,30,Produksjon av andre transportmidler,30.2,Produksjon av lokomotiver og annet rullende materiell til jernbane og sporvei,30.20,Produksjon av lokomotiver og annet rullende materiell til jernbane og sporvei,30.200,Produksjon av lokomotiver og annet rullende materiell til jernbane og sporvei
C,Industri,30,Produksjon av andre transportmidler,30.3,Produksjon av luftfartøyer og romfartøyer og lignende utstyr,30.30,Produksjon av luftfartøyer og romfartøyer og lignende utstyr,30.300,Produksjon av luftfartøyer og romfartøyer og lignende utstyr
C,Industri,30,Produksjon av andre transportmidler,30.3,Produksjon av luftfartøyer og romfartøyer og lignende utstyr,30.31,Produksjon av sivile luft- og romfartøy og tilhørende utstyr,30.310,Produksjon av sivile luft- og romfartøy og tilhørende utstyr
C,Industri,30,Produksjon av andre transportmidler,30.3,Produksjon av luftfartøyer og romfartøyer og lignende utstyr,30.32,Produksjon av militære luft- og romfartøy og tilhørende utstyr,30.320,Produksjon av militære luft- og romfartøy og tilhørende utstyr
C,Industri,30,Produksjon av andre transportmidler,30.4,Produksjon av militære stridskjøretøyer,30.40,Produksjon av militære stridskjøretøyer,30.400,Produksjon av militære stridskjøretøyer
C,Industri,30,Produksjon av andre transportmidler,30.9,Produksjon av transportmidler ikke nevnt annet sted,30.91,Produksjon av motorsykler,30.910,Produksjon av motorsykler
C,Industri,30,Produksjon av andre transportmidler,30.9,Produksjon av transportmidler ikke nevnt annet sted,30.92,Produksjon av sykler og invalidevogner,30.920,"Produksjon av sykler, rullestoler, elektriske mobilitetsscootere og lignende fremkomstmidler"
C,Industri,30,Produksjon av andre transportmidler,30.9,Produksjon av transportmidler ikke nevnt annet sted,30.99,Produksjon av andre transportmidler ikke nevnt annet sted,30.990,Produksjon av andre transportmidler ikke nevnt annet sted
C,Industri,31,Produksjon av møbler,31.0,Produksjon av møbler,31.00,Produksjon av møbler,31.000,Produksjon av møbler
C,Industri,31,Produksjon av møbler,31.0,Produksjon av møbler,31.01,Produksjon av kontor- og butikkmøbler,31.010,Produksjon av kontor- og butikkmøbler
C,Industri,31,Produksjon av møbler,31.0,Produksjon av møbler,31.02,Produksjon av kjøkkenmøbler,31.020,Produksjon av kjøkkenmøbler
C,Industri,31,Produksjon av møbler,31.0,Produksjon av møbler,31.03,Produksjon av madrasser,31.030,Produksjon av madrasser
C,Industri,31,Produksjon av møbler,31.0,Produksjon av møbler,31.09,Produksjon av møbler ellers,31.090,Produksjon av møbler ellers
C,Industri,32,Annen industriproduksjon,32.1,"Produksjon av gull- og sølvvarer, bijouteri og lignende artikler",32.11,Preging av mynter og medaljer,32.110,Preging av mynter
C,Industri,32,Annen industriproduksjon,32.1,"Produksjon av gull- og sølvvarer, bijouteri og lignende artikler",32.12,Produksjon av smykker og lignende artikler,32.120,Produksjon av smykker og lignende artikler
C,Industri,32,Annen industriproduksjon,32.1,"Produksjon av gull- og sølvvarer, bijouteri og lignende artikler",32.13,Produksjon av bijouteri og lignende artikler,32.130,Produksjon av bijouteri og lignende artikler
C,Industri,32,Annen industriproduksjon,32.2,Produksjon av musikkinstrumenter,32.20,Produksjon av musikkinstrumenter,32.200,Produksjon av musikkinstrumenter
C,Industri,32,Annen industriproduksjon,32.3,Produksjon av sportsartikler,32.30,Produksjon av sportsartikler,32.300,Produksjon av sportsartikler
C,Industri,32,Annen industriproduksjon,32.4,Produksjon av spill og leker,32.40,Produksjon av spill og leker,32.400,Produksjon av spill og leker
C,Industri,32,Annen industriproduksjon,32.5,Produksjon av medisinske og tanntekniske instrumenter og utstyr,32.50,Produksjon av medisinske og tanntekniske instrumenter og utstyr,32.500,Produksjon av medisinske og tanntekniske instrumenter og utstyr
C,Industri,32,Annen industriproduksjon,32.9,Industriproduksjon ikke nevnt annet sted,32.91,Produksjon av koster og børster,32.910,Produksjon av koster og børster
C,Industri,32,Annen industriproduksjon,32.9,Industriproduksjon ikke nevnt annet sted,32.99,Annen industriproduksjon ikke nevnt annet sted,32.990,Annen industriproduksjon ikke nevnt annet sted
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.11,Reparasjon og vedlikehold av bearbeidede metallprodukter,33.110,Reparasjon av bearbeidede metallprodukter
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.12,Reparasjon av maskiner,33.120,Reparasjon av maskiner
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.13,Reparasjon av elektronisk og optisk utstyr,33.130,Reparasjon og vedlikehold av elektronisk og optisk utstyr
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.14,Reparasjon og vedlikehold av elektrisk utstyr,33.140,Reparasjon og vedlikehold av elektrisk utstyr
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.15,Reparasjon og vedlikehold av sivile skip og båter,33.150,Reparasjon og vedlikehold av sivile skip og båter
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.16,Reparasjon og vedlikehold av luftfartøyer og romfartøyer,33.160,Reparasjon og vedlikehold av luftfartøyer og romfartøyer
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.17,Reparasjon og vedlikehold av andre transportmidler,33.170,Reparasjon og vedlikehold av andre transportmidler
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.18,"Reparasjon og vedlikehold av militære stridskjøretøy, skip, båter, luft- og romfartøy",33.180,"Reparasjon og vedlikehold av militære stridskjøretøy, skip, båter, luft- og romfartøy"
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.1,"Reparasjon av metallvarer, maskiner og utstyr",33.19,Reparasjon av annet utstyr,33.190,Reparasjon av annet utstyr
C,Industri,33,"Reparasjon, vedlikehold og installasjon av maskiner og utstyr",33.2,Installasjon av industrimaskiner og -utstyr,33.20,Installasjon av industrimaskiner og -utstyr,33.200,Installasjon av industrimaskiner og -utstyr
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.11,Produksjon av elektrisitet fra ikke-fornybare kilder,35.110,Produksjon av elektrisitet fra ikke-fornybare kilder
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.11,Produksjon av elektrisitet fra ikke-fornybare kilder,35.111,Produksjon av elektrisitet fra vannkraft
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.11,Produksjon av elektrisitet fra ikke-fornybare kilder,35.112,Produksjon av elektrisitet fra vindkraft
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.11,Produksjon av elektrisitet fra ikke-fornybare kilder,35.113,Produksjon av elektrisitet fra biobrensel
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.11,Produksjon av elektrisitet fra ikke-fornybare kilder,35.114,Produksjon av elektrisitet fra naturgass
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.11,Produksjon av elektrisitet fra ikke-fornybare kilder,35.119,Produksjon av elektrisitet ellers
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.12,Produksjon av elektrisitet fra fornybare kilder,35.120,Overføring av elektrisitet
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.12,Produksjon av elektrisitet fra fornybare kilder,35.121,Produksjon av elektrisitet fra vannkraft
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.12,Produksjon av elektrisitet fra fornybare kilder,35.122,Produksjon av elektrisitet fra vindkraft
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.12,Produksjon av elektrisitet fra fornybare kilder,35.123,Produksjon av elektrisitet fra solenergi
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.12,Produksjon av elektrisitet fra fornybare kilder,35.129,Produksjon av elektrisitet fra fornybare kilder ikke nevnt annet sted
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.13,Distribusjon av elektrisitet,35.130,Distribusjon av elektrisitet
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.14,Handel med elektrisitet,35.140,Distribusjon av elektrisitet
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.15,Handel med elektrisitet,35.150,Handel med elektrisitet
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.1,"Produksjon, overføring og distribusjon av elektrisitet",35.16,Lagring av elektrisitet,35.160,Lagring av elektrisitet
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.2,Produksjon av gass og distribusjon av gass gjennom ledningsnett,35.21,Produksjon av gass,35.210,Produksjon av gass
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.2,Produksjon av gass og distribusjon av gass gjennom ledningsnett,35.22,Distribusjon av gass gjennom ledningsnett,35.220,Distribusjon av gass gjennom ledningsnett
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.2,Produksjon av gass og distribusjon av gass gjennom ledningsnett,35.23,Handel med gass gjennom ledningsnett,35.230,Handel med gass gjennom ledningsnett
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.2,Produksjon av gass og distribusjon av gass gjennom ledningsnett,35.24,Lagring av gass som del av distribusjonstjenester,35.240,Lagring av gass som del av distribusjonstjenester
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.3,Damp- og varmtvannsforsyning,35.30,Vannbåren og luftbåren varme- og kjøleforsyning,35.300,Damp- og varmtvannsforsyning
D,"Forsyning av elektrisitet, gass, damp og kjøleluft",35,"Forsyning av elektrisitet, gass, damp og kjøleluft",35.4,Aktiviteter til meglere og agenter knyttet til elektrisk kraft og naturgass,35.40,Aktiviteter til meglere og agenter knyttet til elektrisk kraft og naturgass,35.400,Aktiviteter til meglere og agenter knyttet til elektrisk kraft og naturgass
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",36,"Uttak fra kilde, rensing og distribusjon av vann",36.0,"Uttak fra kilde, rensing og distribusjon av vann",36.00,"Uttak fra kilde, rensing og distribusjon av vann",36.000,"Uttak fra kilde, rensing og distribusjon av vann"
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",37,Oppsamling og behandling av avløpsvann,37.0,Oppsamling og behandling av avløpsvann,37.00,Oppsamling og behandling av avløpsvann,37.000,Oppsamling og behandling av avløpsvann
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",38,"Innsamling, gjenvinning og behandling av avfall",38.1,Innsamling av avfall,38.11,Innsamling av ikke-farlig avfall,38.110,Innsamling av ikke-farlig avfall
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",38,"Innsamling, gjenvinning og behandling av avfall",38.1,Innsamling av avfall,38.12,Innsamling av farlig avfall,38.120,Innsamling av farlig avfall
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",38,"Innsamling, gjenvinning og behandling av avfall",38.2,Gjenvinning av avfall,38.21,Materialgjenvinning,38.210,Behandling og disponering av ikke-farlig avfall
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",38,"Innsamling, gjenvinning og behandling av avfall",38.2,Gjenvinning av avfall,38.22,Energigjenvinning,38.220,Behandling og disponering av farlig avfall
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",38,"Innsamling, gjenvinning og behandling av avfall",38.2,Gjenvinning av avfall,38.23,Annen gjenvinning av avfall,38.230,Annen gjenvinning av avfall
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",38,"Innsamling, gjenvinning og behandling av avfall",38.3,Avfallshåndtering uten gjenvinning,38.31,Forbrenning av avfall uten energigjenvinning,38.310,Demontering av vrakede gjenstander
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",38,"Innsamling, gjenvinning og behandling av avfall",38.3,Avfallshåndtering uten gjenvinning,38.32,Drift av deponi og permanent lagring av avfall,38.320,Sortering og bearbeiding av avfall for materialgjenvinning
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",38,"Innsamling, gjenvinning og behandling av avfall",38.3,Avfallshåndtering uten gjenvinning,38.33,Annen avfallshåndtering uten gjenvinning,38.330,Annen avfallshåndtering uten gjenvinning
E,"Vannforsyning, avløps- og renovasjonsvirksomhet",39,"Miljørydding, miljørensing og lignende virksomhet",39.0,"Miljørydding, miljørensing og lignende virksomhet",39.00,"Miljøutbedring, opprydding og lignende aktivitet",39.000,"Miljørydding, miljørensing og lignende virksomhet"
F,Bygge- og anleggsvirksomhet,41,Oppføring av bygninger,41.0,Oppføring av bygninger,41.00,Oppføring av bygninger,41.000,Oppføring av bygninger
F,Bygge- og anleggsvirksomhet,41,Oppføring av bygninger,41.1,Utvikling av byggeprosjekter,41.10,Utvikling av byggeprosjekter,41.101,Boligbyggelag
F,Bygge- og anleggsvirksomhet,41,Oppføring av bygninger,41.1,Utvikling av byggeprosjekter,41.10,Utvikling av byggeprosjekter,41.109,Utvikling og salg av egen fast eiendom ellers
F,Bygge- og anleggsvirksomhet,41,Oppføring av bygninger,41.2,Oppføring av bygninger,41.20,Oppføring av bygninger,41.200,Oppføring av bygninger
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.1,Bygging av veier og jernbaner,42.11,Bygging av veier og motorveier,42.110,Bygging av veier og motorveier
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.1,Bygging av veier og jernbaner,42.12,Bygging av jernbaner og undergrunnsbaner,42.120,Bygging av jernbaner og undergrunnsbaner
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.1,Bygging av veier og jernbaner,42.13,Bygging av bruer og tunneler,42.130,Bygging av broer og tunneler
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.2,"Bygging av vann- og kloakkanlegg, og anlegg for elektrisitet og telekommunikasjon",42.21,Bygging av vann- og kloakkanlegg,42.210,Bygging av vann- og kloakkanlegg
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.2,"Bygging av vann- og kloakkanlegg, og anlegg for elektrisitet og telekommunikasjon",42.22,Bygging av anlegg for elektrisitet og telekommunikasjon,42.220,Bygging av anlegg for elektrisitet og telekommunikasjon
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.2,"Bygging av vann- og kloakkanlegg, og anlegg for elektrisitet og telekommunikasjon",42.22,Bygging av anlegg for elektrisitet og telekommunikasjon,42.221,Bygging av anlegg for elektrisitet og telekommunikasjon til sjøs
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.2,"Bygging av vann- og kloakkanlegg, og anlegg for elektrisitet og telekommunikasjon",42.22,Bygging av anlegg for elektrisitet og telekommunikasjon,42.222,Bygging av anlegg for elektrisitet og telekommunikasjon på land
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.9,Bygging av andre anlegg,42.91,Bygging av havne- og damanlegg,42.910,Bygging av havne- og damanlegg
F,Bygge- og anleggsvirksomhet,42,Anleggsvirksomhet,42.9,Bygging av andre anlegg,42.99,Bygging av andre anlegg ikke nevnt annet sted,42.990,Bygging av andre anlegg ikke nevnt annet sted
